BuildingNumber	GradeTested	ReadingPercentMet	MathPercentMet	WritingPercentMet	SciencePercentMet
3508	7	71.4	42.9	21.4	
3508	8	41.2	23.5		11.8
3508	10	80		90	
2297	3	53.8	46.2		
2297	4	48.4	16.1	29	
2297	5	51.4	8.1		48.6
3311	10	78.9		89.7	
3894	6	38.9	33.3		
3894	7	68.6	37.1	54.3	
3894	8	54.3	40		48.6
2062	3	100	91.7		
2062	4	92.3	46.2	53.8	
2062	5				
2062	6	50	50		
2062	7				
2062	8	45.5	45.5		54.5
2958	10				
2385	3	77.8	61.1		
2385	4	79.2	60.4	75	
3198	5	70	62		80
3198	6	50	57.4		
3198	7	77.8	57.4	83.3	
3198	8	69.2	61.5		84.6
4206	10	88.5		96.2	
1627	7				
1627	8				
1627	10	78.6		71.4	
2260	3	71.2	74.6		
2260	4	78.9	63.4	70.4	
2260	5	87.8	80		85.3
2260	6	80.3	50.8		
2481	7	72.2	47.1	62.3	
2481	8	60.2	41.3		65
2633	10	85		85.2	
3848	3	73.3	79.1		
3848	4	88.3	75	76.7	
3848	5	85.9	72.8		77.2
3848	6	79.2	75.3		
4224	3	72.2	76.1		
4224	4	73.3	66.7	65	
4224	5	72	69.5		73.2
4224	6	73.4	58.2		
4346	3	68.1	84.7		
4346	4	78.9	70.4	57.1	
4346	5	81.3	75		89.1
4346	6	80.3	83.6		
4451	3	74.6	85.9		
4451	4	85.3	83.8	76.5	
4451	5	81.2	66.7		84.1
4451	6	72.4	67.1		
2754	3	68.6	81.4		
2754	4	72.8	52.5	61.7	
2754	5	74.7	77.9		85.3
2754	6	75.7	70.9		
3010	10	83.9		89	
3130	3	69.7	69.6		
3130	4	81.4	76	74	
3130	5	73.2	62.5		68.5
3130	6	73.8	72.4		
3262	3	61.8	58.2		
3262	4	63.3	34	34.7	
3262	5	60	50.9		58.2
3262	6	57.4	61.1		
3361	6				
3361	7	68.2	49	70.2	
3361	8	67.5	52.7		63
3539	3	83.6	85.2		
3539	4	86.5	81.1	83.6	
3539	5	84.2	77.2		73.7
3539	6	76.7	65.6		
3611	7	59.6	49.6	71.7	
3611	8	60.4	49.6		74
3653	3	62.5	70.8		
3653	4	66.7	61.7	51.7	
3653	5	75.9	69.5		79.7
3653	6	67.9	67.9		
3709	3	84.8	85.9		
3709	4	86.4	67.9	75.3	
3709	5	78.8	75.3		74.1
3709	6	81.3	78.7		
3710	10	85.9		90.5	
4058	3	79.5	75.3		
4058	4	70.6	66.2	65.2	
4058	5	86.1	81.9		70.8
4058	6	81.7	73.2		
4122	3	66.2	62.2		
4122	4	74	38.9	54.2	
4122	5	80	68		74.7
4122	6	73.3	66.7		
4255	3	63.1	69.2		
4255	4	50.9	21.8	30.4	
4255	5	66.7	68.8		66.7
4255	6	58.7	44.4		
4271	3	49.5	54.3		
4271	4	59.8	40.7	46.3	
4271	5	72.1	67.4		70.9
4271	6	72.4	71.4		
4314	10	55		68.4	
4368	3	74.4	75.9		
4368	4	88	49.3	53.3	
4368	5	71.4	70.6		61.3
4368	6	54.3	46.7		
4408	3	74	77		
4408	4	85.4	77.5	73	
4408	5	85.9	75.8		69.7
4408	6	73.5	61.8		
4409	7	68.4	53	75.8	
4409	8	70.8	61.2		80.9
4427	10	76.1		84.8	
1713	10	45.5		81.8	
2552	3	80.8	82.1		
2552	4	80.2	58	56.3	
2552	5	82.1	77.8		82.9
2552	6	91	80.9		
2552	7				
2816	3	80.4	73.9		
2816	4	88	74	71.4	
2816	5	83.6	73.1		69.7
2816	6	86.2	72.3		
3199	3	74.1	58.8		
3199	4	80	52.9	55.3	
3199	5	83.5	69.2		73.6
3199	6	88.9	69.1		
3362	10	92.1		92	
3612	7	86.3	66.5	84.5	
3612	8	85.5	63.2		72.4
4205	3	84.9	71.2		
4205	4	84.2	64.5	81.6	
4205	5	96.3	90.9		94.5
4205	6	91.1	81		
4365	3	83.3	78.1		
4365	4	86.4	79.7	79.3	
4365	5	92.3	78.2		71.8
4365	6	89.2	85.1		
4373	3	86.9	72.1		
4373	4	83.3	64.6	68.8	
4373	5	81.5	70.8		61.5
4373	6	82.6	65.2		
4452	7	85.7	59.1	74.7	
4452	8	78.3	49.4		63.1
4500	10	88.6		88.3	
1768	10	92.6		86.2	
2342	3	76.3	50		
2342	4	89.2	59.5	59.5	
2342	5	83.3	64.6		70.8
2448	3	93.1	86.2		
2448	4	78	71.2	67.8	
2448	5	75.5	69.4		75.5
2487	3	100	72		
2487	4	94.7	86.8	81.6	
2487	5	88.6	84.1		90.9
2621	3	82.6	67.4		
2621	4	61.1	70.4	77.8	
2621	5	62.3	41.5		66
2778	3	82.5	80.4		
2778	4	85	75	73.3	
2778	5	78.8	72.7		75.8
3066	3	82.9	54.3		
3066	4	91.7	75	79.2	
3066	5	95.8	83.3		91.7
3132	8				
3132	10	92.1		95	
3133	5				
3133	6	77.7	69.4		
3133	7	79.6	78.8	83.9	
3133	8	83.7	75.5		81.6
3540	3	68.6	66.7		
3540	4	69.7	48.5	47.1	
3540	5	86.3	72.5		86.3
3696	6	79.9	67.2		
3696	7	85.9	75.6	83.7	
3696	8	78.5	59.5		81
3697	3	82.2	79.5		
3697	4	86.7	73.3	89.3	
3697	5	90.6	85.9		92.2
3711	6	85.3	79.9		
3711	7	87.4	79.8	87.3	
3711	8	77.3	70.6		87.9
3960	8				
3960	10	92.4		90.4	
4367	3	80.5	84.1		
4367	4	91.3	87	92.8	
4367	5	88.3	89.4		88.3
4458	3	75.8	73.8		
4458	4	77.4	59.7	77.4	
4458	5	78.1	65.6		68.8
4472	3	80.4	78.3		
4472	4	86.4	62.1	60.6	
4472	5	82.6	76.8		84.1
4473	6	69.5	51.6		
4473	7	73.2	59.6	64.8	
4473	8	84.5	62.6		83.5
2158	6	61.1	36.1		
2158	7	63	51.4	72.9	
2158	8	55.9	55.9		73.5
2468	8				
2468	10	87		91.3	
4486	3	63.5	65.4		
4486	4	53.2	70.2	51.1	
4486	5	45.3	42.7		56
2406	3	68.6	70		
2406	4	80.3	49.3	69	
2406	5	83.6	78.1		87.7
2406	6	89.7	83.8		
2406	7	86.3	61.3	83.5	
2406	8	78.1	65.3		81.9
3067	5				
3067	6	67.2	64.9		
3067	7	81	70.9	74.7	
3067	8	73.7	56.8		67.9
3801	3	77	69.5		
3801	4	70.9	57.5	59	
3801	5	77.6	66.7		65.6
4326	10	81.2		84.5	
2457	3				
3509	7				
3509	8				
3509	10	79.1		82.6	
3795	6	71.1	57.7		
3795	7	73.9	38.7	42.9	
3795	8	61.6	39.4		57.6
4238	3	62.7	54.7		
4238	4	81	49.5	58.1	
4238	5	70.3	52.7		63.7
4238	6				
2893	3	73.3	70		
2893	4	76	68	68	
2893	5	69.7	60.6		63.6
2893	6	44.7	42.1		
2893	7	83.3	66.7	88.9	
2893	8	71.4	41.2		52.9
3467	10	82.5		92.5	
2278	3				
2278	4				
2278	5				
1772	3	40	30		
1772	4	90	60	60	
1772	5				
1772	6	70			
1772	7	84.6	46.2	92.3	
1772	8				
2074	3	75.3	70.4		
2074	4	57.6	50	50	
2074	5	70.1	50.6		66.2
2078	3	69.5	69.5		
2078	4	65.8	40.8	43.4	
2078	5	71.8	63.4		67.6
2159	3	74.4	64.1		
2159	4	79.7	65.8	87.3	
2159	5	86.3	73.8		87.5
2528	3	51.4	35.6		
2528	4	53.1	25.9	51.9	
2528	5	54.8	27.8		33.3
2780	6	56.6	38.3		
2780	7	60.2	33.9	65.9	
2780	8	60.5	55		52.5
3468	6				
3468	7				
3468	10	85.7		90.4	
3510	6	59.2	45.5		
3510	7	65	43.3	67.6	
3510	8	64.5	44.3		71.9
3728	3	57.5	65		
3728	4	61	35.4	58.5	
3728	5	68.8	47.5		77.5
4071	8				
4071	10	64.7		65.6	
4193	3	60	63.3		
4193	4	47.2	63	41.5	
4193	5	78.3	47.8		87
2114	3	61	55.1		
3541	7	62.2	50	64.6	
3541	8	58	29.6		49.4
4488	4	63.5	51.8	47.6	
4488	5	53.4	44.6		51.4
4488	6	63	59.8		
2160	3	58.3	41.7		
2160	4	66.7	38.9	61.1	
2160	5	85.7	35.7		28.6
2160	6	47.6	57.1		
2160	7	55	45	50	
2160	8	76.7	43.3		43.3
2160	10	90.6		83.3	
3012	6	75	34.4		
3012	7	66.7	48.7	64.1	
3012	8	67.6	57.7		73.6
3613	3	44.1	32.4		
3613	4	47.6	46	54	
3613	5	74.6	18.3		63.4
3613	7				
4049	10	75.6		92.1	
2174	6	65	65		
2174	7	60.6	36.4	45.5	
2174	8	54.5	22.7		68.2
2386	10	88.5		88.5	
2712	3	31.3	12.5		
2712	4	45.5	27.3	36.4	
2712	5	63.2	57.9		78.9
3574	3	54.5	72.7		
3574	4	29.4	23.5	29.4	
3574	5	60	40		25
3574	6	60	40		
3575	7	52.2	43.5	43.5	
3575	8	47.8	47.8		47.8
3575	10	73.7		88.9	
1647	10	61.1		81.3	
1694	7				
1694	8				
1694	10				
1799	10				
2066	6	88.9	75.9		
2066	7	86.7	79.7	87.9	
2066	8	86	75.4		86
2067	3	62	63.4		
2067	4	68.9	44.3	59	
2067	5	69.7	55.3		69.3
2075	6	84.5	74		
2075	7	85.1	82.8	78.9	
2075	8	84.4	73.2		81
2175	3	82.7	74.7		
2175	4	77.8	60.3	46	
2175	5	83.6	85.2		90.2
2225	3	90.2	82.9		
2225	4	82.1	71.4	82.1	
2225	5	89.3	82.1		85.7
2261	3	52.8	40		
2261	4	82.8	72.4	62.1	
2261	5	75.6	55.6		68.9
2262	3	77.8	76.4		
2262	4	72.9	71.4	77.1	
2262	5	75.8	63.1		73.8
2365	3	85.3	70.6		
2365	4	90.9	84.1	88.6	
2365	5	90.7	81.4		83.7
2387	3	76.3	64.4		
2387	4	77.6	77.6	75.9	
2387	5	80	76.4		76.4
2553	10	89.8		93.3	
2817	3	48	30		
2817	4	78.2	64.8	73.6	
2817	5	75	61.8		79.4
3134	3	91.3	89.1		
3134	4	75.4	66.7	86	
3134	5	91.5	88.1		91.5
3200	3	60.3	50		
3200	4	69.4	63.3	37.5	
3200	5	56.4	69.2		66.7
3201	6	60.6	38.9		
3201	7	67.4	54.6	57.8	
3201	8	62.3	42.8		60
3202	3	73.2	75.6		
3202	4	75.6	53.3	53.3	
3202	5	69	64.3		69
3576	10	88.5		88.8	
4442	6	70.6	66		
4442	7	79.9	75.4	79.9	
4442	8	69.5	64.9		76.3
4515	10	83.6		84.7	
2263	3				
2263	4				
2263	5				
2263	6				
2458	3	50	48.9		
2458	4	55	50	60	
2458	5	53.2	63		66.7
2458	6	59.6	63.8		
2488	8				
2488	10	77.7		79.5	
2607	3	55.8	48.1		
2607	4	68.3	43.9	46.3	
2607	5	58.3	58.3		54.2
2607	6	74.6	67.8		
3135	10	42.3		46.2	
3140	3	28	40		
3140	4	21.1	21.1	16.7	
3140	5	0	7.1		0
3140	6	15.8	52.6		
3140	7	26.1	13	21.7	
3140	8	4.5	4.5		4.5
3364	3	69.6	67.4		
3364	4	59.6	38.6	61.4	
3364	5	60.7	44.6		50
3364	6	76.4	81.5		
3762	5				
3762	6				
3762	7	77.5	61.5	79.9	
3762	8	71.4	53.1		71.9
3762	10				
4130	3	72.1	52.9		
4130	4	77.4	58.5	58.5	
4130	5	79.6	79.6		70.4
4130	6	82.8	77		
4482	3	61.5	56.9		
4482	4	73.5	68.2	60.3	
4482	5	64.2	70.4		53.1
4482	6	69	67.6		
4554	7	79.9	66.1	73.2	
4554	8	67.8	51.9		63.6
2713	3	66.7	52.9		
2713	4	81.1	57.1	71.4	
2713	5	71.7	46.1		65.1
3136	8				
3136	10	82.5		83.5	
3796	6	71.8	61.5		
3796	7	79.5	64.9	65.1	
3796	8	70.8	56.7		62.6
2219	6	76.5	68.3		
2219	7	78.7	59	81.4	
2219	8	71.7	47.3		75
4201	10	84.8		91.8	
4324	3	83.3	77.8		
4324	4	71.4	73.2	87	
4324	5	83.1	84.6		81.5
4517	3	80.8	78.1		
4517	4	68.5	60.3	67.1	
4517	5	84.2	80.3		80.3
2554	8				
2554	10	85.4		90.8	
2584	3	57.9	56.6		
2584	4				
2584	5				
3930	6	61.8	59.1		
3930	7	78.8	68.3	54.4	
3930	8	63.2	66		70.8
4388	4	68.2	57.9	62.6	
4388	5	69.5	65.3		70.3
4388	6				
2459	7				
2459	8				
2459	10	87.7		90.1	
2489	3	77.1	74.3		
2489	4	87.5	59.4	78.1	
2489	5	87.5	84.4		78.1
2489	6				
2489	8				
2687	6	82.8	70.9		
2687	7	84.5	64.9	87.4	
2687	8	69.2	56.4		71.8
4428	3	44.4	59.3		
4428	4	77.4	67.7	87.1	
4428	5	56.4	66.7		82.1
4525	3	89.6	81.3		
4525	4	91.8	77.6	89.8	
4525	5	94.9	87.2		94.9
2343	10	87		93.9	
2585	3	70.8	54.2		
2585	4	78.9	31.6	52.6	
2585	5	67.5	47.5		48.7
2585	6	55.6	40.7		
3003	7	73.5	50.3	61.5	
3003	8	66.2	63.4		66.2
3365	3	61.5	53.8		
3365	4	75	61.5	68.6	
3365	5	75	59.1		75
3365	6	75	88.6		
4533	3	47.8	39.1		
4533	4	65.2	39.1	45.7	
4533	5	65.2	43.9		54.5
4533	6	50	59.1		
2087	3				
2087	4				
2087	5				
2087	6				
2087	7				
2087	8				
2088	10	100		100	
3137	6				
3137	7				
3137	8				
2052	3	42.1	36.8		
2052	4	56.3	25	68.8	
2052	5	66.7	40		86.7
2052	6	81.8	72.7		
3418	7	69.6	47.8	73.9	
3418	8	50	70		
3418	10				
2499	8				
2499	10	93.8		92	
2587	3	76.9	75		
2587	4	71.4	67.3	79.6	
2587	5	83.3	85.7		87.3
3203	3	89	67.1		
3203	4	73.3	69.3	72	
3203	5	83.1	73.3		85.5
3419	6	77.6	72.9		
3419	7	81.6	69.5	79.3	
3419	8	74.1	56.8		82.1
3614	3	77.9	81.8		
3614	4	87.7	80.8	80.8	
3614	5	75	73.7		74.7
2894	3	91.3	84.8		
2894	4	78.8	81.8	69.7	
2894	5	87.8	80.5		85.4
2894	6	84.2	84.2		
3366	7	72.3	61.7	89.1	
3366	8	74	42		68
3366	10	95.6		91.3	
2622	3	80	80		
2622	4	90	80	40	
2622	5	56.3	37.5		62.5
2634	10	86.7		100	
2895	3				
2895	4				
2895	5				
2896	6				
2896	7	50	50	30	
2896	8				
2115	3				
2115	4				
2115	5				
2115	6				
2115	7				
2115	8				
2588	3	87.5	75		
2588	4				
2588	5	84.2	73.7		68.4
2588	6	100	90		
2588	7	50	50	71.4	
2588	8				75
2588	10	83.3		88.9	
2207	3				
2207	4				
2207	5				
2207	6	46.2	69.2		
2207	7	93.3	93.3	73.3	
2207	8	53.3	53.3		46.7
3204	3	88.9	50		
3204	4	81.8	81.8	90.9	
3204	5	66.7	66.7		73.3
3204	6	87.5	81.3		
3204	7	85.7	85.7	78.6	
3204	8	56.3	50		75
3204	10	78.9		100	
3068	10	94.4		88.9	
3069	3				
3069	4	62.5	68.8	75	
3069	5	85.7	85.7		85.7
2432	8				
2432	10				
3205	3				
3205	4				
3205	5	57.1	92.9		78.6
3205	6				
3205	7	76.9	53.8	76.9	
3205	8				
2714	3	62.1	56.1		
2714	4	54.4	52.9	55.9	
2714	5	58.2	53.6		39.3
2714	6	74.7	57.3		
2714	7	59.3	66.7	63	
2714	8	66.1	53.2		45.2
2591	10	79.8		93	
2898	5	61.3	39.3		45.5
2898	6	77	48.4		
2898	7	62.4	42.2	69.2	
2898	8	62.3	50.9		58.8
2116	8				
2116	10	74.9		81	
2176	3	28.1	34.7		
2176	4	47.1	37.9	37.9	
2176	5	53.2	55.7		39.2
2177	3	51.4	51.4		
2177	4	31.9	20.3	42	
2177	5	45.7	22.2		24.7
2314	6	28.9	21.9		
2314	7	36.2	34.4	47.7	
2314	8	46.2	15.4		30.8
2410	6	54.8	41.5		
2410	7	52.5	36	59.6	
2410	8	65.8	38.2		44
2433	3	50.6	30.9		
2433	4	61	31.2	61	
2433	5	59.4	39.6		40
2529	3	36.7	39.2		
2529	4	37.5	29.5	50	
2529	5	38.4	37.2		39.5
2592	3	55.8	47.1		
2592	4	40.6	44.3	48.1	
2592	5	45.2	48.2		33
2715	3	47.3	48.4		
2715	4	38.8	42.7	40.8	
2715	5	37.6	43.5		18.8
2818	3	55.3	42.1		
2818	4	62	39.2	68.4	
2818	5	61.7	45.7		43.2
2819	3	46.3	31.3		
2819	4	62.5	30.6	41.7	
2819	5	66.7	50		58.3
2899	3	52.7	36.6		
2899	4	57.1	31	56	
2899	5	49.1	23.6		33
3023	3	53.8	46.2		
3023	4	37	29.6	44.4	
3023	5	51.7	41.4		55.2
3023	6	55.6	37		
3023	7	92.3	76.9	84.6	
3023	8	78.6	67.9		46.4
3138	3	17.6	14.1		
3138	4	38	25.3	41.8	
3138	5	28.6	25.5		15.2
3206	8				
3206	10	78.7		89.7	
3264	3	48.6	25.7		
3264	4	55.2	18.4	55.2	
3264	5	30	20		17.8
3312	3	69.2	81.5		
3312	4	59.7	55.2	62.7	
3312	5	66.2	57.7		53.5
3368	6	60.4	35		
3368	7	64.7	46.5	75.8	
3368	8	55.7	42.8		47.2
3615	6	41.7	28.6		
3615	7	63	52.7	66.9	
3615	8	42.2	47.7		44.4
3817	3	28.6	29.6		
3817	4	52.4	46.4	38.1	
3817	5	22.2	12.3		12.2
3817	6				
4093	7				
4093	10	33.3		59.2	
2344	10	84.8		87.1	
2530	3	64.6	47.6		
2530	4	63.2	52.9	54	
2530	5	70.8	72.3		61.5
2821	3	66.7	63.8		
2821	4	67.6	56.8	59.5	
2821	5	63.4	52.5		65.3
4055	6	46.8	25		
4055	7	63.3	33.8	76.7	
4055	8	49.8	21.3		48.9
4487	3	72.6	54.8		
4487	4	49.2	47.6	47.6	
4487	5	58.4	48.9		37.5
2388	8				
2388	10	86.1		87.4	
2716	3	65.6	65.6		
2716	4	63.2	59	57.6	
3265	3	68.6	56.2		
3265	4	69.9	61.6	55.1	
4161	8	66.1	64.9		65.9
4161	10				
4272	8				
4272	10				
4546	5	61.6	61.2		79.5
4546	6	68.7	59.7		
4546	7	76.4	63.2	76.4	
2593	10	46.9		63.6	
3070	3	62.3	78.3		
3070	4	49.4	23.4	22.1	
3070	5	47.4	34.2		52.6
3070	6	58.8	45.6		
1645	10				
1776	10				
2345	3	50.5	35.4		
2345	4	66	41.7	51.5	
2345	5	39.4	37.2		28.7
2555	10	71.4		86.8	
2756	3	63.2	69.7		
2756	4	43.8	41.3	46.2	
2756	5	50.7	53.3		37.3
3013	3	48.9	47.9		
3013	4	59.4	40.6	22.9	
3013	5	50.6	29.6		21
3071	6	50.9	44.8		
3071	7	55.1	57.1	56.7	
3071	8	59.7	42.3		35.1
2469	3	31.5	50.9		
2469	4	47.1	42.3	55.8	
2469	5	43.4	34		23.6
2717	3	45.5	42.3		
2717	4	74.1	63.9	70.1	
2717	5	55.8	66.2		29.2
2959	10	60.3		73	
3313	6	48.8	54		
3313	7	56.3	60.2	53.4	
3313	8	36.4	41.9		20.6
4000	3	41.6	47.5		
4000	4	40.9	32.7	37.3	
4000	5	41.8	41.8		48.9
4497	3	44	50.4		
4497	4	49.3	39.9	47.9	
4497	5	64.4	69.6		47
1508	6				
1508	7	17.6	0	0	
1508	8	28	0		7.7
1508	10	32.7		34.7	
2264	6	53	45.7		
2264	7	44.4	41	53.8	
2264	8	50.2	37.3		36.2
2608	3	47.8	50.7		
2608	4	56.8	13.5	50	
2608	5	72.4	24.1		43.1
2635	3	37	24.7		
2635	4	45.6	17.6	51.5	
2635	5	47.1	45.7		27.1
2635	6				
2900	7				
2900	8				
2900	10	62.4		87.2	
4106	3	41.8	28.6		
4106	4	53.3	20	55.4	
4106	5	62.3	40.6		47.8
4106	6				
2718	7	64	64	57.6	
2718	8	50	48.1		51
3072	3	73.8	64.6		
3073	4	58.5	51.2	69.5	
3073	5	45.2	50		46.2
3073	6	55.1	48.7		
4559	10	80.2		89	
2531	5	38.5	31.2		18.3
2531	6	44.2	42		
2531	7	34.3	32.4	44.4	
2531	8	36.9	36		26.1
3314	10	57.9		89.4	
4535	3	59.3	58.5		
4535	4	47.5	48.5	47.5	
2240	10	77.8		80.9	
2783	3	70.4	76.5		
4221	4	67	48.4	53.8	
4221	5	71	65		69
4221	6	79.7	37.6		
4481	7	60.2	33.6	64.6	
4481	8	51.5	35		58.3
2131	6	36.4	27.2		
2131	7	37.2	19.7	50.9	
2131	8	42.3	36.5		26.1
2757	3	32.4	38.2		
2757	4	42.4	38.4	38	
2757	5	59.6	48.6		21.8
2960	3	25.5	24.5		
2960	4	52	45	51	
2960	5	41.4	35.1		25.2
3141	10	62.2		76.7	
4022	10	35.7		35.7	
4518	3	60.8	60.8		
4518	4	51	35.3	52	
4518	5	50	53.6		34.5
2505	3	84	72.3		
2505	4	86	93.5	90.3	
2758	3	72.7	75		
2758	4	60	45	47.5	
2822	3	72.2	75.9		
2822	4	72.9	69.5	76.3	
3074	10	85.1		90.5	
3207	3	73.5	79.6		
3207	4	87.3	60	79.6	
3699	3	66.2	50		
3699	4	72.7	56.4	65.5	
4040	7	73.4	61.1	74.4	
4040	8	65.4	57.5		71.7
4448	3	75	81.8		
4448	4	81.3	71.1	90.7	
4506	5	72.2	65.1		70.1
4506	6	70	60		
4506	7				
4506	8				
2389	7	36.5	15.9	23.8	
2389	8	31.9	25		19.4
2506	3	40.7	32.1		
2506	4	44.3	10.2	26.4	
2506	5	25.3	20		24
2506	6	30.9	23.5		
2532	10	40.2		55.6	
4568	10	92.5		93.1	
1900	10				
1898	10				
2973	6	45.5	27.3		
2973	7	33.3	33.3	25	
2973	8	35.7	42.9		21.4
2973	10	53.8		64.3	
1907	3				
1907	4				
1907	5	66.7	33.3		66.7
1907	6				
1907	7	69.2	53.8	69.2	
1907	8				
1907	10				
4214	6	7.1	7.1		
4214	7	11.8	11.8	11.8	
4214	8	7.7	7.7		0
4564	6	44.7	34.1		
4564	7	37.7	34.9	48.8	
4564	8	32.8	37.8		29
4581	3	56.8	50.6		
4581	4	62	57.1	59.2	
4581	5	62.5	43.1		38.9
4581	6	63.6	53.9		
4573	3	72.7	60.5		
4573	4	86.5	58.3	87.5	
4573	5	81.1	67.8		72.2
4571	3	71.7	37.7		
4571	4	75.8	63.6	63.6	
4571	5	70.7	59.3		81
4566	3				
4566	4				
4566	5				
1903	10	62.5			
1880	10				
1881	5				
1881	6				
1881	7				
1881	8				
3340	6				
3340	7				
3340	8				
3340	10				
2878	3				
4215	3	45	40		
4215	4	44.4	44.4	33.3	
4215	5	35.3	35.3		29.4
3294	6				
3294	7				
3294	8				
3294	10				
4217	4	36.9	40.8	47.6	
4217	5	43	31.6		37.7
1922	3				
3643	7	33.3	50	35.3	
3643	8	39.3	57.1		35.7
1819	4				
1819	5				
1819	6				
1819	7				
1819	10				
1910	3				
1910	4				
1910	5				
1910	6				
1910	7				
1910	8				
1910	10				
3363	8				
3363	10				
1815	4				
1815	5				
1815	6				
1815	7				
1815	8				
1815	10				
3396	10				
3193	7				
3193	8				
3193	10				
1919	3				
1919	4				
1919	5				
1919	6				
1919	7				
1919	8	54.5	27.3		45.5
1919	10				
1904	3				
1904	4				
1904	5				
1904	6				
1904	7				
1904	8	47.1			29.4
1904	10				
1835	10				
2407	10				
1851	8				
1851	10				
1845	3				
1845	4				
1845	6				
1845	8				
4575	6	67.3	55.1		
4575	7	56.7	49.3	54.1	
4575	8	58.8	45.7		51.8
1829	7				
1829	8				
1829	10				
1939	7				
4007	6				
4007	7				
4007	8				
4007	10				
1928	10				
4567	8				
4567	10	94.9		97.1	
2986	10				
2601	7				
2601	8				
2601	10				
3446	3	74.1	81.5		
3446	6				
3446	7				
3446	8				
3446	10				
3143	6				
3143	7				
3143	8				
3143	10				
3470	6				
3470	7				
3470	8				
3470	10				
1933	3				
1933	4				
1933	5				
4580	7	53.6	34.5	65.5	
4580	8	48.5	39.4		24.2
4580	10	60		54.8	
4582	8	51.8	42.3		56.8
4576	3	77.6	64.7		
4576	4	84.5	63.4	80.3	
4576	5	74.3	55.4		49.3
4578	7	66.5	48.4	68.1	
4578	8	67.5	47.9		55.9
1852	3	36.7	16.7		
1852	4	60	23.3	23.3	
1852	5	42.9	20		40
1852	6	42.9	35.7		
1852	7	63.2	39.5	63.2	
1852	8	61.5	23.1		51.3
1852	10	68.6		68.6	
1935	10	88.2		94.1	
3569	6				
3569	7				
3569	8	16.2	8.8		17.1
3569	10	42.4		48.3	
1966	3	59.4	40.6		
1966	4	53.2	29.8	38.3	
1966	5	73	37.8		64.9
1966	6	61	39		
1966	7	65.2	39.1	54.3	
1966	8	57.1	31		57.1
1966	10	75		68.2	
1962	10				
4524	6				
4524	7				
4524	8	30	10		10
4524	10				
1940	10				
2027	10	42.9		39.1	
1735	10				
1667	3				
1667	4				
1667	6				
1667	8				
1667	10				
1926	3	60	36		
1926	4	33.3	28.6	33.3	
1926	5	57.1	23.8		55
1926	6	56.3	37.5		
1926	7	50	24.1	44.8	
1926	8	46.7	33.3		46.7
3522	6	97.6	95.1		
3522	7	95.1	95.1	92.7	
3522	8	94	91.6		91.6
3522	10	98.7		100	
1802	5				
1802	6				
1802	7				
1802	8				
1802	10				
1968	3				
1968	5				
1968	8				
1968	10				
3481	6				
3481	8				
3481	10				
1934	10				
1820	10				
1927	10	71.8		68.5	
4577	3	78.5	63.1		
4577	4	80.6	50	71	
4577	5	58.3	64.6		58.3
4577	6				
1941	3	64.5	51.6		
1941	4	63.6	22.7	45.5	
1941	5	72.2	38.9		77.8
1941	6	69.2	50		
1941	7	91.7	45.8	78.3	
1941	8	94.1	47.1		88.2
1941	10				
2340	3	69.3	68		
2340	4	65.1	57.1	46	
2340	5	64.9	61		63.6
1653	7				
1653	8	33.3	8.3		16.7
1861	3				
1861	6				
1861	7				
1861	8				
1861	10				
1892	3				
1892	4				
1892	5	25.7	17.1		31.4
1892	6				
1892	7				
1892	8				
1892	10				
4583	3	79.2	74		
4583	4	79.4	54.9	64.7	
4583	5	83	76.8		75.9
2245	6	53.1	43.2		
2245	7	65.1	44.2	59.3	
2245	8	51.1	31.8		48.9
1961	6	52.9	29.4		
1961	7				
1961	8	73.7	31.6		100
1963	3				
1963	4				
1963	6				
1963	7				
1963	8				
1963	10				
3213	10				
1811	8				
1811	10				
1506	7				
1506	8				
1506	10	33.3		33.3	
1902	3				
1902	4				
1902	5				
1902	6				
1902	7				
1902	8				
1902	10				
1942	3				
1942	4				
1942	5	69.2	61.5		92.3
1942	6	81.8	72.7		
1942	7				
1942	8				
1897	3				
1882	3				
1882	6				
1882	7				
1882	8				
1882	10				
2001	6				
1838	10	95.5		87	
1964	3				
1964	4	63.6	45.5	72.7	
1964	5				
1964	6	61.5	23.1		
1964	7	70	30	90	
1964	8	71.4	57.1		71.4
1964	10				
1842	5				
1842	7				
1842	8				
1842	10	48.9		69.8	
1857	3				
1857	4				
1857	5				
1857	6				
1857	7				
1857	8				
3507	8				
3507	10				
1938	10				
1951	3				
1951	4				
1951	5				
1951	6				
1951	7				
1951	8				
1951	10				
4218	3	65.2	66.7		
4218	4	69.6	72.5	65.2	
4218	5	56.5	63.8		47.1
4218	6	72.2	50.6		
4218	7	66.7	50.7	77.3	
4218	8	81	63.8		59.5
3925	6				
3925	7				
3925	8				
3925	10				
4570	10	79.2		84.4	
1932	3	7.5	4.8		
1932	4	9.6	7.1	4	
1932	5	7.9	3.6		5.8
1932	6	7.9	6.7		
1932	7	11.8	5.9	11.8	
1932	8	9.5	3.2		7.4
1932	10				
2549	3	32	60		
2549	4	25	29.6	25	
2549	5	40.9	27.3		9.1
4232	6	50	29.2		
4232	7	35.7	14.3	35.7	
4232	8	35.1	10.8		35.1
4569	10	86.6		85.7	
4579	3	64.4	57.8		
4579	4	64.1	54.3	48.9	
