BuildingNumber	GradeTested	ReadingPercentMet	MathPercentMet	WritingPercentMet	SciencePercentMet
3825	3	64.6	76.6		
3825	4	86.2	72.1	74.4	
3825	5	80	72		65.3
4120	3	69	79.3		
4120	4	84.7	71.2	78	
4120	5	89.4	75.8		72.7
4347	3	86.3	78.9		
4347	4	76.5	72.2	69.6	
4347	5	87.1	78.5		69.9
4385	6	73	63.4		
4385	7	73	63.3	80.2	
4385	8	61.9	54.4		60.7
4417	3	80.9	76.5		
4417	4	89.3	84.5	57.1	
4417	5	70.4	67.9		59.3
4462	6	83.4	63		
4462	7	73.7	61.6	71.9	
4462	8	65.4	38.2		69.2
4474	10	87.5		88.4	
1711	3				
1711	4				
1711	5				
1711	6				
1711	7				
1711	8				
1711	10				
2849	10	96.4		97.6	
3286	3	79.7	73.3		
3286	4	91	73.1	82.7	
3286	5	87.6	63.4		76.6
3341	6	87.6	81.8		
3341	7	85.1	72.8	92.2	
3589	3	84	71		
3589	4	85.4	71.9	83.1	
3589	5	85.2	75.4		83.6
3589	8				
3937	6	87.7	80.4		
3937	7	80.5	72.8	77.6	
4415	3	88.6	79.6		
4415	4	88.1	76.7	81.1	
4415	5	84.5	82.6		85.1
4453	3	89.2	88.5		
4453	4	97.3	83.4	90.3	
4453	5	93.2	89		93.2
4556	8	79.4	69.2		80.7
1502	6				
1502	7				
1502	8	41.7	8.3		
1502	10	77.8		88.2	
2124	6	76.2	71.5		
2124	7	91	84.3	93.3	
2124	8	81.2	64.9		76.6
2222	3	90.9	96		
2222	4	92.6	88.9	91.7	
2222	5	90.1	83.8		94.6
2287	3	78.5	72		
2287	4	86.2	92	81.6	
2287	5	82.1	78.6		89.3
2288	3	81.4	82.3		
2288	4	81.6	78.6	72.4	
2288	5	84.2	69.5		86.3
2850	10	93.3		97.8	
4308	3	80	74.7		
4308	4	70.5	73.7	71.6	
4308	5	64.1	53.8		73.5
4397	6	90.8	81.5		
4397	7	96.5	92.9	98.6	
4397	8	90.6	91.5		97.4
1540	10	44.4		48.3	
1624	5				
1624	6				
1624	8				
1624	10				
2738	3	78.7	66		
2738	4	92.9	84.3	64.3	
2738	5	66.3	70		73.8
3038	6	82.9	80.7		
3038	7	82.9	76.3	84.1	
3038	8	75.9	75.5		81.2
3228	3	70.8	74.2		
3228	4	80.9	76.6	79.1	
3228	5	92	84.2		91
3385	10	93.4		95.5	
3386	3	85.5	84.5		
3386	4	87.8	83.7	86.7	
3386	5	84.8	84.8		83.7
3440	3	80.6	76.4		
3440	4	85.2	82.7	79	
3440	5	85.4	80.5		79.3
3636	6	78	72.8		
3636	7	87.6	77.7	90.5	
3636	8	80.7	69.9		81
3637	3	77.1	77.1		
3637	4	83.1	79.7	72.9	
3637	5	77.9	77.9		86.8
3673	3	79.5	68.7		
3673	4	86.6	71.1	74.2	
3673	5	88.6	82.3		78.5
3746	3	81.8	85.2		
3746	4	81.6	77.6	68.4	
3746	5	82.4	74.7		81.3
3879	6	87.9	88.7		
3879	7	91	89.9	92.9	
3879	8	86.8	80.7		88.6
3962	10	94		96.1	
4300	3	84.8	86.1		
4300	4	88.1	83.5	82.1	
4300	5	89	80.7		87.8
4375	3	85.2	78.4		
4375	4	92	84	88	
4375	5	93.4	89		86.8
4376	3	85.5	88.2		
4376	4	85.7	89.5	91.4	
4376	5	89.2	93.2		91.9
4460	6	92.1	89.4		
4460	7	89.1	85.4	93.8	
4460	8	90.6	82.7		92.1
4493	3	88.8	87.9		
4493	4	93.5	91.7	87	
4493	5	92	89		85
4495	10	96		98.4	
4565	3	87.8	87.8		
4565	4	93.6	94.5	88.2	
4565	5	90.8	90		85.8
1771	3				
1771	4				
1771	5				
1771	6				
1771	7	75	66.7	83.3	
1771	8				
1771	10				
2185	3	81.4	78		
2185	4	82.5	77.8	76.2	
2185	5	85.7	63.5		79.4
2185	6	85.9	83.3		
2703	3	80.5	70.1		
2703	4	90.2	85.4	92.7	
2703	5	85.9	87.1		85.9
2703	6	87	79.2		
2990	3	71.9	64.1		
2990	4	80.6	64.5	72.6	
2990	5	74.6	60.3		68.3
2990	6	75.3	70.1		
3104	3	80	68.4		
3104	4	67.5	55.1	66.2	
3104	5	72.3	67.2		62.7
3104	6	77.5	71.6		
3230	3	86.7	86.7		
3230	4	82.5	76.2	76.2	
3230	5	81.7	79.6		87.1
3230	6	89	82.4		
3231	3	88.7	83		
3231	4	95.9	83.7	79.6	
3231	5	78.3	80		88.5
3231	6	87.7	84.6		
3343	10	85		88	
3387	7	81.7	77.8	81.7	
3387	8	82.5	68.7		81.2
3489	3	79.4	70.6		
3489	4	80.4	67.9	73.2	
3489	5	75.8	59.7		82.3
3489	6	73.7	63.2		
3527	3	89.7	94.8		
3527	4	82.4	75.7	70.3	
3527	5	88.9	79		90.1
3527	6	83.3	77.8		
3674	7	85.4	69.5	87.8	
3674	8	83.1	70.3		81.5
3921	10	88.7		89	
3958	3	89.2	84		
3958	4	85.9	78.2	71.8	
3958	5	86.8	76.3		90.8
3958	6	86.7	74.7		
1649	5				
1649	6				
1649	7				
1649	8				
1649	10				
1658	3	84.6	76.9		
1658	4	100	76.9	61.5	
1658	5	100	100		100
1658	6	100			
1687	3	91.7	100		
1687	4	83.3	100	91.7	
1687	5	100	100		100
1687	6	100	100		
1688	3				
1688	4				
1688	5	72.7	72.7		
1688	6		50		
1688	7	84.2	57.9	70.8	
1688	8	69.2	21.4		46.2
1688	10	92.9		100	
1706	7	98.7	96.2	98.7	
1706	8	100	91.9		93.5
1706	10	98.2		100	
1800	6	94.9	92.3		
1800	7	100	84.2	100	
1800	8	94.7	71.1		97.4
1804	10				
2289	3	75.6	75.6		
2289	4	69.1	71.4	60	
2289	5	84.9	74.1		79.6
2289	6	80	76.7		
2308	7	88.8	82.7	86.3	
2308	8	86.7	78.5		86.7
2739	8				
2739	10	93.4		95.6	
2796	3	86.8	88.7		
2796	4	82.4	80	84.3	
2796	5	84.9	75		88.7
2796	6	88.9	88.6		
2992	3	68.4	59.6		
2992	4	68.2	65.9	64.4	
2992	5	76.1	71.8		66.2
2992	6	80.7	73.7		
3041	3	91.4	80		
3041	4	81.4	70	78.3	
3041	5	85.9	74.1		76.5
3041	6	78.8	80.3		
3232	6				
3232	7	88.1	84.7	89.5	
3232	8	85.3	78.6		88.4
3441	3	86.8	75.5		
3441	4	93.7	93.8	89.1	
3441	5	81.9	81.9		80.6
3441	6	74.4	77.8		
3490	3	82.8	67.2		
3490	4	77.6	71.4	73.5	
3490	5	74	68		76
3490	6	73.1	71.2		
3528	10	92.3		94.9	
3529	3	92.3	86.5		
3529	4	93.8	91.4	90.1	
3529	5	92.8	86.7		91.6
3529	6	93.9	93.9		
3548	3	91.5	90.4		
3548	4	92.1	89.5	80.3	
3548	5	94.7	89.3		98.7
3548	6	88.7	85.2		
3590	7	79.9	77.4	86.8	
3590	8	76.4	64.6		75.7
3591	3	90.3	87.5		
3591	4	92.9	85.7	82.9	
3591	5	89.5	79.1		91.9
3591	6	96.2	86.1		
3592	3	72.9	75.5		
3592	4	73.6	62.3	71.7	
3592	5	77.8	78.2		80
3592	6	71.7	66		
3675	3	74.1	58.6		
3675	4	72	74	74	
3675	5	76.3	72.9		83.1
3675	6	85.2	77		
3675	8				
3703	3	86.6	82.1		
3703	4	90.6	78.1	75	
3703	5	89.6	91		94
3703	6	80	80.5		
3704	3	84.3	78.4		
3704	4	78.3	56.5	75.6	
3704	5	78	56		72
3704	6	77.4	66		
3706	7	80.8	65.5	82.9	
3706	8	72.4	57.5		66.1
3747	3	85.7	74		
3747	4	84.5	80.3	73.2	
3747	5	85.5	87		91.3
3747	6	83.8	82.4		
3748	3	60	50.9		
3748	4	75.8	51.6	77	
3748	5	80	71.2		68.3
3748	6	93.3	84.4		
3771	10	85.6		91.3	
3855	10	82.4		88.2	
3856	3				
3856	4				
3856	5				
3856	6				
3922	7	74.1	63.3	73.5	
3922	8	74.3	57.9		77.2
3941	3	87.5	87.6		
3941	4	80.6	69.9	55.4	
3941	5	88.2	82.9		93.4
3941	6	93	87.1		
4018	3	83.1	78.5		
4018	4	83.3	75.6	64.1	
4018	5	71.8	76.9		80.8
4018	6	80.3	69		
4096	3	92.7	84.4		
4096	4	88.3	89.6	84.4	
4096	5	89.9	78.8		89.9
4096	6	92.4	91.1		
4147	3	95.5	92.7		
4147	4	90	91.3	86.5	
4147	5	93.8	93.8		98.8
4147	6	79.5	80.2		
4148	7	89.2	87.2	92.4	
4148	8	86.5	81.8		90.1
4167	7	100	96.7	100	
4167	8	93.3	86.7		93.3
4256	3	89.1	91.2		
4256	4	92	90.2	83.9	
4256	5	89.7	89.7		89.7
4256	6	91.4	89.4		
4302	3	95.9	93.9		
4302	4	97.9	97.9	92.6	
4302	5	97.9	96.9		99
4302	6	92	88.5		
4336	3	96.8	85.5		
4336	4	94.4	87.6	94.4	
4336	5	92	92		90.8
4336	6	93	94.7		
4354	3	88.7	90.1		
4354	4	91.1	88.6	94.9	
4354	5	88.7	77.5		94.4
4354	6	89.7	86.8		
4386	6				
4386	7	92.4	84.8	94.8	
4386	8	86.3	74.7		92.8
4424	3	73.7	72.4		
4424	4	74.6	66.2	83.1	
4424	5	67.4	47.8		65.2
4424	6	89.6	85.4		
4439	10	97.4		98.1	
4532	3	89.6	85.7		
4532	4	88.9	84.1	95.2	
4532	5	91.2	83.8		94.1
4532	6	89.8	87.5		
1807	10				
2565	3	72.2	72.2		
2565	4	59.2	61.2	59.8	
2565	5	56.6	64		53.3
2565	6	76.8	69.5		
2797	10	67.9		75.6	
2851	3	63.8	71		
2851	4	53.2	39.1	34.9	
2851	5	61.8	57.4		42.6
2851	6	70	66.3		
3014	3	85.7	90.5		
3014	4	71.4	52.4	42.9	
3014	5	92.9	92.9		92.9
3014	6	86.7	80		
3014	7	86.7	66.7	73.3	
3014	8	78.4	62.7		82.4
3014	10	77.1		81.3	
3233	7	68.5	64	65.8	
3233	8	64	54.9		54.9
3388	3	77.8	73		
3388	4	48.5	48.5	39.7	
3388	5	65.1	61.9		73.4
3388	6	69.2	70.8		
3389	3	47.6	43.4		
3389	4	57.8	40	35.6	
3389	5	58.5	43.9		42.4
3389	6	60	48.7		
3491	3	52.8	54.7		
3491	4	56.9	30.6	27.8	
3491	5	62.1	39.4		27.7
3491	6	66.7	36.5		
3550	3	83.1	68.8		
3550	4	76.8	68.1	65.2	
3550	5	79.7	74.3		73
3550	6	80	78.1		
3593	3	51.9	43.2		
3593	4	50	50	68.1	
3593	5	75	71.3		66.3
3593	6	60	58.2		
3640	10	86.2		92.5	
3676	3	51.2	41.5		
3676	4	50	36.4	36.4	
3676	5	56.3	29		25.8
3676	6	61.8	55.9		
3677	3	46.8	46.8		
3677	4	41.8	34.3	23.9	
3677	5	44.8	43.3		26.9
3677	6	60.6	56.1		
3678	3	61.2	64.2		
3678	4	74	60	64	
3678	5	76.7	70		60.7
3678	6	73.5	55.1		
3707	3	57.4	66		
3707	4	60.8	41.2	51	
3707	5	80.5	63.4		73.2
3707	6	75.9	67.2		
3708	3	87.7	86.4		
3708	4	76.1	77.5	67.6	
3708	5	87.9	83.3		80.3
3708	6	91.7	83.3		
3764	7	64.7	65.3	68	
3764	8	74	63.5		63
4126	3	72.9	64.4		
4126	4	63.6	51.5	42.4	
4126	5	61.5	64.6		63.1
4126	6	74.4	64.6		
4127	7	74.1	69.8	79.9	
4127	8	70	62.1		70.3
4128	10	85.4		90.5	
4293	3	75.3	80.5		
4293	4	89.2	80.6	73.1	
4293	5	83.9	75.3		71
4293	6	78.4	81.4		
4294	3	84.5	90.5		
4294	4	88.3	76.6	51.9	
4294	5	86.1	81		67.1
4294	6	92.7	86.6		
4301	3	81.1	78.4		
4301	4	56.4	25.6	33.3	
4301	5	75.6	80.5		68.3
4301	6	66.7	59.3		
4345	3	59.7	59.7		
4345	4	67.2	61.2	67.2	
4345	5	73	70.3		77
4345	6	74.2	65.2		
4353	3	86.5	80.8		
4353	4	69.5	60.3	67.8	
4353	5	70.2	70.2		64.9
4353	6	83.6	82.2		
4356	3	70.9	68.9		
4356	4	70	43.4	44	
4356	5	59.8	56.8		50
4356	6	69.8	63.9		
4413	3	63.3	60		
4413	4	41.8	40.3	54.5	
4413	5	53.6	50.9		52.6
4413	6	63.9	52.5		
4420	3	80	77.5		
4420	4	77.9	62.3	61	
4420	5	83.3	83.3		69.8
4420	6	87.4	82.1		
4440	7	74.1	67.5	73.5	
4440	8	67.9	55.1		70
4465	3	41.2	67.6		
4465	4	40.6	21.9	37.5	
4465	5	52.3	51.5		41.5
4465	6	62.5	54.7		
4466	3	90.6	87.5		
4466	4	94.3	80	90	
4466	5	86.7	83.8		69.3
4466	6	87.3	82.3		
4485	7	79.6	77.4	79.2	
4485	8	82.7	71.2		78.3
4489	3	63.2	73.7		
4489	4	68.1	51.4	65.7	
4489	5	71.6	71.6		66.2
4489	6	86.7	84.4		
4492	10	78.3		85.9	
4520	3	69.3	61.3		
4520	4	70.8	55.4	46.2	
4520	5	47.8	47.8		37.8
4520	6	63.9	63.9		
4545	3	65.7	68.6		
4545	4	66.3	53.8	63.8	
4545	5	67.5	67.5		58.8
4545	6	69.6	70		
1814	3				
1814	4				
1814	5				
1814	6				
1814	7				
1814	8				80
1814	10	85.3		93.9	
2993	3	76.9	61.5		
2993	4	80.3	59.1	57.6	
2993	5	66.7	58.8		66.7
2993	6	74.4	55.7		
3105	3	80	76.5		
3105	4	77.1	67	55.2	
3105	5	82.9	85.7		80
3105	6	70.1	72.2		
3106	10	92.7		95.7	
3107	3	91.7	83.3		
3107	4	82.3	72.6	71	
3107	5	78	73.2		73.2
3107	6	90.2	74.5		
3234	3	95.2	90.5		
3234	4	75	80.6	66.7	
3234	5	78.7	72.3		68.1
3234	6	85.7	82.9		
3287	3	91.2	82.4		
3287	4	88.3	70	88.3	
3287	5	75.4	73.8		80.3
3287	6	87.3	71.4		
3344	3	84.1	72		
3344	4	81.3	64	74.7	
3344	5	84.9	86.3		82.2
3344	6	83.3	76.9		
3345	7	82.5	75.9	84.2	
3345	8	75.2	65.7		77.1
3390	3	83.6	79.1		
3390	4	96.6	84.7	82.8	
3390	5	90	85		91.3
3390	6	88	86.7		
3442	3	77.8	80.2		
3442	4	85.7	78.6	65.5	
3442	5	89.7	83.9		80.5
3442	6	79.8	82.1		
3492	10	94.3		97.7	
3493	7	82.8	79.1	83.7	
3493	8	83	80.7		77.9
3679	3	85.9	85.9		
3679	4	84.8	86.4	75.8	
3679	5	82.1	79.1		80.6
3679	6	96	93.3		
3749	3	69.8	68.6		
3749	4	87.1	80	68.6	
3749	5	85.9	84.5		77.5
3749	6	84.8	86.1		
3790	7	83.5	80.2	88.2	
3790	8	84.1	82.2		78.4
3811	10	77.1		84.6	
4017	3	78	71		
4017	4	83.1	70.8	82	
4017	5	82.2	82.2		78.9
4017	6	89.9	83.5		
4021	7	85.9	77.5	83	
4021	8	81.6	62.9		77.6
4069	3	90.2	93.9		
4069	4	88.1	75	85.7	
4069	5	92.5	88.8		93.8
4069	6	87	84.4		
4124	3	86.8	86.8		
4124	4	89.7	82.8	74.1	
4124	5	73.1	71.2		78.8
4124	6	89.7	79.3		
4187	3	76.9	84.6		
4187	4	86.8	92.5	84.9	
4187	5	88.2	88.2		88.2
4187	6	89.6	81.3		
4208	10	94.7		96.1	
4305	3	94.4	83.1		
4305	4	86.2	78.5	86.2	
4305	5	95.8	96.9		95.8
4305	6	89.5	84.2		
4306	3	87.3	82.4		
4306	4	75.6	69.5	63.4	
4306	5	87.8	83.7		88.8
4306	6	91.4	80.5		
4355	3	71.3	64.2		
4355	4	81.9	81.9	75	
4355	5	78.8	68.8		71.3
4355	6	69.4	70.8		
4371	7	82	80.4	83.1	
4371	8	80.2	78.9		87.9
4377	3	73.4	68.8		
4377	4	82.6	74.3	73.6	
4377	5	86.7	80		81.9
4377	6	87.8	75.5		
4379	3	90.2	88.2		
4379	4	84.8	84.8	82.6	
4379	5	85.5	89.9		92.8
4379	6	95.6	95.6		
4455	3	85.1	74.5		
4455	4	82.4	75.3	70.6	
4455	5	87.2	87.2		84.6
4455	6	79.1	76.1		
4516	7	87	84.6	91.9	
4516	8	87.6	82.4		88.4
1737	10	60			
1749	4				
1749	7				
1749	8				
2613	3	67.4	58.1		
2613	4	53.7	36.6	56.1	
2613	5	70.4	60.6		70.4
2613	6	76.1	54.3		
2853	3	68.5	68.5		
2853	4	75	55	51.7	
2853	5	78.1	70.3		84.4
3108	3	74.1	87		
3108	4	78.2	80.8	87.2	
3108	5	75.4	78.7		72.1
3109	10	78		79.8	
3171	3	60.3	55.2		
3171	4	100	80	100	
3171	6				
3641	3	41.1	55.4		
3641	4	46.2	49.2	67.7	
3641	5	64.7	52.9		55.9
4421	3	78.3	80		
4421	4	68.9	47.5	50.8	
4421	5	71.4	74.2		72.6
4441	6	55.7	56.5		
4441	7	62.5	55.4	49.4	
4441	8	65	65.5		58.7
1699	3	84.6	92.3		
1699	4	91.7	75	100	
1699	5	92.9	78.6		85.7
1699	6	100	92.3		
1699	7	90	85	75	
1699	8	95.7	73.9		95.7
1841	3				
1841	4				
1841	5				
1841	6				
1841	7				
1841	8				
2395	10	97.5		98.1	
3043	3	90.4	84		
3043	4	96	84	86.7	
3552	3	85.3	88		
3552	4	97.6	92.7	90.1	
4062	3	83.2	71.6		
4062	4	86.8	79.2	69.8	
4505	6				
4505	7	90.2	85.1	83.1	
4505	8	84.2	82		88.5
4542	5	87.7	79.9		85.2
4542	6	92	88.2		
1677	3				
1677	6				
1677	7				
1733	3	53.8	31.3		
1733	4				
1733	5				
1733	6				
1733	7				
1733	8	57.1	50		58.3
2026	3	79.7	73		
2026	4	88.9	81.9	81.9	
2026	5	75	70.2		65.5
2476	6	79	69.6		
2476	7	76.8	60.5	64.3	
2476	8	69.1	51.5		71.2
2798	3	72.4	63.8		
2798	4	79.2	50.9	56.6	
2798	5	80.7	73.7		71.9
2854	3	62.5	65.3		
2854	4	86.8	60.4	77.4	
2854	5	89.1	82.6		78.3
3126	6				
3126	7	70	60		
3126	8				
3236	10	86.6		89.3	
3391	3	68.9	56.8		
3391	4	73.8	51.3	65	
3391	5	85.7	66.2		72.7
4358	3	80.9	70.6		
4358	4	90.5	85.7	88.1	
4358	5	81.4	74.6		78
4359	6	81.2	64.6		
4359	7	71.2	51	68.3	
4359	8	73.6	44.7		73.6
4461	3	90.5	90.5		
4461	4	79.5	66.7	67.9	
4461	5	77.9	82.4		85.3
4467	3	72.6	68.5		
4467	4	78.6	65.7	64.3	
4467	5	75	67.7		86.6
1740	3	37.5	18.8		
1740	4				
1740	5	61.5	50		50
1740	6	64.3	46.2		
1740	7	60	33.3	64.3	
1740	8	56.3	63.6		62.5
1740	10	67.9		64.3	
2615	10	89.7		93.5	
2994	3	63.6	72.7		
2994	4	78.1	81.3	68.8	
2994	5	80	67.7		72.3
2994	6	86.9	83.6		
3237	7	74.5	69	72.4	
3237	8	72.8	71.1		77.2
3594	3	67.5	51.9		
3594	4	83.3	60.6	59.1	
3594	5	81.4	42.6		69.6
3594	6	82.5	79		
3791	7	71.2	63.3	61.7	
3791	8	63.1	53		63
3936	10	70		56.3	
4014	3	69.1	58.2		
4014	4	70	45	30	
4014	5	63.5	63.5		65.4
4014	6	75.4	70.5		
4015	3	77	65.6		
4015	4	75.4	63.9	57.4	
4015	5	70.9	63.6		83.6
4015	6	67.2	60.9		
4016	3	70.2	53.6		
4016	4	61.9	41.7	33.3	
4016	5	56.3	56.3		50
4016	6	76.1	65.7		
4100	10	81.2		90.3	
4101	3	64.4	63.3		
4101	4	79.7	79.7	75	
4101	5	71.4	63.6		74
4101	6	80	61.3		
4135	3	52.2	45.6		
4135	4	60	43.1	47.7	
4135	5	64.6	50.8		60
4135	6	68.9	57.8		
4249	7	72.9	65.4	78	
4249	8	74.2	77.4		71.9
4341	3	72.4	65.5		
4341	4	81.8	70.8	71.2	
4341	5	79.2	76.6		83.1
4341	6	80.6	69.4		
4372	3	71.2	72.7		
4372	4	75.6	58.1	51.2	
4372	5	78.5	64.6		64.6
4372	6	84.9	71.2		
4393	3	79	82.3		
4393	4	65.5	67.2	81	
4393	5	68.9	43.2		64.9
4393	6	66.2	49.2		
4444	3	80	78.8		
4444	4	87.7	74	74	
4444	5	82.9	75		88.2
4444	6	91.4	91.4		
4509	7	79.9	63.3	66.2	
4509	8	70.6	40.6		56.6
4509	10	86.3		87.4	
4527	3	64.1	48.4		
4527	4	62.5	48.4	46.9	
4527	5	66.2	36.6		63.4
4527	6	62.7	54.2		
1718	3	69.2	53.8		
1718	4				
1718	5				
1718	6	53.3	60		
1718	7	83.3	25	33.3	
1718	8	73.3	40		53.3
1718	10	72.4		75	
2272	6				
2272	7				
2272	8				
2272	10	80.5		82.9	
2641	3	66.7	76.8		
2641	4	83.3	80.6	77.8	
2641	5	81.1	86.5		79.7
2641	6	78.4	68.9		
2641	7				
2650	3	64.8	68.6		
2650	4	80.5	66.2	67.5	
2650	5	78.7	66		64.9
2650	6	83.3	75		
2995	3	82.6	89.1		
2995	4	72.3	63.8	67.4	
2995	5	81	64.3		59.5
2995	6	66.7	66.7		
3046	6				
3046	7	68.2	52.2	63.3	
3046	8	58.8	48		54.3
3110	3	75.4	81.5		
3110	4	64.8	74.1	87	
3110	5	80.8	80.8		75
3110	6	80	81.1		
3680	7	66.5	59.2	55.5	
3680	8	61.1	56		68.5
3899	10				
4029	3	76.9	72.3		
4029	4	77.2	66.7	59.6	
4029	5	76.5	63		67.9
4029	6	84.2	69		
4079	3	64.7	54.4		
4079	4	58	46	40	
4079	5	71.6	71.6		74.6
4079	6	78.3	73.9		
4141	3	75.4	79.7		
4141	4	87.7	76.5	71.6	
4141	5	78.4	67		69.3
4141	6	62.3	60.9		
4142	7	74.6	63	72.9	
4142	8	76.4	71.5		70.7
4348	3	70.7	81.3		
4348	4	83.8	70.9	74.7	
4348	5	79.8	80.7		67.5
4348	6	82	86.9		
4349	3	72.8	89.3		
4349	4	75.6	79.1	54.7	
4349	5	82.7	78.8		76.7
4349	6	72.3	72.3		
4350	3	81	82.1		
4350	4	85.5	86.7	75.9	
4350	5	87.4	80.5		86.2
4350	6	84.3	82.4		
2077	3				
2077	4				
2077	5				
3554	3				
3554	4	27.3	63.6	63.6	
3554	5	72.7	27.3		63.6
3554	6				
3554	7				
3554	8				
3554	10				
2514	3	35.7	42.9		
2514	4	80	50	30	
2514	5				
2514	6	73.3	40		
2514	7				
2514	8				
2514	10				
2453	6	61.7	44.8		
2453	7	73.2	55	75.8	
2453	8	72.6	49.5		78.9
2741	3	80	66.7		
2741	4	76.7	64.4	56.2	
2741	5	73.6	87.5		79.2
2996	10	88.5		89	
3596	3	63	69.4		
3596	4	69.4	59.7	61.1	
3596	5	78.5	66.2		80
4411	3	67.6	68.9		
4411	4	63.8	66.7	49.3	
4411	5	75.3	74		74
2569	3	74	72		
2569	4	61.3	57.1	56.5	
2569	5	79.5	71.8		66.7
2766	6	47.7	68.2		
2766	7	78.4	70.6	74	
2766	8	64.8	36.4		70.4
2766	10	87.5		93.6	
2328	3	63.9	63.9		
2328	4	66.7	55.1	67.6	
2328	5	74.1	51.9		53.7
2329	10	84.8		89.5	
2570	6	77.1	50		
2570	7	72.6	42.5	68.5	
2570	8	64.8	47.9		63.4
2605	3	40	10		
2605	4				
2605	5				
2605	6				
2605	7				
2605	8				
2605	10				
3392	3				
3392	4				
3392	5				
3392	6				
3392	7	69.2	76.9	92.3	
3392	8				
3392	10				
2251	3	90.9	54.5		
2251	4				
2251	5				
2251	6	75	66.7		
2251	7				
2251	8				
2676	5	83.3	66.7		88.9
2676	6	61.5	28.6		
2676	7	80	66.7	73.3	
2676	8	71.4	57.1		71.4
2676	10			75	
3062	3	65.2	47.8		
3062	4	70	30	70	
3047	3				
3047	4				
3047	5				
3048	6				
3048	7				
3048	8				
3048	10				
3494	3				
3494	4				
3494	5	90	50		70
3494	6				
3494	7				
3494	8				
3494	10	50			
3530	3				
3530	4				
3530	5				
3530	6				
2677	3	65.2	42.4		
2677	4	78.3	65	70	
2856	10	76.8		80.8	
3393	5	54.9	46.5		45.1
3393	6	67.5	56.1		
3393	7	69.5	48.7	62	
3393	8	68.4	61.8		64.6
3393	10				
2330	10	72.4		86	
2997	3	56.8	52.2		
2997	4	58.7	45.4	62.4	
3394	5	55.2	37.5		56.3
3394	6	63.7	45.6		
3394	7	56.8	51.1	63.6	
3394	8	53.1	48.8		65
3049	3	42.3	23.1		
3049	4	60	65	45	
3049	5	33.3	34.6		33.3
3049	6	33.3	40.7		
3111	10	81		85	
2273	7	88.7	69.4	80.6	
2273	8	71.2	61.5		71.2
2273	10	86.5		96.2	
3288	3	70.9	70.9		
3288	4	75.6	64.4	46.7	
3288	5	77.3	71.2		78.8
3288	6	82.5	58.7		
2355	3				
2355	4				
2355	5				
2355	6				
2572	3	69	58.6		
2572	4	70	55	50	
2572	5	64.1	35.9		51.3
2572	6	60.6	66.7		
3238	7	63.3	40.8	53.1	
3238	8	62	44		69.4
3238	10	79.5		84.6	
2678	3	45.8	45.8		
2678	4	53.3	26.7	33.3	
2678	5	66.7	61.9		66.7
2678	6	78.3	56.5		
3112	7	60	24	44	
3112	8	33.3	30		40
3112	10	76.5		82.4	
2227	3	68	56		
2227	4	74.4	69.2	53.8	
2227	5	62.3	54.7		66
2441	6	49	53.1		
2441	7	68.4	49.1	68.4	
2441	8	72.2	61.1		68.5
2441	10	89.1		91.3	
2290	3	62.5	58.3		
2290	4	57.8	40	42.2	
2290	5	67.8	49.2		69.5
3597	10	86.8		90.4	
4369	6	78	52		
4369	7	73.3	41.7	66.7	
4369	8	62.7	42.4		59.3
2516	3				
2516	4				
2516	5				
2516	6				
2516	7				
2516	8	70	60		70
2616	10	93.3		91.7	
2998	3	58.3	51.1		
2998	4	53.2	29.8	55.3	
2998	5	54.4	48.1		72.2
3977	6	50.8	37.7		
3977	7	73.8	55.7	62.3	
3977	8	59.7	50		53.2
2331	10	74.5		78	
3239	3	64	66		
3239	4	58.7	60.9	50	
3239	5	66.7	45		65
2858	3	85	90		
2858	4	88.9	66.7	77.8	
2858	5	64.3	53.6		53.6
2858	6	57.1	33.3		
2858	7	76.2	47.6	81	
2858	8	80	48		68
2858	10	93.3		93.3	
2442	3	70.8	64.9		
2799	10	80.6		84.8	
3346	4	75.4	64.1	63.7	
3346	5	72.3	58.6		71.2
3346	6				
4311	6	68.2	56		
4311	7	77.8	48.6	65.9	
4311	8	76.3	57.8		68.8
2859	7	60.5	68.4	41	
2859	8	50	56.3		46.9
2859	10	85.2		77.8	
3555	3	61.8	60.6		
3555	4	62.5	40.6	34.4	
3555	5	63.2	50		52.6
3555	6	46.9	53.1		
2166	10	75.8		88.1	
2244	3	71.6	74.3		
2291	4	66.7	41.8	67.1	
2291	5	59.6	34.9		46.6
2291	6	64.1	53.1		
2704	3	53.2	60.8		
2768	3				
2768	4	69	48.7	57.5	
2768	5	67	48.7		62.6
2768	6	57.9	56.4		
3172	3	65	62		
3240	7	70	40.6	71.9	
3240	8	62.7	43.8		45.4
2186	10				
3050	3				
3050	4	70	50	80	
3050	5				
2478	7	78.7	72.3	63.8	
2478	8	59.6	45.7		63.8
2478	10	91.3		95.5	
2864	3	74.2	74.2		
2864	4	91.7	72.9	62.5	
2864	5	73.7	76.3		73.7
2864	6	73.7	71.9		
2860	3				
2860	4				
2860	5				
2860	6	46.2	38.5		
2860	7	82.4	35.3	70.6	
2860	8	95.2	38.1		66.7
2862	3	60	73.3		
2862	4				
2862	5	40	40		50
2862	6				
2863	7	71.4	21.4	84.6	
2863	8				
2863	10				
2443	5	61.5	38.5		61.5
2443	6	70	50		
2443	7	83.3	61.1	77.8	
2443	8	53.3	20		80
2443	10	87.5		87.5	
