SchoolYear	ESD	CountyNumber	County	CountyDistrictNumber	District	BuildingNumber	School	GradeTested	ReadingTotalWASLTested	ReadingMetStandardIncludingPrevPass	ReadingPercentMetStandardIncludingPrevPass	ReadingMetStandardWithoutPrevPass	ReadingPercentMetStandardWithoutPrevPass	ReadingPercentMetStandardExcludingNoScore	ReadingLevel1	ReadingPercentLevel1	ReadingLevel2	ReadingPercentLevel2	ReadingLevelBasic	ReadingPercentLevelBasic	ReadingLevel3	ReadingPercentLevel3	ReadingLevel4	ReadingPercentLevel4	ReadingNoScore	ReadingPercentNoScore	ReadingNotMet	ReadingPercentNotMet	ReadingExcusedAbsence	ReadingExempted	ReadingWAASPORT	ReadingWAASDAW	MathTotalWASLTested	MathMetStandardIncludingPrevPass	MathPercentMetStandardIncludingPrevPass	MathMetStandardWithoutPrevPass	MathPercentMetStandardWithoutPrevPass	MathPercentMetStandardExcludingNoScore	MathLevel1	MathPercentLevel1	MathLevel2	MathPercentLevel2	MathLevelBasic	MathPercentLevelBasic	MathLevel3	MathPercentLevel3	MathLevel4	MathPercentLevel4	MathNoScore	MathPercentNoScore	MathNotMet	MathPercentNotMet	MathExcusedAbsence	MathExempted	MathWAASPORT	MathWAASDAW	WritingTotalWASLTested	WritingMetStandardIncludingPrevPass	WritingPercentMetStandardIncludingPrevPass	WritingMetStandardWithoutPrevPass	WritingPercentMetStandardWithoutPrevPass	WritingPercentMetStandardExcludingNoScore	WritingLevel1	WritingPercentLevel1	WritingLevel2	WritingPercentLevel2	WritingLevelBasic	WritingPercentLevelBasic	WritingLevel3	WritingPercentLevel3	WritingLevel4	WritingPercentLevel4	WritingNoScore	WritingPercentNoScore	WritingNotMet	WritingPercentNotMet	WritingExcusedAbsence	WritingExempted	WritingWAASPORT	WritingWAASDAW	ScienceTotalWASLTested	ScienceMetStandardIncludingPrevPass	SciencePercentMetStandardIncludingPrevPass	ScienceMetStandardWithoutPrevPass	SciencePercentMetStandardWithoutPrevPass	SciencePercentMetStandardExcludingNoScore	ScienceLevel1	SciencePercentLevel1	ScienceLevel2	SciencePercentLevel2	ScienceLevelBasic	SciencePercentLevelBasic	ScienceLevel3	SciencePercentLevel3	ScienceLevel4	SciencePercentLevel4	ScienceNoScore	SciencePercentNoScore	ScienceNotMet	SciencePercentNotMet	ScienceExcusedAbsence	ScienceExempted	ScienceWAASPORT	ScienceWAASDAW	PercentMet3Standards	PercentMet2Standards	PercentMet1Standards	PercentMet0Standards	ReadingLevelIndex	MathLevelIndex
2007-08	Educational Service District 101	01	Adams	01160	Ritzville School District	2719	Ritzville Grade School	4	29	22	75.9	22	75.9	75.9	2	6.9	5	17.2	0	0.0	13	44.8	9	31.0	0	0.0	7	24.1	0	0	0	0	29	22	75.9	22	75.9	75.9	5	17.2	2	6.9	0	0.0	9	31.0	13	44.8	0	0.0	7	24.1	0	0	0	0	28	22	75.9	22	75.9	78.6	3	10.3	3	10.3	0	0.0	18	62.1	4	13.8	1	3.4	7	24.1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	65.5	17.2	0.0	17.2	3.00	3.03
2007-08	Educational Service District 101	01	Adams	01160	Ritzville School District	2719	Ritzville Grade School	5	31	20	64.5	20	64.5	64.5	3	9.7	8	25.8	0	0.0	4	12.9	16	51.6	0	0.0	11	35.5	0	1	0	0	30	16	53.3	16	53.3	53.3	7	23.3	7	23.3	0	0.0	9	30.0	7	23.3	0	0.0	14	46.7	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	11	36.7	11	36.7	36.7	9	30.0	10	33.3	0	0.0	9	30.0	2	6.7	0	0.0	19	63.3	0	2	0	0	32.3	16.1	22.6	29.0	3.06	2.53
2007-08	Educational Service District 101	01	Adams	01160	Ritzville School District	2719	Ritzville Grade School	6	23	18	78.3	18	78.3	78.3	0	0.0	5	21.7	0	0.0	14	60.9	4	17.4	0	0.0	5	21.7	0	0	0	0	23	14	60.9	14	60.9	60.9	1	4.3	8	34.8	0	0.0	9	39.1	5	21.7	0	0.0	9	39.1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	60.9	17.4	21.7	2.96	2.78
2007-08	Educational Service District 101	01	Adams	01160	Ritzville School District	2719	Ritzville Grade School	7	31	21	67.7	21	67.7	67.7	3	9.7	7	22.6	0	0.0	12	38.7	9	29.0	0	0.0	10	32.3	0	0	0	0	31	20	64.5	20	64.5	64.5	6	19.4	5	16.1	0	0.0	10	32.3	10	32.3	0	0.0	11	35.5	0	0	0	0	31	24	77.4	24	77.4	77.4	3	9.7	4	12.9	0	0.0	23	74.2	1	3.2	0	0.0	7	22.6	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	48.4	25.8	12.9	12.9	2.87	2.77
2007-08	Educational Service District 101	01	Adams	01160	Ritzville School District	2719	Ritzville Grade School	8	24	17	70.8	17	70.8	70.8	1	4.2	6	25.0	0	0.0	15	62.5	2	8.3	0	0.0	7	29.2	0	1	0	0	24	18	75.0	18	75.0	75.0	3	12.5	3	12.5	0	0.0	11	45.8	7	29.2	0	0.0	6	25.0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	14	58.3	14	58.3	58.3	2	8.3	8	33.3	0	0.0	11	45.8	3	12.5	0	0.0	10	41.7	0	1	0	0	45.8	29.2	8.3	16.7	2.75	2.92
2007-08	Educational Service District 123	02	Asotin	02250	Clarkston School District	1617	Educational Opportunity Center	8	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2007-08	Educational Service District 123	02	Asotin	02250	Clarkston School District	1617	Educational Opportunity Center	10	27	16	59.3	16	59.3	59.3	6	22.2	5	18.5	2	7.4	9	33.3	5	18.5	0	0.0	11	40.7	5	3	0	0	27	2	6.3	2	6.3	7.4	23	71.9	2	6.3	0	0.0	1	3.1	1	3.1	5	15.6	30	93.8	1	2	0	0	28	18	62.1	18	62.1	64.3	4	13.8	6	20.7	2	6.9	15	51.7	1	3.4	1	3.4	11	37.9	3	3	0	0	21	1	3.4	1	3.4	4.8	20	69.0	0	0.0	0	0.0	1	3.4	0	0.0	8	27.6	28	96.6	4	2	0	0	13.3	26.7	46.7	13.3	2.33	1.06
2007-08	Educational Service District 123	02	Asotin	02250	Clarkston School District	2299	Charles Francis Adams High School	7	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2007-08	Educational Service District 123	02	Asotin	02250	Clarkston School District	2299	Charles Francis Adams High School	8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2007-08	Educational Service District 123	02	Asotin	02250	Clarkston School District	2299	Charles Francis Adams High School	10	207	187	88.6	186	88.6	89.9	7	3.3	14	6.7	0	0.0	52	24.8	134	63.8	3	1.4	24	11.4	9	3	5	0	212	106	49.8	106	49.8	50.0	55	25.8	51	23.9	0	0.0	61	28.6	45	21.1	1	0.5	107	50.2	8	1	5	0	206	195	93.3	195	93.3	94.7	3	1.4	8	3.8	0	0.0	69	33.0	126	60.3	3	1.4	14	6.7	11	2	5	0	193	55	27.2	55	27.2	28.5	89	44.1	49	24.3	0	0.0	54	26.7	1	0.5	9	4.5	147	72.8	19	1	5	0	45.5	36.5	13.1	5.0	3.46	2.44
2007-08	Educational Service District 123	02	Asotin	02250	Clarkston School District	2501	Lincoln Middle School	7	192	120	61.5	120	61.5	62.5	17	8.7	55	28.2	4	2.1	60	30.8	56	28.7	3	1.5	75	38.5	0	2	0	0	191	100	51.3	100	51.3	52.4	50	25.6	41	21.0	0	0.0	68	34.9	32	16.4	4	2.1	95	48.7	0	2	0	0	190	128	66.0	128	66.0	67.4	21	10.8	41	21.1	7	3.6	45	23.2	76	39.2	4	2.1	66	34.0	1	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40.7	20.1	22.7	16.5	2.72	2.38
2007-08	Educational Service District 123	02	Asotin	02250	Clarkston School District	2501	Lincoln Middle School	8	190	131	68.6	131	68.6	68.9	18	9.4	41	21.5	2	1.0	61	31.9	68	35.6	1	0.5	60	31.4	1	0	0	0	189	83	43.5	83	43.5	43.9	53	27.7	53	27.7	0	0.0	40	20.9	43	22.5	2	1.0	108	56.5	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	189	102	53.4	102	53.4	54.0	41	21.5	46	24.1	0	0.0	67	35.1	35	18.3	2	1.0	89	46.6	1	0	0	0	37.2	17.8	20.9	24.1	2.91	2.36
2007-08	Educational Service District 123	02	Asotin	02250	Clarkston School District	2823	Parkway Elementary	3	43	24	54.5	24	54.5	55.8	10	22.7	9	20.5	0	0.0	17	38.6	7	15.9	1	2.3	20	45.5	0	1	0	0	43	23	52.3	23	52.3	53.5	9	20.5	11	25.0	0	0.0	17	38.6	6	13.6	1	2.3	21	47.7	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	52.3	6.8	40.9	2.43	2.41
2007-08	Educational Service District 123	02	Asotin	02250	Clarkston School District	2823	Parkway Elementary	4	50	24	48.0	24	48.0	48.0	5	10.0	21	42.0	0	0.0	15	30.0	9	18.0	0	0.0	26	52.0	0	0	0	0	50	15	30.0	15	30.0	30.0	25	50.0	10	20.0	0	0.0	10	20.0	5	10.0	0	0.0	35	70.0	0	0	0	0	50	27	54.0	27	54.0	54.0	13	26.0	10	20.0	0	0.0	24	48.0	3	6.0	0	0.0	23	46.0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.0	18.0	24.0	34.0	2.56	1.90
2007-08	Educational Service District 123	02	Asotin	02250	Clarkston School District	2823	Parkway Elementary	5	51	33	64.7	33	64.7	64.7	8	15.7	10	19.6	0	0.0	24	47.1	9	17.6	0	0.0	18	35.3	0	1	0	0	51	21	41.2	21	41.2	41.2	22	43.1	8	15.7	0	0.0	12	23.5	9	17.6	0	0.0	30	58.8	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	51	22	43.1	22	43.1	43.1	14	27.5	15	29.4	0	0.0	19	37.3	3	5.9	0	0.0	29	56.9	0	1	0	0	33.3	15.7	17.6	33.3	2.67	2.16
2007-08	Educational Service District 123	02	Asotin	02250	Clarkston School District	2823	Parkway Elementary	6	39	20	51.3	20	51.3	51.3	6	15.4	13	33.3	0	0.0	16	41.0	4	10.3	0	0.0	19	48.7	0	1	0	0	39	12	30.8	12	30.8	30.8	11	28.2	16	41.0	0	0.0	9	23.1	3	7.7	0	0.0	27	69.2	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28.2	25.6	46.2	2.46	2.10
2007-08	Educational Service District 123	02	Asotin	02250	Clarkston School District	2962	Grantham Elementary	3	28	25	89.3	25	89.3	89.3	1	3.6	2	7.1	0	0.0	16	57.1	9	32.1	0	0.0	3	10.7	0	0	0	0	28	23	82.1	23	82.1	82.1	1	3.6	4	14.3	0	0.0	14	50.0	9	32.1	0	0.0	5	17.9	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	78.6	14.3	7.1	3.18	3.11
2007-08	Educational Service District 123	02	Asotin	02250	Clarkston School District	2962	Grantham Elementary	4	35	22	62.9	22	62.9	62.9	0	0.0	13	37.1	0	0.0	17	48.6	5	14.3	0	0.0	13	37.1	0	0	0	0	35	19	54.3	19	54.3	54.3	5	14.3	11	31.4	0	0.0	11	31.4	8	22.9	0	0.0	16	45.7	0	0	0	0	35	23	65.7	23	65.7	65.7	3	8.6	9	25.7	0	0.0	23	65.7	0	0.0	0	0.0	12	34.3	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40.0	17.1	28.6	14.3	2.77	2.63
2007-08	Educational Service District 123	02	Asotin	02250	Clarkston School District	2962	Grantham Elementary	5	22	14	63.6	14	63.6	63.6	2	9.1	6	27.3	0	0.0	11	50.0	3	13.6	0	0.0	8	36.4	0	0	0	0	22	11	50.0	11	50.0	50.0	6	27.3	5	22.7	0	0.0	9	40.9	2	9.1	0	0.0	11	50.0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22	8	36.4	8	36.4	36.4	6	27.3	8	36.4	0	0.0	8	36.4	0	0.0	0	0.0	14	63.6	0	0	0	0	36.4	13.6	13.6	36.4	2.68	2.32
2007-08	Educational Service District 123	02	Asotin	02250	Clarkston School District	2962	Grantham Elementary	6	22	14	63.6	14	63.6	63.6	1	4.5	7	31.8	0	0.0	11	50.0	3	13.6	0	0.0	8	36.4	0	0	0	0	22	15	68.2	15	68.2	68.2	0	0.0	7	31.8	0	0.0	7	31.8	8	36.4	0	0.0	7	31.8	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	54.5	22.7	22.7	2.73	3.05
2007-08	Educational Service District 123	02	Asotin	02250	Clarkston School District	3266	Highland Elementary	3	43	33	76.7	33	76.7	76.7	5	11.6	5	11.6	0	0.0	21	48.8	12	27.9	0	0.0	10	23.3	0	0	0	0	43	32	74.4	32	74.4	74.4	5	11.6	6	14.0	0	0.0	15	34.9	17	39.5	0	0.0	11	25.6	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	62.8	25.6	11.6	2.93	3.02
2007-08	Educational Service District 123	02	Asotin	02250	Clarkston School District	3266	Highland Elementary	4	45	27	60.0	27	60.0	60.0	3	6.7	15	33.3	0	0.0	17	37.8	10	22.2	0	0.0	18	40.0	0	0	0	0	45	8	17.8	8	17.8	17.8	23	51.1	14	31.1	0	0.0	4	8.9	4	8.9	0	0.0	37	82.2	0	0	0	0	45	24	53.3	24	53.3	53.3	9	20.0	12	26.7	0	0.0	21	46.7	3	6.7	0	0.0	21	46.7	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.3	31.1	28.9	26.7	2.76	1.76
2007-08	Educational Service District 123	02	Asotin	02250	Clarkston School District	3266	Highland Elementary	5	36	16	44.4	16	44.4	44.4	9	25.0	11	30.6	0	0.0	9	25.0	7	19.4	0	0.0	20	55.6	0	0	0	0	36	14	38.9	14	38.9	38.9	9	25.0	13	36.1	0	0.0	9	25.0	5	13.9	0	0.0	22	61.1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36	11	30.6	11	30.6	30.6	10	27.8	15	41.7	0	0.0	10	27.8	1	2.8	0	0.0	25	69.4	0	0	0	0	25.0	13.9	11.1	50.0	2.39	2.28
2007-08	Educational Service District 123	02	Asotin	02250	Clarkston School District	3266	Highland Elementary	6	39	20	51.3	20	51.3	51.3	8	20.5	11	28.2	0	0.0	14	35.9	6	15.4	0	0.0	19	48.7	0	0	0	0	39	12	30.8	12	30.8	30.8	15	38.5	12	30.8	0	0.0	8	20.5	4	10.3	0	0.0	27	69.2	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28.2	25.6	46.2	2.46	2.03
2007-08	Educational Service District 123	02	Asotin	02250	Clarkston School District	3616	Special Services	3	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2007-08	Educational Service District 123	02	Asotin	02250	Clarkston School District	3616	Special Services	4	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2007-08	Educational Service District 123	02	Asotin	02250	Clarkston School District	3616	Special Services	5	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2007-08	Educational Service District 123	02	Asotin	02250	Clarkston School District	3616	Special Services	7	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2007-08	Educational Service District 123	02	Asotin	02250	Clarkston School District	3616	Special Services	8	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2007-08	Educational Service District 123	02	Asotin	02250	Clarkston School District	4384	Heights Elementary	3	60	50	83.3	50	83.3	83.3	3	5.0	7	11.7	0	0.0	32	53.3	18	30.0	0	0.0	10	16.7	0	0	2	0	60	46	76.7	46	76.7	76.7	4	6.7	10	16.7	0	0.0	29	48.3	17	28.3	0	0.0	14	23.3	0	0	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	66.1	22.6	11.3	3.08	2.98
2007-08	Educational Service District 123	02	Asotin	02250	Clarkston School District	4384	Heights Elementary	4	57	43	75.4	43	75.4	75.4	1	1.8	13	22.8	0	0.0	25	43.9	18	31.6	0	0.0	14	24.6	0	0	0	0	57	28	49.1	28	49.1	49.1	5	8.8	24	42.1	0	0.0	12	21.1	16	28.1	0	0.0	29	50.9	0	0	0	0	57	37	64.9	37	64.9	64.9	6	10.5	14	24.6	0	0.0	25	43.9	12	21.1	0	0.0	20	35.1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43.9	17.5	22.8	15.8	3.05	2.68
2007-08	Educational Service District 123	02	Asotin	02250	Clarkston School District	4384	Heights Elementary	5	49	44	89.8	44	89.8	89.8	2	4.1	3	6.1	0	0.0	16	32.7	28	57.1	0	0.0	5	10.2	0	0	0	0	49	36	73.5	36	73.5	73.5	5	10.2	8	16.3	0	0.0	14	28.6	22	44.9	0	0.0	13	26.5	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	49	30	61.2	30	61.2	61.2	5	10.2	14	28.6	0	0.0	23	46.9	7	14.3	0	0.0	19	38.8	0	0	0	0	57.1	18.4	16.3	8.2	3.43	3.08
2007-08	Educational Service District 123	02	Asotin	02250	Clarkston School District	4384	Heights Elementary	6	62	50	80.6	50	80.6	80.6	2	3.2	10	16.1	0	0.0	27	43.5	23	37.1	0	0.0	12	19.4	0	0	2	0	62	41	66.1	41	66.1	66.1	11	17.7	10	16.1	0	0.0	32	51.6	9	14.5	0	0.0	21	33.9	0	0	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	64.1	14.1	21.9	3.15	2.63
2007-08	Educational Service District 123	02	Asotin	02250	Clarkston School District	4384	Heights Elementary	7	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2007-08	Educational Service District 123	02	Asotin	02420	Asotin-Anatone School District	2434	Asotin Jr Sr High	7	40	20	50.0	20	50.0	50.0	2	5.0	18	45.0	2	5.0	10	25.0	8	20.0	0	0.0	20	50.0	1	0	0	0	40	19	47.5	19	47.5	47.5	11	27.5	10	25.0	1	2.5	9	22.5	9	22.5	0	0.0	21	52.5	1	0	0	0	39	21	52.5	21	52.5	53.8	8	20.0	10	25.0	0	0.0	15	37.5	6	15.0	1	2.5	19	47.5	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27.5	27.5	15.0	30.0	2.50	2.35
2007-08	Educational Service District 123	02	Asotin	02420	Asotin-Anatone School District	2434	Asotin Jr Sr High	8	43	30	69.8	30	69.8	69.8	2	4.7	11	25.6	1	2.3	17	39.5	12	27.9	0	0.0	13	30.2	0	0	0	0	43	29	67.4	29	67.4	67.4	8	18.6	6	14.0	0	0.0	16	37.2	13	30.2	0	0.0	14	32.6	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43	31	72.1	31	72.1	72.1	3	7.0	9	20.9	1	2.3	23	53.5	7	16.3	0	0.0	12	27.9	0	0	0	0	51.2	20.9	14.0	14.0	2.86	2.79
