SchoolYear	ESD	CountyNumber	County	CountyDistrictNumber	District	BuildingNumber	School	GradeTested	ReadingTotalWASLTested	ReadingMetStandardIncludingPrevPass	ReadingPercentMetStandardIncludingPrevPass	ReadingMetStandardWithoutPrevPass	ReadingPercentMetStandardWithoutPrevPass	ReadingPercentMetStandardExcludingNoScore	ReadingLevel1	ReadingPercentLevel1	ReadingLevel2	ReadingPercentLevel2	ReadingLevelBasic	ReadingPercentLevelBasic	ReadingLevel3	ReadingPercentLevel3	ReadingLevel4	ReadingPercentLevel4	ReadingNoScore	ReadingPercentNoScore	ReadingNotMet	ReadingPercentNotMet	ReadingExcusedAbsence	ReadingExempted	ReadingWAASPORT	ReadingWAASDAW	MathTotalWASLTested	MathMetStandardIncludingPrevPass	MathPercentMetStandardIncludingPrevPass	MathMetStandardWithoutPrevPass	MathPercentMetStandardWithoutPrevPass	MathPercentMetStandardExcludingNoScore	MathLevel1	MathPercentLevel1	MathLevel2	MathPercentLevel2	MathLevelBasic	MathPercentLevelBasic	MathLevel3	MathPercentLevel3	MathLevel4	MathPercentLevel4	MathNoScore	MathPercentNoScore	MathNotMet	MathPercentNotMet	MathExcusedAbsence	MathExempted	MathWAASPORT	MathWAASDAW	WritingTotalWASLTested	WritingMetStandardIncludingPrevPass	WritingPercentMetStandardIncludingPrevPass	WritingMetStandardWithoutPrevPass	WritingPercentMetStandardWithoutPrevPass	WritingPercentMetStandardExcludingNoScore	WritingLevel1	WritingPercentLevel1	WritingLevel2	WritingPercentLevel2	WritingLevelBasic	WritingPercentLevelBasic	WritingLevel3	WritingPercentLevel3	WritingLevel4	WritingPercentLevel4	WritingNoScore	WritingPercentNoScore	WritingNotMet	WritingPercentNotMet	WritingExcusedAbsence	WritingExempted	WritingWAASPORT	WritingWAASDAW	ScienceTotalWASLTested	ScienceMetStandardIncludingPrevPass	SciencePercentMetStandardIncludingPrevPass	ScienceMetStandardWithoutPrevPass	SciencePercentMetStandardWithoutPrevPass	SciencePercentMetStandardExcludingNoScore	ScienceLevel1	SciencePercentLevel1	ScienceLevel2	SciencePercentLevel2	ScienceLevelBasic	SciencePercentLevelBasic	ScienceLevel3	SciencePercentLevel3	ScienceLevel4	SciencePercentLevel4	ScienceNoScore	SciencePercentNoScore	ScienceNotMet	SciencePercentNotMet	ScienceExcusedAbsence	ScienceExempted	ScienceWAASPORT	ScienceWAASDAW	PercentMet3Standards	PercentMet2Standards	PercentMet1Standards	PercentMet0Standards	ReadingLevelIndex	MathLevelIndex
2007-08	Northwest Educational Service District 189	15	Island	15206	South Whidbey School District	2626	South Whidbey Primary School	3	10	9	90.0	9	90.0	90.0	0	0.0	1	10.0	0	0.0	4	40.0	5	50.0	0	0.0	1	10.0	0	0	0	0	10	9	90.0	9	90.0	90.0	1	10.0	0	0.0	0	0.0	8	80.0	1	10.0	0	0.0	1	10.0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	90.0	0.0	10.0	3.40	2.90
2007-08	Northwest Educational Service District 189	15	Island	15206	South Whidbey School District	4149	South Whidbey High School	10	133	125	91.2	122	91.0	91.7	3	2.2	8	6.0	0	0.0	32	23.9	90	67.2	1	0.7	12	9.0	1	5	0	0	126	76	56.3	76	56.3	60.3	25	18.5	25	18.5	0	0.0	48	35.6	28	20.7	9	6.7	59	43.7	5	0	0	0	133	128	93.4	127	93.4	95.5	2	1.5	4	2.9	1	0.7	26	19.1	100	73.5	3	2.2	9	6.6	1	3	0	0	129	66	49.6	66	49.6	51.2	26	19.5	37	27.8	0	0.0	65	48.9	1	0.8	4	3.0	67	50.4	7	0	0	0	53.6	35.7	9.3	1.4	3.54	2.45
2007-08	Northwest Educational Service District 189	15	Island	15206	South Whidbey School District	4321	South Whidbey Elementary	3	92	81	85.3	81	85.3	88.0	3	3.2	8	8.4	0	0.0	35	36.8	46	48.4	3	3.2	14	14.7	0	1	0	0	95	68	71.6	68	71.6	71.6	12	12.6	15	15.8	0	0.0	43	45.3	25	26.3	0	0.0	27	28.4	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	70.5	18.9	10.5	3.24	2.85
2007-08	Northwest Educational Service District 189	15	Island	15206	South Whidbey School District	4321	South Whidbey Elementary	4	143	109	76.2	109	76.2	76.2	7	4.9	27	18.9	0	0.0	65	45.5	44	30.8	0	0.0	34	23.8	0	0	2	0	143	60	42.0	60	42.0	42.0	32	22.4	51	35.7	0	0.0	28	19.6	32	22.4	0	0.0	83	58.0	0	0	2	0	142	65	45.5	65	45.5	45.8	34	23.8	43	30.1	0	0.0	52	36.4	13	9.1	1	0.7	78	54.5	0	0	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.1	33.1	23.4	19.3	3.02	2.42
2007-08	Northwest Educational Service District 189	15	Island	15206	South Whidbey School District	4321	South Whidbey Elementary	5	129	102	77.9	102	77.9	79.1	3	2.3	24	18.3	0	0.0	41	31.3	61	46.6	2	1.5	29	22.1	0	0	2	0	129	73	55.7	73	55.7	56.6	17	13.0	39	29.8	0	0.0	46	35.1	27	20.6	2	1.5	58	44.3	0	0	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	129	38	29.0	38	29.0	29.5	27	20.6	64	48.9	0	0.0	36	27.5	2	1.5	2	1.5	93	71.0	0	0	2	0	25.6	32.3	23.3	18.8	3.19	2.60
2007-08	Olympic Educational Service District 114	16	Jefferson	16020	Queets-Clearwater School District	2491	Queets-Clearwater Elementary	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2007-08	Olympic Educational Service District 114	16	Jefferson	16020	Queets-Clearwater School District	2491	Queets-Clearwater Elementary	4	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2007-08	Olympic Educational Service District 114	16	Jefferson	16020	Queets-Clearwater School District	2491	Queets-Clearwater Elementary	6	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2007-08	Olympic Educational Service District 114	16	Jefferson	16020	Queets-Clearwater School District	2491	Queets-Clearwater Elementary	7	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2007-08	Olympic Educational Service District 114	16	Jefferson	16020	Queets-Clearwater School District	2491	Queets-Clearwater Elementary	8	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2007-08	Olympic Educational Service District 114	16	Jefferson	16046	Brinnon School District	2836	Brinnon Elementary	3	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2007-08	Olympic Educational Service District 114	16	Jefferson	16046	Brinnon School District	2836	Brinnon Elementary	4	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2007-08	Olympic Educational Service District 114	16	Jefferson	16046	Brinnon School District	2836	Brinnon Elementary	5	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2007-08	Olympic Educational Service District 114	16	Jefferson	16046	Brinnon School District	2836	Brinnon Elementary	6	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2007-08	Olympic Educational Service District 114	16	Jefferson	16046	Brinnon School District	2836	Brinnon Elementary	7	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2007-08	Olympic Educational Service District 114	16	Jefferson	16046	Brinnon School District	2836	Brinnon Elementary	8	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2007-08	Olympic Educational Service District 114	16	Jefferson	16048	Quilcene School District	2474	Quilcene High And Elementary	3	13	9	64.3	9	64.3	69.2	0	0.0	4	28.6	0	0.0	7	50.0	2	14.3	1	7.1	5	35.7	0	0	0	0	13	10	71.4	10	71.4	76.9	2	14.3	1	7.1	0	0.0	6	42.9	4	28.6	1	7.1	4	28.6	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	57.1	35.7	7.1	2.64	2.71
2007-08	Olympic Educational Service District 114	16	Jefferson	16048	Quilcene School District	2474	Quilcene High And Elementary	4	21	17	81.0	17	81.0	81.0	0	0.0	4	19.0	0	0.0	12	57.1	5	23.8	0	0.0	4	19.0	0	0	1	0	21	10	47.6	10	47.6	47.6	5	23.8	6	28.6	0	0.0	10	47.6	0	0.0	0	0.0	11	52.4	0	0	1	0	21	10	47.6	10	47.6	47.6	0	0.0	11	52.4	0	0.0	9	42.9	1	4.8	0	0.0	11	52.4	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27.3	22.7	40.9	9.1	3.05	2.24
2007-08	Olympic Educational Service District 114	16	Jefferson	16048	Quilcene School District	2474	Quilcene High And Elementary	5	13	11	84.6	11	84.6	84.6	0	0.0	2	15.4	2	15.4	5	38.5	4	30.8	0	0.0	2	15.4	0	0	0	0	13	2	15.4	2	15.4	15.4	7	53.8	4	30.8	0	0.0	1	7.7	1	7.7	0	0.0	11	84.6	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	2	16.7	2	16.7	16.7	5	41.7	5	41.7	0	0.0	2	16.7	0	0.0	0	0.0	10	83.3	1	0	0	0	7.7	15.4	61.5	15.4	2.69	1.69
2007-08	Olympic Educational Service District 114	16	Jefferson	16048	Quilcene School District	2474	Quilcene High And Elementary	6	16	6	37.5	6	37.5	37.5	1	6.3	9	56.3	0	0.0	4	25.0	2	12.5	0	0.0	10	62.5	0	0	1	0	16	5	31.3	5	31.3	31.3	4	25.0	7	43.8	0	0.0	5	31.3	0	0.0	0	0.0	11	68.8	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29.4	5.9	64.7	2.44	2.06
2007-08	Olympic Educational Service District 114	16	Jefferson	16048	Quilcene School District	2474	Quilcene High And Elementary	7	15	11	73.3	11	73.3	73.3	1	6.7	3	20.0	1	6.7	6	40.0	4	26.7	0	0.0	4	26.7	0	0	0	0	15	6	40.0	6	40.0	40.0	5	33.3	4	26.7	0	0.0	3	20.0	3	20.0	0	0.0	9	60.0	0	0	0	0	14	8	57.1	8	57.1	57.1	1	7.1	5	35.7	0	0.0	8	57.1	0	0.0	0	0.0	6	42.9	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.4	42.9	28.6	7.1	2.73	2.27
2007-08	Olympic Educational Service District 114	16	Jefferson	16048	Quilcene School District	2474	Quilcene High And Elementary	8	10	3	27.3	3	27.3	30.0	1	9.1	6	54.5	0	0.0	3	27.3	0	0.0	1	9.1	8	72.7	0	0	0	0	10	5	45.5	5	45.5	50.0	1	9.1	4	36.4	0	0.0	4	36.4	1	9.1	1	9.1	6	54.5	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	3	27.3	3	27.3	30.0	1	9.1	6	54.5	0	0.0	3	27.3	0	0.0	1	9.1	8	72.7	0	0	0	0	27.3	9.1	27.3	36.4	2.00	2.27
2007-08	Olympic Educational Service District 114	16	Jefferson	16048	Quilcene School District	2474	Quilcene High And Elementary	10	22	19	82.6	18	81.8	81.8	1	4.5	3	13.6	0	0.0	9	40.9	9	40.9	0	0.0	4	18.2	1	2	0	0	25	12	48.0	12	48.0	48.0	6	24.0	7	28.0	0	0.0	9	36.0	3	12.0	0	0.0	13	52.0	0	0	0	0	23	22	91.7	21	91.3	91.3	0	0.0	2	8.7	1	4.3	7	30.4	13	56.5	0	0.0	2	8.7	0	2	0	0	24	4	16.0	4	16.0	16.7	14	56.0	6	24.0	0	0.0	4	16.0	0	0.0	1	4.0	21	84.0	0	0	0	0	41.7	33.3	20.8	4.2	3.18	2.36
2007-08	Olympic Educational Service District 114	16	Jefferson	16049	Chimacum School District	1724	PI Program	3	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2007-08	Olympic Educational Service District 114	16	Jefferson	16049	Chimacum School District	1724	PI Program	4	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2007-08	Olympic Educational Service District 114	16	Jefferson	16049	Chimacum School District	1724	PI Program	5	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2007-08	Olympic Educational Service District 114	16	Jefferson	16049	Chimacum School District	1724	PI Program	6	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2007-08	Olympic Educational Service District 114	16	Jefferson	16049	Chimacum School District	1724	PI Program	7	14	10	71.4	10	71.4	71.4	2	14.3	2	14.3	0	0.0	5	35.7	5	35.7	0	0.0	4	28.6	0	2	0	0	14	7	50.0	7	50.0	50.0	6	42.9	1	7.1	0	0.0	2	14.3	5	35.7	0	0.0	7	50.0	0	2	0	0	14	9	64.3	9	64.3	64.3	2	14.3	3	21.4	0	0.0	6	42.9	3	21.4	0	0.0	5	35.7	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42.9	21.4	14.3	21.4	2.93	2.43
2007-08	Olympic Educational Service District 114	16	Jefferson	16049	Chimacum School District	1724	PI Program	8	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2007-08	Olympic Educational Service District 114	16	Jefferson	16049	Chimacum School District	1724	PI Program	10	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2007-08	Olympic Educational Service District 114	16	Jefferson	16049	Chimacum School District	2697	Chimacum Elementary School	3	83	64	76.2	64	76.2	77.1	11	13.1	8	9.5	0	0.0	28	33.3	36	42.9	1	1.2	20	23.8	0	1	2	0	83	55	65.5	55	65.5	66.3	14	16.7	14	16.7	0	0.0	36	42.9	19	22.6	1	1.2	29	34.5	0	1	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	61.6	17.4	20.9	3.04	2.69
2007-08	Olympic Educational Service District 114	16	Jefferson	16049	Chimacum School District	2697	Chimacum Elementary School	4	88	65	73.0	65	73.0	73.9	5	5.6	18	20.2	0	0.0	41	46.1	24	27.0	1	1.1	24	27.0	0	1	0	0	89	21	23.6	21	23.6	23.6	32	36.0	36	40.4	0	0.0	14	15.7	7	7.9	0	0.0	68	76.4	0	1	0	0	87	40	44.9	40	44.9	46.0	9	10.1	38	42.7	0	0.0	30	33.7	10	11.2	2	2.2	49	55.1	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.2	24.7	34.8	20.2	2.92	1.96
2007-08	Olympic Educational Service District 114	16	Jefferson	16049	Chimacum School District	2697	Chimacum Elementary School	5	77	61	79.2	61	79.2	79.2	7	9.1	9	11.7	0	0.0	21	27.3	40	51.9	0	0.0	16	20.8	0	0	0	0	77	36	46.8	36	46.8	46.8	16	20.8	25	32.5	0	0.0	12	15.6	24	31.2	0	0.0	41	53.2	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	76	35	45.5	35	45.5	46.1	10	13.0	31	40.3	0	0.0	24	31.2	11	14.3	1	1.3	42	54.5	0	0	0	0	36.4	18.2	27.3	18.2	3.22	2.57
2007-08	Olympic Educational Service District 114	16	Jefferson	16049	Chimacum School District	3275	Chimacum High School	10	85	74	76.3	74	76.3	87.1	4	4.1	7	7.2	2	2.1	33	34.0	39	40.2	12	12.4	23	23.7	0	2	0	0	87	46	46.9	46	46.9	52.9	24	24.5	17	17.3	0	0.0	26	26.5	20	20.4	11	11.2	52	53.1	0	1	0	0	87	78	80.4	78	80.4	89.7	3	3.1	6	6.2	3	3.1	35	36.1	40	41.2	10	10.3	19	19.6	0	2	0	0	83	41	41.8	41	41.8	49.4	20	20.4	22	22.4	0	0.0	32	32.7	9	9.2	15	15.3	57	58.2	0	1	0	0	53.1	32.7	11.2	3.1	2.81	2.20
2007-08	Olympic Educational Service District 114	16	Jefferson	16049	Chimacum School District	4261	Chimacum Middle School	6	63	35	54.7	35	54.7	55.6	9	14.1	19	29.7	0	0.0	25	39.1	10	15.6	1	1.6	29	45.3	1	0	0	0	64	26	40.0	26	40.0	40.6	19	29.2	19	29.2	0	0.0	21	32.3	5	7.7	1	1.5	39	60.0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40.6	17.2	42.2	2.53	2.15
2007-08	Olympic Educational Service District 114	16	Jefferson	16049	Chimacum School District	4261	Chimacum Middle School	7	81	50	61.7	50	61.7	61.7	6	7.4	25	30.9	0	0.0	25	30.9	25	30.9	0	0.0	31	38.3	0	0	0	0	81	34	42.0	34	42.0	42.0	29	35.8	18	22.2	0	0.0	23	28.4	11	13.6	0	0.0	47	58.0	0	0	0	0	81	42	51.9	42	51.9	51.9	8	9.9	31	38.3	0	0.0	30	37.0	12	14.8	0	0.0	39	48.1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28.4	21.0	28.4	22.2	2.85	2.20
