SchoolYear	ESD	CountyNumber	County	CountyDistrictNumber	District	BuildingNumber	School	GradeTested	MathTotalTested	MathPercentMetStandard	MathPercentLevel1	MathPercentLevel2	MathPercentLevel3	MathPercentLevel4	MathPercentNotTested	MathPercentNotMet	MathPercentMet2003Standard	MathPercentWAAS	ReadingTotalTested	ReadingPercentMetStandard	ReadingPercentLevel1	ReadingPercentLevel2	ReadingPercentLevel3	ReadingPercentLevel4	ReadingPercentNotTested	ReadingPercentNotMet	ReadingPercentMet2003Standard	ReadingPercentWAAS	WritingTotalTested	WritingPercentMetStandard	WritingPercentNotTested	WritingPercentNotMet	WritingPercentWAAS	ListeningTotalTested	ListeningPercentMetStandard	ListeningPercentNotTested	ListeningPercentNotMet	ListeningPercentWAAS	ScienceTotalTested	SciencePercentMetStandard	SciencePercentLevel1	SciencePercentLevel2	SciencePercentLevel3	SciencePercentLevel4	SciencePercentNotTested	SciencePercentNotMet	SciencePercentWAAS	PercentMet3Standards	PercentMet2Standards	PercentMet1Standards	PercentMet0Standards	ReadingLevelIndex	MathLevelIndex	ScienceLevelIndex
2003-04	North Central Educational Service District 171	13	Grant	13161	Moses Lake	3215	Moses Lake High School	10	426	41.7	32.3	21.5	24.0	17.7	4.5	58.3	NA	0.9	421	60.1	10.7	24.7	17.2	42.9	4.5	39.9	NA	0.9	417	66.2	5.4	33.8	0.9	0	NA	NA	NA	NA	415	30.9	38.5	24.1	28.8	2.0	6.5	69.1	0.9	35.7	20.0	19.7	24.7	2.83	2.18	1.81
2003-04	North Central Educational Service District 171	13	Grant	13161	Moses Lake	3779	North Elementary	4	42	54.8	7.1	38.1	45.2	9.5	0.0	45.2	47.6	2.3	41	88.1	0.0	9.5	54.8	33.3	2.4	11.9	78.6	2.3	41	35.7	2.4	64.3	2.3	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	28.6	31.0	31.0	9.5	3.17	2.57	NA
2003-04	North Central Educational Service District 171	13	Grant	13161	Moses Lake	3779	North Elementary	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	47	12.2	38.8	44.9	12.2	0.0	4.1	87.8	0.0	NA	NA	NA	NA	NA	NA	1.65
2003-04	North Central Educational Service District 171	13	Grant	13165	Ephrata	2695	Parkway School	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	147	26.8	24.8	47.0	24.2	2.7	1.3	73.2	0.0	NA	NA	NA	NA	NA	NA	2.02
2003-04	North Central Educational Service District 171	13	Grant	13165	Ephrata	2695	Parkway School	7	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2003-04	North Central Educational Service District 171	13	Grant	13165	Ephrata	2793	Columbia Ridge Elementary	4	102	63.7	15.7	20.6	36.3	27.5	0.0	36.3	58.8	0.0	102	78.4	2.9	18.6	55.9	22.5	0.0	21.6	68.6	0.0	102	48.0	0.0	52.0	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	38.2	29.4	16.7	15.7	2.98	2.75	NA
2003-04	North Central Educational Service District 171	13	Grant	13165	Ephrata	2920	Ephrata Senior High School	10	150	38.0	36.1	20.9	16.5	21.5	5.1	62.0	NA	0.0	150	56.3	20.9	17.7	14.6	41.8	5.1	43.7	NA	0.0	149	55.7	5.7	44.3	0.0	0	NA	NA	NA	NA	145	29.1	43.0	19.6	27.8	1.3	8.2	70.9	0.0	34.2	17.1	13.3	35.4	2.67	2.13	1.71
2003-04	North Central Educational Service District 171	13	Grant	13165	Ephrata	3092	Grant Elementary	4	75	65.3	13.3	21.3	28.0	37.3	0.0	34.7	57.3	6.2	76	73.7	5.3	21.1	46.1	27.6	0.0	26.3	65.8	4.9	76	52.6	0.0	47.4	4.9	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	42.1	26.3	11.8	19.7	2.96	2.89	NA
2003-04	North Central Educational Service District 171	13	Grant	13165	Ephrata	3092	Grant Elementary	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2003-04	North Central Educational Service District 171	13	Grant	13165	Ephrata	3373	Ephrata Middle School	7	172	44.5	29.5	25.4	28.3	16.2	0.6	55.5	35.8	1.7	173	60.7	7.5	31.8	35.8	24.9	0.0	39.3	49.7	1.7	173	54.9	0.0	45.1	1.7	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	32.4	24.9	13.3	29.5	2.78	2.30	NA
2003-04	North Central Educational Service District 171	13	Grant	13165	Ephrata	3373	Ephrata Middle School	8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	168	46.7	16.6	36.1	43.8	3.0	0.6	53.3	0.6	NA	NA	NA	NA	NA	NA	2.32
2003-04	North Central Educational Service District 171	13	Grant	13167	Wilson Creek	2472	Wilson Creek Elementary	4	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2003-04	North Central Educational Service District 171	13	Grant	13167	Wilson Creek	2473	Wilson Creek High	7	11	7.7	46.2	30.8	7.7	0.0	15.4	92.3	0.0	0.0	11	53.8	7.7	23.1	38.5	15.4	15.4	46.2	46.2	0.0	11	69.2	15.4	30.8	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	7.7	38.5	30.8	23.1	2.31	1.31	NA
2003-04	North Central Educational Service District 171	13	Grant	13167	Wilson Creek	2473	Wilson Creek High	8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	10	8.3	16.7	58.3	8.3	0.0	16.7	91.7	0.0	NA	NA	NA	NA	NA	NA	1.58
2003-04	North Central Educational Service District 171	13	Grant	13167	Wilson Creek	2473	Wilson Creek High	10	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	0	NA	NA	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2003-04	North Central Educational Service District 171	13	Grant	13301	Grand Coulee Dam	1538	Skilskin High School	10	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2003-04	North Central Educational Service District 171	13	Grant	13301	Grand Coulee Dam	2672	Grand Coulee Dam Middle School	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	45	21.7	30.4	45.7	21.7	0.0	2.2	78.3	0.0	NA	NA	NA	NA	NA	NA	1.87
2003-04	North Central Educational Service District 171	13	Grant	13301	Grand Coulee Dam	2672	Grand Coulee Dam Middle School	7	53	20.4	55.6	22.2	16.7	3.7	1.9	79.6	16.7	0.0	53	57.4	14.8	25.9	31.5	25.9	1.9	42.6	44.4	0.0	53	51.9	1.9	48.1	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	18.5	24.1	25.9	31.5	2.65	1.65	NA
2003-04	North Central Educational Service District 171	13	Grant	13301	Grand Coulee Dam	2672	Grand Coulee Dam Middle School	8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	70	40.8	21.1	36.6	39.4	1.4	1.4	59.2	0.0	NA	NA	NA	NA	NA	NA	2.18
2003-04	North Central Educational Service District 171	13	Grant	13301	Grand Coulee Dam	2801	Lake Roosevelt High School	10	61	26.6	51.6	17.2	17.2	9.4	4.7	73.4	NA	0.0	60	56.3	20.3	17.2	20.3	35.9	6.3	43.8	NA	0.0	57	56.3	10.9	43.8	0.0	0	NA	NA	NA	NA	59	18.8	54.7	18.8	17.2	1.6	7.8	81.3	0.0	20.3	28.1	21.9	29.7	2.59	1.75	1.50
2003-04	North Central Educational Service District 171	13	Grant	13301	Grand Coulee Dam	2802	Wright Elementary	4	56	52.5	15.3	27.1	32.2	20.3	5.1	47.5	50.8	0.0	56	66.7	5.0	21.7	41.7	25.0	6.7	33.3	61.7	0.0	55	61.7	8.3	38.3	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	43.3	18.3	13.3	25.0	2.73	2.47	NA
2003-04	Educational Service District 113	14	Grays Harbor	14005	Aberdeen	1775	Homelink Program	4	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2003-04	Educational Service District 113	14	Grays Harbor	14005	Aberdeen	2305	Miller Junior High School	7	302	39.1	38.2	22.0	25.3	13.8	0.7	60.9	30.3	0.6	302	47.0	15.1	37.2	27.3	19.7	0.7	53.0	40.8	0.6	299	45.4	1.6	54.6	0.6	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	26.6	16.4	18.8	38.2	2.50	2.13	NA
2003-04	Educational Service District 113	14	Grays Harbor	14005	Aberdeen	2305	Miller Junior High School	8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	317	27.3	38.2	32.9	26.4	0.9	1.6	72.7	0.0	NA	NA	NA	NA	NA	NA	1.87
2003-04	Educational Service District 113	14	Grays Harbor	14005	Aberdeen	2449	McDermoth Elementary	4	62	50.0	19.4	30.6	14.5	35.5	0.0	50.0	50.0	3.1	62	71.0	8.1	21.0	53.2	17.7	0.0	29.0	62.9	3.1	62	53.2	0.0	46.8	3.1	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	41.9	14.5	19.4	24.2	2.81	2.66	NA
2003-04	Educational Service District 113	14	Grays Harbor	14005	Aberdeen	2449	McDermoth Elementary	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	63	14.3	44.4	41.3	14.3	0.0	0.0	85.7	3.1	NA	NA	NA	NA	NA	NA	1.70
2003-04	Educational Service District 113	14	Grays Harbor	14005	Aberdeen	2763	Robert Gray Elementary	4	44	45.5	36.4	18.2	29.5	15.9	0.0	54.5	40.9	0.0	43	67.4	11.6	20.9	44.2	23.3	0.0	32.6	60.5	2.1	44	47.7	0.0	52.3	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	34.1	20.5	15.9	29.5	2.79	2.25	NA
2003-04	Educational Service District 113	14	Grays Harbor	14005	Aberdeen	2763	Robert Gray Elementary	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	34	5.7	57.1	34.3	5.7	0.0	2.9	94.3	5.4	NA	NA	NA	NA	NA	NA	1.43
2003-04	Educational Service District 113	14	Grays Harbor	14005	Aberdeen	2834	A. J. West Elementary	4	46	56.5	19.6	23.9	17.4	39.1	0.0	43.5	54.3	2.0	46	78.3	2.2	19.6	34.8	43.5	0.0	21.7	76.1	2.0	46	52.2	0.0	47.8	2.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	43.5	19.6	17.4	19.6	3.20	2.76	NA
2003-04	Educational Service District 113	14	Grays Harbor	14005	Aberdeen	2834	A. J. West Elementary	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	46	22.9	31.3	41.7	22.9	0.0	4.2	77.1	0.0	NA	NA	NA	NA	NA	NA	1.83
2003-04	Educational Service District 113	14	Grays Harbor	14005	Aberdeen	2971	Stevens Elementary	4	52	44.2	21.2	34.6	25.0	19.2	0.0	55.8	42.3	0.0	51	66.7	9.8	23.5	56.9	9.8	0.0	33.3	51.0	1.7	51	59.6	1.9	40.4	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	30.8	25.0	26.9	17.3	2.67	2.42	NA
2003-04	Educational Service District 113	14	Grays Harbor	14005	Aberdeen	2971	Stevens Elementary	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	54	12.7	47.3	38.2	10.9	1.8	1.8	87.3	0.0	NA	NA	NA	NA	NA	NA	1.64
2003-04	Educational Service District 113	14	Grays Harbor	14005	Aberdeen	3093	Alexander Young Elementary	4	18	57.9	26.3	10.5	26.3	31.6	5.3	42.1	57.9	0.0	18	73.7	0.0	21.1	31.6	42.1	5.3	26.3	57.9	0.0	18	36.8	5.3	63.2	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	31.6	26.3	21.1	21.1	3.05	2.53	NA
2003-04	Educational Service District 113	14	Grays Harbor	14005	Aberdeen	3093	Alexander Young Elementary	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	17	11.1	61.1	22.2	11.1	0.0	5.6	88.9	0.0	NA	NA	NA	NA	NA	NA	1.39
2003-04	Educational Service District 113	14	Grays Harbor	14005	Aberdeen	3216	Central Park Elementary	4	27	57.1	21.4	17.9	46.4	10.7	3.6	42.9	46.4	0.0	28	75.0	3.6	21.4	57.1	17.9	0.0	25.0	71.4	0.0	28	39.3	0.0	60.7	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	35.7	21.4	21.4	21.4	2.89	2.39	NA
2003-04	Educational Service District 113	14	Grays Harbor	14005	Aberdeen	3216	Central Park Elementary	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	33	33.3	18.2	48.5	33.3	0.0	0.0	66.7	0.0	NA	NA	NA	NA	NA	NA	2.15
2003-04	Educational Service District 113	14	Grays Harbor	14005	Aberdeen	3476	J. M. Weatherwax High School	10	219	33.5	33.9	25.4	18.2	15.3	7.2	66.5	NA	0.4	210	56.8	16.1	16.1	15.3	41.5	11.0	43.2	NA	0.4	198	55.7	15.7	44.3	0.4	0	NA	NA	NA	NA	207	19.1	48.7	19.9	18.6	0.4	12.3	80.9	0.4	29.2	19.1	19.9	31.8	2.60	2.00	1.46
2003-04	Educational Service District 113	14	Grays Harbor	14005	Aberdeen	3857	Harbor High School	10	31	12.9	61.3	25.8	6.5	6.5	0.0	87.1	NA	0.0	31	22.6	41.9	35.5	9.7	12.9	0.0	77.4	NA	0.0	31	35.5	0.0	64.5	0.0	0	NA	NA	NA	NA	32	6.3	93.8	0.0	6.3	0.0	0.0	93.8	0.0	9.7	9.7	22.6	58.1	1.94	1.58	1.13
2003-04	Educational Service District 113	14	Grays Harbor	14005	Aberdeen	4267	Grays Harbor Juvenile Detention	10	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2003-04	Educational Service District 113	14	Grays Harbor	14028	Hoquiam	2098	Washington Elementary	4	46	39.1	26.1	34.8	30.4	8.7	0.0	60.9	32.6	0.0	46	60.9	4.3	34.8	50.0	10.9	0.0	39.1	47.8	0.0	46	47.8	0.0	52.2	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	19.6	30.4	28.3	21.7	2.67	2.22	NA
2003-04	Educational Service District 113	14	Grays Harbor	14028	Hoquiam	2098	Washington Elementary	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	55	8.9	53.6	35.7	8.9	0.0	1.8	91.1	0.0	NA	NA	NA	NA	NA	NA	1.52
2003-04	Educational Service District 113	14	Grays Harbor	14028	Hoquiam	2391	Hoquiam Middle School	7	168	40.7	39.0	18.0	25.0	15.7	2.3	59.3	33.7	0.0	168	51.7	11.6	34.3	30.8	20.9	2.3	48.3	44.2	0.0	166	42.4	3.5	57.6	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	30.8	15.1	12.2	41.9	2.56	2.13	NA
2003-04	Educational Service District 113	14	Grays Harbor	14028	Hoquiam	2391	Hoquiam Middle School	8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	199	34.7	30.7	33.2	30.7	4.0	1.5	65.3	0.0	NA	NA	NA	NA	NA	NA	2.05
2003-04	Educational Service District 113	14	Grays Harbor	14028	Hoquiam	2972	Central Elementary	4	51	60.8	11.8	27.5	33.3	27.5	0.0	39.2	56.9	0.0	51	88.2	0.0	11.8	70.6	17.6	0.0	11.8	80.4	0.0	51	62.7	0.0	37.3	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	45.1	29.4	17.6	7.8	3.06	2.76	NA
2003-04	Educational Service District 113	14	Grays Harbor	14028	Hoquiam	2972	Central Elementary	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	53	13.2	34.0	52.8	13.2	0.0	0.0	86.8	0.0	NA	NA	NA	NA	NA	NA	1.79
2003-04	Educational Service District 113	14	Grays Harbor	14028	Hoquiam	3621	Lincoln Elementary	4	47	45.8	27.1	25.0	35.4	10.4	2.1	54.2	33.3	2.0	47	68.8	4.2	25.0	54.2	14.6	2.1	31.3	62.5	2.0	47	43.8	2.1	56.3	2.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	27.1	29.2	18.8	25.0	2.75	2.25	NA
2003-04	Educational Service District 113	14	Grays Harbor	14028	Hoquiam	3621	Lincoln Elementary	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	55	30.9	32.7	36.4	25.5	5.5	0.0	69.1	0.0	NA	NA	NA	NA	NA	NA	2.04
2003-04	Educational Service District 113	14	Grays Harbor	14028	Hoquiam	3621	Lincoln Elementary	7	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2003-04	Educational Service District 113	14	Grays Harbor	14028	Hoquiam	3621	Lincoln Elementary	8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2003-04	Educational Service District 113	14	Grays Harbor	14028	Hoquiam	3622	Hoquiam High School	10	145	30.1	39.8	17.5	15.1	15.1	12.7	69.9	NA	0.0	146	57.2	13.3	17.5	19.3	38.0	12.0	42.8	NA	0.0	141	50.6	15.1	49.4	0.0	0	NA	NA	NA	NA	146	24.1	43.4	20.5	24.1	0.0	12.0	75.9	0.0	26.5	20.5	17.5	35.5	2.58	1.80	1.57
2003-04	Educational Service District 113	14	Grays Harbor	14064	North Beach	2728	North Beach High School	10	47	39.2	25.5	27.5	23.5	15.7	7.8	60.8	NA	0.0	49	70.6	7.8	17.6	21.6	49.0	3.9	29.4	NA	0.0	48	72.5	5.9	27.5	0.0	0	NA	NA	NA	NA	49	33.3	43.1	19.6	33.3	0.0	3.9	66.7	0.0	37.3	31.4	7.8	23.5	3.04	2.14	1.82
2003-04	Educational Service District 113	14	Grays Harbor	14064	North Beach	3155	Pacific Beach Elementary	4	10	90.0	0.0	10.0	60.0	30.0	0.0	10.0	90.0	0.0	10	90.0	0.0	10.0	30.0	60.0	0.0	10.0	90.0	0.0	10	100.0	0.0	0.0	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	80.0	20.0	NA	NA	3.50	3.20	NA
2003-04	Educational Service District 113	14	Grays Harbor	14064	North Beach	3787	Ocean Shores Elementary	4	46	44.7	21.3	31.9	23.4	21.3	2.1	55.3	44.7	0.0	46	74.5	6.4	17.0	57.4	17.0	2.1	25.5	74.5	0.0	46	57.4	2.1	42.6	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	38.3	19.1	23.4	19.1	2.81	2.40	NA
2003-04	Educational Service District 113	14	Grays Harbor	14064	North Beach	3788	North Beach Middle School	7	60	36.7	43.3	20.0	20.0	16.7	0.0	63.3	26.7	0.0	60	58.3	6.7	35.0	31.7	26.7	0.0	41.7	48.3	0.0	60	51.7	0.0	48.3	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	26.7	28.3	10.0	35.0	2.78	2.10	NA
2003-04	Educational Service District 113	14	Grays Harbor	14064	North Beach	3788	North Beach Middle School	8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	74	26.3	31.3	35.0	21.3	5.0	7.5	73.8	0.0	NA	NA	NA	NA	NA	NA	1.85
2003-04	Educational Service District 113	14	Grays Harbor	14065	Mccleary	2835	McCleary Elementary	4	33	51.5	12.1	36.4	33.3	18.2	0.0	48.5	48.5	0.0	32	90.9	0.0	6.1	54.5	36.4	3.0	9.1	87.9	0.0	33	72.7	0.0	27.3	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	39.4	36.4	24.2	NA	3.21	2.58	NA
2003-04	Educational Service District 113	14	Grays Harbor	14065	Mccleary	2835	McCleary Elementary	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	22	8.3	33.3	50.0	8.3	0.0	8.3	91.7	0.0	NA	NA	NA	NA	NA	NA	1.58
2003-04	Educational Service District 113	14	Grays Harbor	14065	Mccleary	2835	McCleary Elementary	7	33	24.2	39.4	36.4	18.2	6.1	0.0	75.8	15.2	2.9	33	48.5	9.1	42.4	36.4	12.1	0.0	51.5	39.4	2.9	33	60.6	0.0	39.4	2.9	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	12.1	30.3	36.4	21.2	2.52	1.91	NA
2003-04	Educational Service District 113	14	Grays Harbor	14065	Mccleary	2835	McCleary Elementary	8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	30	18.2	42.4	30.3	18.2	0.0	9.1	81.8	0.0	NA	NA	NA	NA	NA	NA	1.58
2003-04	Educational Service District 113	14	Grays Harbor	14066	Montesano	2180	Montesano Junior-Senior High	7	124	49.6	32.3	15.7	29.1	20.5	2.4	50.4	41.7	0.0	124	50.4	11.0	36.2	23.6	26.8	2.4	49.6	45.7	0.0	124	48.0	2.4	52.0	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	33.9	14.2	18.1	33.9	2.61	2.33	NA
2003-04	Educational Service District 113	14	Grays Harbor	14066	Montesano	2180	Montesano Junior-Senior High	8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	115	42.0	21.0	33.6	39.5	2.5	3.4	58.0	0.0	NA	NA	NA	NA	NA	NA	2.17
2003-04	Educational Service District 113	14	Grays Harbor	14066	Montesano	2180	Montesano Junior-Senior High	10	113	38.8	31.4	23.1	24.8	14.0	6.6	61.2	NA	0.0	113	60.8	18.3	15.0	12.5	48.3	5.8	39.2	NA	0.0	111	54.2	7.5	45.8	0.0	0	NA	NA	NA	NA	109	22.5	50.0	18.3	22.5	0.0	9.2	77.5	0.0	29.8	27.3	9.1	33.9	2.79	2.08	1.54
2003-04	Educational Service District 113	14	Grays Harbor	14066	Montesano	3374	Simpson Avenue Elementary	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	83	50.6	10.8	38.6	44.6	6.0	0.0	49.4	0.0	NA	NA	NA	NA	NA	NA	2.46
2003-04	Educational Service District 113	14	Grays Harbor	14066	Montesano	3661	Beacon Avenue Elementary	4	69	65.2	21.7	13.0	42.0	23.2	0.0	34.8	59.4	0.0	69	82.6	0.0	17.4	44.9	37.7	0.0	17.4	76.8	0.0	68	62.3	1.4	37.7	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	49.3	26.1	10.1	14.5	3.20	2.67	NA
2003-04	Educational Service District 113	14	Grays Harbor	14068	Elma	1629	East Grays Harbor Learning	10	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	0	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2003-04	Educational Service District 113	14	Grays Harbor	14068	Elma	2137	Elma High School	10	155	38.4	40.9	15.2	25.0	13.4	5.5	61.6	NA	0.0	152	59.1	13.4	20.1	18.3	40.9	7.3	40.9	NA	0.0	148	59.8	9.8	40.2	0.0	0	NA	NA	NA	NA	151	18.9	51.2	22.0	18.9	0.0	7.9	81.1	0.0	30.5	27.4	11.0	31.1	2.72	2.00	1.52
2003-04	Educational Service District 113	14	Grays Harbor	14068	Elma	3217	Elma Elementary	4	109	49.5	19.3	31.2	31.2	18.3	0.0	50.5	49.5	0.0	109	68.8	7.3	23.9	48.6	20.2	0.0	31.2	64.2	0.0	109	39.4	0.0	60.6	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	26.6	30.3	17.4	25.7	2.82	2.49	NA
