SchoolYear	ESD	CountyNumber	County	CountyDistrictNumber	District	BuildingNumber	School	GradeTested	MathTotalTested	MathPercentMetStandard	MathPercentLevel1	MathPercentLevel2	MathPercentLevel3	MathPercentLevel4	MathPercentNotTested	MathPercentNotMet	MathPercentMet2003Standard	MathPercentWAAS	ReadingTotalTested	ReadingPercentMetStandard	ReadingPercentLevel1	ReadingPercentLevel2	ReadingPercentLevel3	ReadingPercentLevel4	ReadingPercentNotTested	ReadingPercentNotMet	ReadingPercentMet2003Standard	ReadingPercentWAAS	WritingTotalTested	WritingPercentMetStandard	WritingPercentNotTested	WritingPercentNotMet	WritingPercentWAAS	ListeningTotalTested	ListeningPercentMetStandard	ListeningPercentNotTested	ListeningPercentNotMet	ListeningPercentWAAS	ScienceTotalTested	SciencePercentMetStandard	SciencePercentLevel1	SciencePercentLevel2	SciencePercentLevel3	SciencePercentLevel4	SciencePercentNotTested	SciencePercentNotMet	SciencePercentWAAS	PercentMet3Standards	PercentMet2Standards	PercentMet1Standards	PercentMet0Standards	ReadingLevelIndex	MathLevelIndex	ScienceLevelIndex
2003-04	Educational Service District 123	03	Benton	03017	Kennewick	4072	Canyon View Elementary	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	74	21.8	25.6	47.4	21.8	0.0	5.1	78.2	0.0	NA	NA	NA	NA	NA	NA	1.86
2003-04	Educational Service District 123	03	Benton	03017	Kennewick	4073	Southgate Elementary	4	87	88.5	2.3	9.2	34.5	54.0	0.0	11.5	82.8	0.0	87	92.0	1.1	6.9	44.8	47.1	0.0	8.0	86.2	0.0	86	83.9	1.1	16.1	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	77.0	13.8	5.7	3.4	3.38	3.40	NA
2003-04	Educational Service District 123	03	Benton	03017	Kennewick	4073	Southgate Elementary	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	98	40.0	12.0	46.0	36.0	4.0	2.0	60.0	0.0	NA	NA	NA	NA	NA	NA	2.28
2003-04	Educational Service District 123	03	Benton	03017	Kennewick	4136	Sunset View Elementary	4	102	88.2	3.9	7.8	25.5	62.7	0.0	11.8	86.3	0.0	102	93.1	0.0	6.9	46.1	47.1	0.0	6.9	89.2	0.0	102	87.3	0.0	12.7	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	79.4	12.7	4.9	2.9	3.40	3.47	NA
2003-04	Educational Service District 123	03	Benton	03017	Kennewick	4136	Sunset View Elementary	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	93	58.1	10.8	31.2	50.5	7.5	0.0	41.9	0.0	NA	NA	NA	NA	NA	NA	2.55
2003-04	Educational Service District 123	03	Benton	03017	Kennewick	4181	Lincoln Elementary	4	80	72.5	8.8	18.8	40.0	32.5	0.0	27.5	71.3	3.5	80	82.5	0.0	17.5	57.5	25.0	0.0	17.5	78.8	3.5	80	71.3	0.0	28.8	3.5	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	55.0	26.3	8.8	10.0	3.08	2.96	NA
2003-04	Educational Service District 123	03	Benton	03017	Kennewick	4181	Lincoln Elementary	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	62	29.4	27.9	33.8	23.5	5.9	8.8	70.6	0.0	NA	NA	NA	NA	NA	NA	1.90
2003-04	Educational Service District 123	03	Benton	03017	Kennewick	4202	Cascade Elementary	4	78	67.9	9.0	23.1	29.5	38.5	0.0	32.1	66.7	0.0	78	84.6	2.6	12.8	46.2	38.5	0.0	15.4	78.2	0.0	78	67.9	0.0	32.1	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	48.7	30.8	12.8	7.7	3.21	2.97	NA
2003-04	Educational Service District 123	03	Benton	03017	Kennewick	4202	Cascade Elementary	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	85	41.2	12.9	45.9	37.6	3.5	0.0	58.8	0.0	NA	NA	NA	NA	NA	NA	2.32
2003-04	Educational Service District 123	03	Benton	03017	Kennewick	4418	Amistad Elementary	4	74	37.8	33.8	28.4	8.1	29.7	0.0	62.2	37.8	0.0	74	56.8	10.8	32.4	31.1	25.7	0.0	43.2	45.9	0.0	73	47.3	1.4	52.7	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	28.4	16.2	24.3	31.1	2.72	2.34	NA
2003-04	Educational Service District 123	03	Benton	03017	Kennewick	4418	Amistad Elementary	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	73	30.1	42.5	27.4	27.4	2.7	0.0	69.9	0.0	NA	NA	NA	NA	NA	NA	1.90
2003-04	Educational Service District 123	03	Benton	03017	Kennewick	4429	Horse Heaven Hill Middle School	7	302	49.8	24.8	25.1	28.4	21.5	0.3	50.2	41.3	1.0	300	66.2	4.3	28.8	38.4	27.8	0.7	33.8	54.3	1.3	300	55.4	1.0	44.6	1.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	35.6	22.4	19.5	22.4	2.88	2.46	NA
2003-04	Educational Service District 123	03	Benton	03017	Kennewick	4429	Horse Heaven Hill Middle School	8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	278	36.0	21.6	40.6	35.7	0.4	1.8	64.0	0.4	NA	NA	NA	NA	NA	NA	2.11
2003-04	Educational Service District 123	03	Benton	03017	Kennewick	4446	Ridge View Elementary	4	84	95.2	0.0	4.8	29.8	65.5	0.0	4.8	89.3	0.0	84	96.4	0.0	3.6	44.0	52.4	0.0	3.6	91.7	0.0	84	86.9	0.0	13.1	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	83.3	13.1	2.4	1.2	3.49	3.61	NA
2003-04	Educational Service District 123	03	Benton	03017	Kennewick	4446	Ridge View Elementary	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	101	57.4	5.9	36.6	46.5	10.9	0.0	42.6	0.0	NA	NA	NA	NA	NA	NA	2.62
2003-04	Educational Service District 123	03	Benton	03017	Kennewick	4484	Southridge High School	10	324	48.5	28.2	22.7	25.5	23.0	0.6	51.5	NA	0.3	326	75.2	7.6	16.8	16.2	59.0	0.3	24.8	NA	0.0	321	82.9	1.8	17.1	0.0	0	NA	NA	NA	NA	325	40.1	33.6	25.7	38.8	1.2	0.6	59.9	0.0	45.3	27.8	15.0	11.9	3.26	2.42	2.06
2003-04	Educational Service District 123	03	Benton	03050	Paterson	2133	Paterson Elementary	4	12	50.0	33.3	16.7	33.3	16.7	0.0	50.0	50.0	0.0	12	50.0	8.3	41.7	25.0	25.0	0.0	50.0	50.0	0.0	12	50.0	0.0	50.0	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	33.3	16.7	16.7	33.3	2.67	2.33	NA
2003-04	Educational Service District 123	03	Benton	03050	Paterson	2133	Paterson Elementary	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	18	16.7	50.0	33.3	16.7	0.0	0.0	83.3	0.0	NA	NA	NA	NA	NA	NA	1.67
2003-04	Educational Service District 123	03	Benton	03050	Paterson	2133	Paterson Elementary	7	12	33.3	25.0	41.7	16.7	16.7	0.0	66.7	25.0	0.0	12	66.7	8.3	25.0	50.0	16.7	0.0	33.3	50.0	0.0	12	75.0	0.0	25.0	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	25.0	41.7	16.7	16.7	2.75	2.25	NA
2003-04	Educational Service District 123	03	Benton	03050	Paterson	2133	Paterson Elementary	8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2003-04	Educational Service District 123	03	Benton	03052	Kiona-Benton City	2904	Kiona-Benton City High School	10	108	40.4	36.8	17.5	22.8	17.5	5.3	59.6	NA	0.0	106	56.3	16.1	22.3	13.4	42.9	5.4	43.8	NA	0.0	103	51.4	7.2	48.6	0.0	0	NA	NA	NA	NA	100	27.8	41.7	17.4	27.8	0.0	13.0	72.2	0.0	30.7	21.9	9.6	37.7	2.72	2.11	1.60
2003-04	Educational Service District 123	03	Benton	03052	Kiona-Benton City	3961	Kiona-Benton City Middle School	7	126	30.2	39.5	27.9	16.3	14.0	2.3	69.8	24.0	2.2	127	56.6	3.1	38.8	30.2	26.4	1.6	43.4	46.5	2.2	122	61.2	5.4	38.8	2.2	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	24.0	28.7	18.6	28.7	2.77	2.00	NA
2003-04	Educational Service District 123	03	Benton	03052	Kiona-Benton City	3961	Kiona-Benton City Middle School	8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	134	23.2	26.8	44.4	21.8	1.4	5.6	76.8	0.0	NA	NA	NA	NA	NA	NA	1.87
2003-04	Educational Service District 123	03	Benton	03053	Finley	2367	River View High School	10	77	30.4	40.5	26.6	20.3	10.1	2.5	69.6	NA	0.0	77	53.2	17.7	26.6	17.7	35.4	2.5	46.8	NA	0.0	75	49.4	5.1	50.6	0.0	0	NA	NA	NA	NA	76	17.7	58.2	20.3	16.5	1.3	3.8	82.3	0.0	24.1	21.5	17.7	36.7	2.66	1.95	1.53
2003-04	Educational Service District 123	03	Benton	03053	Finley	3078	Finley Elementary	4	71	38.9	34.7	25.0	22.2	16.7	1.4	61.1	38.9	2.7	71	70.8	4.2	23.6	56.9	13.9	1.4	29.2	56.9	2.7	71	38.9	1.4	61.1	2.7	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	22.2	27.8	26.4	23.6	2.78	2.18	NA
2003-04	Educational Service District 123	03	Benton	03053	Finley	4031	Finley Middle School	7	95	28.4	43.2	28.4	25.3	3.2	0.0	71.6	22.1	2.0	95	47.4	14.7	37.9	31.6	15.8	0.0	52.6	38.9	2.0	94	32.6	1.1	67.4	2.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	17.9	16.8	21.1	44.2	2.48	1.88	NA
2003-04	Educational Service District 123	03	Benton	03053	Finley	4031	Finley Middle School	8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	94	24.5	33.7	37.8	24.5	0.0	4.1	75.5	0.0	NA	NA	NA	NA	NA	NA	1.83
2003-04	Educational Service District 123	03	Benton	03116	Prosser	1728	Prosser Falls Education Center	10	14	7.1	71.4	21.4	0.0	7.1	0.0	92.9	NA	0.0	14	14.3	42.9	42.9	14.3	0.0	0.0	85.7	NA	0.0	14	21.4	0.0	78.6	0.0	0	NA	NA	NA	NA	14	7.1	78.6	14.3	7.1	0.0	0.0	92.9	0.0	7.1	NA	21.4	71.4	1.71	1.43	1.29
2003-04	Educational Service District 123	03	Benton	03116	Prosser	2508	Prosser High School	10	213	27.3	44.9	26.4	14.8	12.5	1.4	72.7	NA	0.9	212	48.6	22.2	27.3	13.9	34.7	1.9	51.4	NA	0.9	209	49.1	3.2	50.9	0.9	0	NA	NA	NA	NA	207	20.4	55.1	20.4	19.4	0.9	4.2	79.6	0.9	22.2	20.4	17.6	39.8	2.57	1.92	1.58
2003-04	Educational Service District 123	03	Benton	03116	Prosser	2905	Whitstran Elementary	4	44	40.9	15.9	43.2	27.3	13.6	0.0	59.1	36.4	4.3	44	63.6	9.1	27.3	45.5	18.2	0.0	36.4	56.8	4.3	44	52.3	0.0	47.7	4.3	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	31.8	25.0	11.4	31.8	2.73	2.39	NA
2003-04	Educational Service District 123	03	Benton	03116	Prosser	2905	Whitstran Elementary	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	48	22.9	18.8	58.3	20.8	2.1	0.0	77.1	0.0	NA	NA	NA	NA	NA	NA	2.06
2003-04	Educational Service District 123	03	Benton	03116	Prosser	2906	Housel Middle School	7	232	36.8	36.3	26.1	25.6	11.1	0.9	63.2	26.5	0.4	230	46.2	12.0	40.2	28.6	17.5	1.7	53.8	35.5	0.4	228	35.5	2.6	64.5	0.4	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	19.7	19.7	20.1	40.6	2.48	2.10	NA
2003-04	Educational Service District 123	03	Benton	03116	Prosser	2906	Housel Middle School	8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	213	30.3	35.3	32.1	26.1	4.1	2.3	69.7	0.0	NA	NA	NA	NA	NA	NA	1.94
2003-04	Educational Service District 123	03	Benton	03116	Prosser	3316	Prosser Heights Elementary	4	147	65.5	12.8	20.9	27.7	37.8	0.7	34.5	61.5	2.0	146	81.8	2.7	14.2	47.3	34.5	1.4	18.2	77.0	2.0	146	60.1	1.4	39.9	2.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	47.3	27.0	11.5	14.2	3.11	2.89	NA
2003-04	Educational Service District 123	03	Benton	03116	Prosser	3316	Prosser Heights Elementary	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	169	21.2	39.4	38.8	17.6	3.5	0.6	78.8	0.6	NA	NA	NA	NA	NA	NA	1.84
2003-04	Educational Service District 123	03	Benton	03400	Richland	2642	Jefferson Elementary	4	53	69.8	11.3	18.9	24.5	45.3	0.0	30.2	67.9	0.0	53	77.4	1.9	20.8	41.5	35.8	0.0	22.6	67.9	0.0	53	62.3	0.0	37.7	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	50.9	24.5	7.5	17.0	3.11	3.04	NA
2003-04	Educational Service District 123	03	Benton	03400	Richland	2642	Jefferson Elementary	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	54	24.1	29.6	46.3	24.1	0.0	0.0	75.9	0.0	NA	NA	NA	NA	NA	NA	1.94
2003-04	Educational Service District 123	03	Benton	03400	Richland	2656	Marcus Whitman Elementary	4	75	49.4	18.2	29.9	36.4	13.0	2.6	50.6	48.1	0.0	77	63.6	7.8	28.6	51.9	11.7	0.0	36.4	53.2	0.0	75	44.2	2.6	55.8	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	27.3	27.3	20.8	24.7	2.68	2.39	NA
2003-04	Educational Service District 123	03	Benton	03400	Richland	2656	Marcus Whitman Elementary	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	65	29.2	21.5	49.2	29.2	0.0	0.0	70.8	0.0	NA	NA	NA	NA	NA	NA	2.08
2003-04	Educational Service District 123	03	Benton	03400	Richland	2657	Lewis & Clark Elementary	4	79	67.1	8.9	24.1	21.5	45.6	0.0	32.9	67.1	0.0	79	78.5	3.8	17.7	34.2	44.3	0.0	21.5	74.7	0.0	79	70.9	0.0	29.1	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	63.3	6.3	13.9	16.5	3.19	3.04	NA
2003-04	Educational Service District 123	03	Benton	03400	Richland	2657	Lewis & Clark Elementary	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	92	52.7	14.0	32.3	35.5	17.2	1.1	47.3	0.0	NA	NA	NA	NA	NA	NA	2.54
2003-04	Educational Service District 123	03	Benton	03400	Richland	2721	Carmichael Middle School	7	288	58.6	20.5	19.5	25.7	32.9	1.4	41.4	50.7	0.7	287	60.3	3.8	34.8	31.0	29.3	1.0	39.7	50.3	0.7	289	61.7	0.3	38.3	0.7	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	39.4	23.3	15.1	22.3	2.84	2.68	NA
2003-04	Educational Service District 123	03	Benton	03400	Richland	2721	Carmichael Middle School	8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	284	45.3	14.4	40.0	42.8	2.5	0.4	54.7	1.0	NA	NA	NA	NA	NA	NA	2.33
2003-04	Educational Service District 123	03	Benton	03400	Richland	2785	Chief Joseph Middle School	7	244	59.8	16.0	24.2	30.7	29.1	0.0	40.2	53.7	0.0	242	65.6	5.3	28.3	34.8	30.7	0.8	34.4	55.7	0.0	242	63.5	0.8	36.5	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	44.3	19.3	17.6	18.9	2.89	2.73	NA
2003-04	Educational Service District 123	03	Benton	03400	Richland	2785	Chief Joseph Middle School	8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	242	44.6	14.5	38.2	43.0	1.6	2.8	55.4	2.7	NA	NA	NA	NA	NA	NA	2.26
2003-04	Educational Service District 123	03	Benton	03400	Richland	2786	Jason Lee Elementary	4	95	60.0	11.6	28.4	33.7	26.3	0.0	40.0	58.9	2.0	95	75.8	2.1	22.1	50.5	25.3	0.0	24.2	69.5	2.0	95	58.9	0.0	41.1	2.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	44.2	23.2	15.8	16.8	2.99	2.75	NA
2003-04	Educational Service District 123	03	Benton	03400	Richland	2786	Jason Lee Elementary	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	121	33.6	29.5	36.1	29.5	4.1	0.8	66.4	0.8	NA	NA	NA	NA	NA	NA	2.07
2003-04	Educational Service District 123	03	Benton	03400	Richland	3511	Richland High School	10	477	53.9	23.7	21.4	21.8	32.2	1.0	46.1	NA	0.2	470	76.9	6.7	14.1	15.2	61.7	2.3	23.1	NA	0.2	466	75.9	3.1	24.1	0.2	0	NA	NA	NA	NA	467	45.1	30.8	21.2	41.2	4.0	2.9	54.9	0.2	48.3	23.2	14.9	13.5	3.27	2.60	2.12
2003-04	Educational Service District 123	03	Benton	03400	Richland	3732	Sacajawea Elementary	4	71	69.0	14.1	16.9	35.2	33.8	0.0	31.0	67.6	8.9	71	81.7	4.2	14.1	36.6	45.1	0.0	18.3	78.9	8.9	70	60.6	1.4	39.4	8.9	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	49.3	23.9	15.5	11.3	3.23	2.89	NA
2003-04	Educational Service District 123	03	Benton	03400	Richland	3732	Sacajawea Elementary	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	54	30.9	32.7	34.5	29.1	1.8	1.8	69.1	3.4	NA	NA	NA	NA	NA	NA	1.96
2003-04	Educational Service District 123	03	Benton	03400	Richland	3833	Hanford High School	10	292	61.3	24.3	14.4	25.7	35.6	0.0	38.7	NA	1.7	291	70.5	9.9	19.2	12.0	58.6	0.3	29.5	NA	1.7	289	69.5	1.0	30.5	1.7	0	NA	NA	NA	NA	291	47.9	29.1	22.6	44.9	3.1	0.3	52.1	1.7	53.1	15.8	10.6	20.5	3.18	2.73	2.21
2003-04	Educational Service District 123	03	Benton	03400	Richland	3926	Hanford Middle School	7	257	61.6	21.3	16.7	32.6	29.1	0.4	38.4	51.6	0.0	256	62.0	7.0	30.2	32.6	29.5	0.8	38.0	53.5	0.0	256	54.7	0.8	45.3	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	43.8	17.4	12.0	26.7	2.83	2.69	NA
2003-04	Educational Service District 123	03	Benton	03400	Richland	3926	Hanford Middle School	8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	259	44.4	19.7	35.9	41.3	3.1	0.0	55.6	0.0	NA	NA	NA	NA	NA	NA	2.28
2003-04	Educational Service District 123	03	Benton	03400	Richland	4059	Tapteal Elementary	4	85	57.0	10.5	31.4	27.9	29.1	1.2	43.0	53.5	0.0	86	72.1	3.5	24.4	45.3	26.7	0.0	27.9	59.3	0.0	86	41.9	0.0	58.1	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	36.0	24.4	14.0	25.6	2.95	2.73	NA
2003-04	Educational Service District 123	03	Benton	03400	Richland	4059	Tapteal Elementary	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	91	38.5	22.0	39.6	36.3	2.2	0.0	61.5	0.0	NA	NA	NA	NA	NA	NA	2.19
2003-04	Educational Service District 123	03	Benton	03400	Richland	4060	Badger Mountain Elementary	4	100	68.0	12.0	20.0	27.0	41.0	0.0	32.0	66.0	0.0	100	78.0	3.0	19.0	45.0	33.0	0.0	22.0	72.0	0.0	99	62.0	1.0	38.0	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	53.0	20.0	9.0	18.0	3.08	2.97	NA
2003-04	Educational Service District 123	03	Benton	03400	Richland	4060	Badger Mountain Elementary	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	131	45.5	14.4	39.4	43.2	2.3	0.8	54.5	0.0	NA	NA	NA	NA	NA	NA	2.32
2003-04	Educational Service District 123	03	Benton	03400	Richland	4295	Rivers Edge High School	10	30	11.8	52.9	23.5	8.8	2.9	11.8	88.2	NA	0.0	29	32.4	14.7	38.2	17.6	14.7	14.7	67.6	NA	0.0	29	52.9	14.7	47.1	0.0	0	NA	NA	NA	NA	30	8.8	70.6	8.8	8.8	0.0	11.8	91.2	0.0	5.9	23.5	32.4	38.2	2.03	1.38	1.15
2003-04	Educational Service District 123	03	Benton	03400	Richland	4543	Wiley Elementary	4	84	75.0	8.3	16.7	34.5	40.5	0.0	25.0	70.2	1.2	84	85.7	2.4	11.9	56.0	29.8	0.0	14.3	77.4	1.2	84	64.3	0.0	35.7	1.2	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	54.8	23.8	13.1	8.3	3.13	3.07	NA
2003-04	Educational Service District 123	03	Benton	03400	Richland	4543	Wiley Elementary	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	101	27.7	17.8	54.5	25.7	2.0	0.0	72.3	0.0	NA	NA	NA	NA	NA	NA	2.12
2003-04	North Central Educational Service District 171	04	Chelan	04019	Manson	2196	Manson Elementary	4	56	53.6	26.8	19.6	17.9	35.7	0.0	46.4	51.8	0.0	56	69.6	7.1	23.2	53.6	16.1	0.0	30.4	60.7	0.0	56	46.4	0.0	53.6	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	32.1	28.6	16.1	23.2	2.79	2.62	NA
2003-04	North Central Educational Service District 171	04	Chelan	04019	Manson	2196	Manson Elementary	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	35	2.9	62.9	34.3	2.9	0.0	0.0	97.1	0.0	NA	NA	NA	NA	NA	NA	1.40
2003-04	North Central Educational Service District 171	04	Chelan	04019	Manson	2623	Manson Junior-Senior High	7	45	24.4	51.1	24.4	13.3	11.1	0.0	75.6	20.0	0.0	45	44.4	8.9	46.7	24.4	20.0	0.0	55.6	35.6	0.0	45	46.7	0.0	53.3	0.0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	17.8	22.2	17.8	42.2	2.56	1.84	NA
2003-04	North Central Educational Service District 171	04	Chelan	04019	Manson	2623	Manson Junior-Senior High	8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	47	20.8	39.6	37.5	18.8	2.1	2.1	79.2	0.0	NA	NA	NA	NA	NA	NA	1.79
2003-04	North Central Educational Service District 171	04	Chelan	04019	Manson	2623	Manson Junior-Senior High	10	37	32.4	37.8	29.7	18.9	13.5	0.0	67.6	NA	0.0	36	62.2	2.7	32.4	16.2	45.9	2.7	37.8	NA	0.0	35	78.4	5.4	21.6	0.0	0	NA	NA	NA	NA	36	8.3	61.1	30.6	5.6	2.8	0.0	91.7	0.0	29.7	24.3	35.1	10.8	3.00	2.08	1.50
2003-04	North Central Educational Service District 171	04	Chelan	04069	Stehekin	2265	Stehekin Elementary	4	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2003-04	North Central Educational Service District 171	04	Chelan	04069	Stehekin	2265	Stehekin Elementary	7	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2003-04	North Central Educational Service District 171	04	Chelan	04069	Stehekin	2265	Stehekin Elementary	8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
