PK	BuildingNumber	GradeTested	ReadingPercentMet	MathPercentMet	WritingPercentMet	SciencePercentMet
1	3075	3				
2	3075	4	90	50	40	
3	3075	5				
4	3075	6				
5	3075	7				
6	3075	8				
7	3075	10				
8	3142	3				
9	3142	4				
10	3142	5				
11	3142	6				
12	2902	3	47.2	51.4		
13	2902	4	46.8	40.5	32.9	
14	2902	5	56	51.3		49.3
15	2961	3	48.1	51.9		
16	2961	4	52.1	63	47.9	
17	2961	5	31.1	41.9		32.9
18	3015	4				
19	3015	10	75.1		84.9	
20	3471	6	56.9	47.5		
21	3471	7	60.3	59.6	66.3	
22	3471	8	66.5	48.4		58.9
23	3730	3	59.3	49.4		
24	3730	4	75.3	49.4	37.7	
25	3730	5	68.1	65.3		47.2
26	2903	8				
27	2903	10				
28	3421	3	80	73.3		
29	3421	4	73.3	86.7	66.7	
30	3421	5				
31	2132	10	89.3		75.9	
32	2719	3	88.9	77.8		
33	2719	4	66.7	55.6	61.1	
34	2719	5	63.6	54.5		51.5
35	2719	6	48.1	25.9		
36	2719	7	57.1	42.9	62.9	
37	2719	8	38.9	27.8		55.6
38	1617	7				
39	1617	10	46.2		64	
40	2299	5				
41	2299	8				
42	2299	10	89		93.2	
43	2501	7	71	53.1	68.1	
44	2501	8	76.1	60.8		76.6
45	2823	3	63	47.8		
46	2823	4	50	45.3	28.3	
47	2823	5	77.4	43.4		49.1
48	2823	6	50	42		
49	2962	3	71	64.5		
50	2962	4	66.7	66.7	58.3	
51	2962	5	51.5	36.4		57.6
52	2962	6	55.6	44.4		
53	3266	3	63.3	46.9		
54	3266	4	46	36.7	42	
55	3266	5	60.4	47.9		58.3
56	3266	6	65.4	40.4		
57	3616	4				
58	3616	6				
59	3616	8				
60	4384	3	68.9	68.9		
61	4384	4	79.2	62.3	79.2	
62	4384	5	85.5	81.5		85.2
63	4384	6	86.3	72.5		
64	2434	7	69.4	77.6	65.3	
65	2434	8	81.3	62.5		83.3
66	2434	10	90		94.9	
67	2507	3	85.4	85.4		
68	2507	4	80	70.9	65.5	
69	2507	5	83	85.1		83
70	2507	6	83.6	83.6		
71	1884	6				
72	1884	7				
73	1884	8				
74	1884	10	55.9		55.2	
75	2824	3	64.4	46		
76	2824	4	57.1	41.6	55.3	
77	2824	5	54.2	44.6		48.2
78	2825	3	41	28.6		
79	2825	4	56	44	47.4	
80	2825	5	51.3	25		34.7
81	2826	10	81.1		81.1	
82	3077	3	65.2	50.7		
83	3077	4	69.7	43.9	74.2	
84	3077	5	61.6	42.5		54.8
85	3144	3	77.4	73.8		
86	3144	4	81.8	68.2	75	
87	3144	5	77.9	60.5		71.3
88	3267	6	46.1	27.3		
89	3267	7	53.8	33.3	50	
90	3267	8	44.4	29.2		46
91	3315	3	50.6	26.3		
92	3315	4	40.8	22.2	45.5	
93	3315	5	50	20		37.8
94	3369	3	56.8	43.8		
95	3369	4	69.2	51.9	73.1	
96	3369	5	71.6	64		67.4
97	3472	6	57.2	39.5		
98	3472	7	51.5	50.5	51.9	
99	3472	8	48.6	38.5		37.5
100	3731	10	89.5		82.4	
101	4028	6	77.7	58.6		
102	4028	7	79.9	67.2	85.7	
103	4028	8	75.7	55.2		77.3
104	4072	3	77.8	61.7		
105	4072	4	77	33.8	50	
106	4072	5	76.5	57.6		63.5
107	4073	3	85.1	68.3		
108	4073	4	86.9	75.6	82.1	
109	4073	5	87.6	73		80.9
110	4136	3	71.8	67.6		
111	4136	4	89.5	54.7	89.5	
112	4136	5	87.3	70.4		88.7
113	4181	3	86.6	76.3		
114	4181	4	87.9	64.8	73.6	
115	4181	5	76.1	65.9		81.8
116	4202	3	76.7	67.8		
117	4202	4	80.2	65.1	64	
118	4202	5	84.3	61.8		78.4
119	4418	3	40.4	22.1		
120	4418	4	36.4	26.1	31.5	
121	4418	5	45.5	23.4		32.1
122	4429	6	70.4	39.7		
123	4429	7	67.3	62.3	76.3	
124	4429	8	66.7	47.6		67
125	4446	3	92.5	80		
126	4446	4	88	89.3	96	
127	4446	5	86.6	56.7		89.7
128	4484	10	83.2		86.7	
129	2133	3	71.4	50		
130	2133	4				
131	2133	5				
132	2133	6	82.4	76.5		
133	2133	7				
134	2133	8	75	58.3		50
135	2759	3	55.1	32		
136	2904	10	73.8		80	
137	3961	6	48.5	31.1		
138	3961	7	45.8	53.4	38.5	
139	3961	8	54.6	35.3		58.8
140	2367	10	65.2		81.3	
141	3078	3	48.6	37.1		
142	3078	4	50	36.2	44.8	
143	3078	5	56.1	56.1		56.1
144	4031	6	35.8	28.4		
145	4031	7	44.7	40	51.8	
146	4031	8	47.3	40.5		43.2
147	1728	10				
148	2508	10	82.5		85.8	
149	2905	3	67.4	60.5		
150	2905	4	72.7	63.6	59.1	
151	2905	5	82.6	78.3		63
152	2906	6	67.5	46.7		
153	2906	7	60.2	60.2	72.2	
154	2906	8	57.8	52.3		60.3
155	3316	3	72	54.2		
156	3316	4	68.9	59.6	64.5	
157	3316	5	68.8	55.7		61.8
158	2642	3	81.2	61.8		
159	2642	4	53.1	27	20	
160	2642	5	60.9	58.6		61.4
161	2656	3	58	48		
162	2656	4	49.3	46.5	49.3	
163	2656	5	78.3	57.4		56.5
164	2657	3	84.4	77.1		
165	2657	4	81.2	78.2	85.1	
166	2657	5	78.4	71.6		78.4
167	2721	6	74.2	62.6		
168	2721	7	68.2	67.5	70.7	
169	2721	8	64.5	52.8		63.6
170	2785	6	72.1	52.9		
171	2785	7	59.7	52.5	67.1	
172	2785	8	57.3	40.6		60.6
173	2786	3	81.2	81.2		
174	2786	4	73.6	59.3	76.9	
175	2786	5	80	73.3		70.9
176	3511	10	87.1		88.2	
177	3732	3	77	71.3		
178	3732	4	78.6	58.6	77.1	
179	3732	5	84.7	74.1		78.8
180	3833	10	90.2		92.3	
181	3926	6	75.7	69.5		
182	3926	7	68.7	76.9	77.1	
183	3926	8	73.4	69.7		73.6
184	4059	3	73.4	76.6		
185	4059	4	78.4	71.6	74.5	
186	4059	5	78.1	76		86.5
187	4060	3	74.6	78.9		
188	4060	4	81.8	79.3	80.2	
189	4060	5	79.4	59.8		74.5
190	4295	10	70.8		67.4	
191	4543	3	78	77		
192	4543	4	83.8	69.7	68.7	
193	4543	5	83	77.7		64.9
194	2196	3	64.6	60.4		
195	2196	4	37.5	35.7	25	
196	2196	5	51	39.2		47.1
197	2196	8				
198	2623	10	76		75.5	
199	2265	3				
200	2265	4				
201	2265	5				
202	2265	6				
203	2265	7				
204	2265	8				
205	2688	3	81	71.4		
206	2688	4	50	50	42.3	
207	2688	5	73	40.5		54.1
208	3317	6	63	57.1		
209	3317	7	65.4	59.3	44.4	
210	3317	8	57.6	42.4		36.4
211	3317	10	82.9		77.1	
212	2317	6	61.2	41.3		
213	2317	7	55.8	55.8	58.1	
214	2317	8	51.9	32.7		43.3
215	2317	10				
216	2689	3	75.2	62		
217	2689	4	68.5	52.8	59.8	
218	2689	5	71.3	61		57.4
219	3861	4				
220	3861	5				
221	3861	7				
222	4260	7				
223	4260	8				
224	4260	10	81.3		88.2	
225	2315	5	71.2	63.1		71.2
226	2315	6	65.5	50.9		
227	2315	7	66.7	62.3	81.6	
228	2315	8	75.8	74.2		73.3
229	2787	3	81.3	63.5		
230	2787	4	78.2	67.7	71.8	
231	3268	10	84.4		88.1	
232	2827	3	67.1	47.6		
233	2827	4	81.6	60.9	81.6	
234	2827	5	84.2	61.4		85.1
235	3564	8				
236	3564	10	86.7		70.4	
237	4403	6	81.3	65.9		
238	4403	7	82.4	72.5	84.3	
239	4403	8	88.9	84.4		84.4
240	1613	8				
241	1613	10	60		48.1	
242	1742	3	50	33.3		
243	1742	4	71.4	33.3	57.1	
244	1742	5	62.5	37.5		62.5
245	1742	6	68	52		
246	1742	7	57.9	36.8	63.2	
247	1742	8	58.8	11.8		41.2
248	1742	10				
249	2134	10	81.1		79.3	
250	2279	3	45.3	34.7		
251	2279	4	53.7	37	53.7	
252	2279	5	67.6	51.5		58.8
253	2301	3	38.6	27.1		
254	2301	4	53.3	28.3	45	
255	2301	5	58.2	41.8		55.2
256	2347	3	52.5	42.5		
257	2347	4	56.4	28.7	51.5	
258	2347	5	36.2	42.6		50
259	2907	3	83.5	76.1		
260	2907	4	94.4	52.8	70.8	
261	2907	5	92.6	66.3		82.1
262	3208	3	79.1	72.1		
263	3208	4	85.7	77.6	65.3	
264	3208	5	88	66		72
265	3209	3	47.3	50.5		
266	3209	4	61.8	47.1	47.1	
267	3209	5	50.6	34.9		43.4
268	3210	6	60.4	38.8		
269	3210	7	68.5	54.5	64.8	
270	3210	8	67.6	45.6		55.3
271	3269	3				
272	3269	4				
273	3269	6				
274	3269	7				
275	3269	8				
276	3269	10				
277	3370	6	62.9	37.1		
278	3370	7	60.3	50	61	
279	3370	8	60.4	35.3		61.3
280	4423	3	63.2	61.8		
281	4423	4	68.8	35.5	41.9	
282	4423	5	68.8	52.7		66.7
283	4432	6	78	59.6		
284	4432	7	72.3	53.7	74.8	
285	4432	8	72.1	54.2		69.8
286	1715	3				
287	1715	4				
288	1715	5				
289	1715	7				
290	1715	8				
291	2368	3	89.7	59		
292	2368	4	84.3	41.2	64.7	
293	2368	5	71.4	66.1		75
294	2368	6	91.2	73.7		
295	2908	10	85.2		91	
296	2909	3	90.6	76.6		
297	2909	4	86.5	57.7	71.2	
298	2909	5	92.3	82.7		96.2
299	2909	6	88.9	77.8		
300	3079	3	83.7	72.1		
301	3079	4	90	62	72	
302	3079	5	84.1	50		86.4
303	3079	6	85	60		
304	3318	7	81.6	75.4	84.3	
305	3318	8	81.5	64.4		85.9
306	4003	10	78.6		76.9	
307	4494	3	83.9	75		
308	4494	4	87	69.6	48.9	
309	4494	5	79	62.9		82.3
310	4494	6	82.4	70.6		
311	3473	3	64.7	52.9		
312	3473	4	53.8	23.1	23.1	
313	3473	5	84	60		64
314	3473	6	35.7	26.7		
315	3473	7	60	50	55	
316	3473	8	65	38.1		45
317	3473	10	83.3		90	
318	1708	3				
319	1708	4	75	50	33.3	
320	1708	5	100	50		70
321	1708	6				
322	1708	7				
323	1708	8	68.8	18.8		56.3
324	1708	10				
325	2471	6				
326	2471	8				
327	2471	10	86.8		87.2	
328	2722	3	82.4	71.6		
329	2722	4	76.9	63.7	67	
330	2722	5	87	74.1		75.9
331	2722	6				
332	4378	3	77.9	83.2		
333	4378	4	78.8	77.9	65	
334	4378	5	86.8	65.8		85.5
335	4519	6	73.5	53.5		
336	4519	7	70.9	60.8	70.2	
337	4519	8	71.8	48.7		77.2
338	3145	6	53.3	60		
339	3145	7	56	48	64	
340	3145	8	55.6	48.1		59.3
341	3145	10	79.3		92.9	
342	3422	3				
343	3422	4				
344	3422	5	54.5	63.6		81.8
345	3422	6				
346	3422	7				
347	3422	8	90.9	36.4		63.6
348	3422	10	100		100	
349	1671	4				
350	1671	5				
351	1671	6				
352	1671	7				
353	1671	8				
354	1671	10				
355	2349	10	73.3		71.1	
356	2609	6	66.3	58.1		
357	2609	7	57.1	48.1	75	
358	2609	8	60.2	22.9		61.4
359	3737	3	61.6	58.9		
360	3737	4	55.4	39.2	39.7	
361	3737	5	69.9	69.4		69.4
362	4174	3				
363	4174	4				
364	4174	5				
365	4174	6				
366	4174	7				
367	4174	8				
368	4174	10				
369	1574	3				
370	1574	4				
371	1574	5				
372	1574	6				
373	1574	7				
374	1574	8				
375	1574	10				
376	1689	6	92.6	84.2		
377	1689	7	93.1	93.1	90.7	
378	1689	8	89.8	80.7		86.4
379	1689	10	98.6		100	
380	2179	10	71.6		74.6	
381	2318	3	80.4	56.9		
382	2318	4	67.2	44.8	51.7	
383	2318	5	60.9	45.3		43.8
384	2610	3	70	61.5		
385	2610	4	80	56.7	43.3	
386	2610	5	74.4	55.3		55.3
387	2637	3	61.1	58.3		
388	2637	4	62.5	46.9	29	
389	2637	5	54.5	36.4		39.4
390	2643	3	81.8	84.8		
391	2643	4	61.3	60.9	47.8	
392	2643	5	78.4	62.7		41.2
393	2644	3	63.8	51.1		
394	2644	4	47.9	28.8	34.2	
395	2644	5	51.9	55.7		41.8
396	2690	3	61.3	58.7		
397	2690	4	56.9	41.7	56.9	
398	2690	5	68.8	45		52.5
399	2723	3	80	47.5		
400	2723	4	60.9	43.7	42	
401	2723	5	63.3	46.8		53.2
402	2828	3	68.6	61.9		
403	2828	4	64.1	48.4	50.8	
404	2828	5	65	63		53
405	2964	3	85.9	80.8		
406	2964	4	71.8	67.1	70.9	
407	2964	5	81.1	65.6		61.8
408	3016	3	70.4	70.4		
409	3016	4	57.9	53.7	36.4	
410	3016	5	72.4	65.9		58.2
411	3017	3	79.2	75		
412	3017	4	78	76.3	79.7	
413	3017	5	82.3	69.4		74.2
414	3080	3	56.4	60		
415	3080	4	60	52	36	
416	3080	5	66.7	57.1		54.8
417	3081	7				
418	3081	8				
419	3081	10	71.4		65.6	
420	3146	6	48.5	38.4		
421	3146	7	43.5	45.4	58.2	
422	3146	8	34.7	34.3		39.1
423	3423	10	91		92.8	
424	3424	3	68.9	67.2		
425	3424	4	57.4	31.9	55.3	
426	3424	5	54.7	26.4		43.4
427	3543	5				
428	3543	6	67.6	55.9		
429	3543	7	53.8	51.9	56.2	
430	3543	8	61.6	48.4		57.9
431	3565	3	60	45.5		
432	3565	4	47.3	27.3	14.8	
433	3565	5	66.7	59.6		47.4
434	3733	3	80.9	80.9		
435	3733	4	88	73	70	
436	3733	5	83	77.7		80.9
437	3734	3	50	55.1		
438	3734	4	53.8	59	35.5	
439	3734	5	42.9	51.4		32.9
440	3735	3	74	77		
441	3735	4	56.3	43.8	43.3	
442	3735	5	55	50.5		54.1
443	3799	6				
444	3799	7				
445	3799	8				
446	3799	10				
447	3902	5				
448	3902	6	68.2	41.9		
449	3902	7	58.9	48.3	40.1	
450	3902	8	56.2	37.3		55.4
451	3932	10	63.6		56.3	
452	4034	3	72.3	55.3		
453	4034	4	69.3	53.3	63.5	
454	4034	5	48.2	51.8		44.6
455	4075	3	89	91.7		
456	4075	4	90.5	80.2	79.4	
457	4075	5	76.6	70.1		69.2
458	4246	3				
459	4246	4				
460	4246	5				
461	4246	6				
462	4246	7				
463	4246	8				
464	4246	10				
465	4405	3	94.8	87.1		
466	4405	4	80.8	72.1	66.2	
467	4405	5	85.5	73.7		81.2
468	4406	5				
469	4406	6	77.4	65.1		
470	4406	7	79.4	76.8	80.3	
471	4406	8	75.6	72.6		74.8
472	4410	3	68	55.3		
473	4410	4	62.1	65.2	42.2	
474	4410	5	55.9	55		48.2
475	4503	5				
476	4503	6	44.7	41.9		
477	4503	7	58.1	51.8	56.1	
478	4503	8	54.3	51.3		52.4
479	4504	10	92.1		93.7	
480	3319	6	82	67.7		
481	3319	7	81.1	78.9	75.7	
482	3319	8	75.6	51.9		74.8
483	3617	3	87.6	80.6		
484	3617	4	84.7	71.2	76.3	
485	3617	5	88.7	80.7		90.7
486	2558	3	75.6	61		
487	2558	4	76.7	54.3	65.5	
488	2558	5	69.6	48.2		72.3
489	3371	6	71.7	53.6		
490	3371	7	76.9	67.8	75.5	
491	3371	8	73.4	54.8		70.2
492	4431	8				
493	4431	10	91.7		95.8	
494	2484	3	60.9	30.4		
495	2484	4	68.8	62.5	75	
496	2484	5	35.7	85.7		64.3
497	2484	6	62.5	68.8		
498	2484	7	92.3	92.3	76.9	
499	2484	8	80	53.3		73.3
500	1528	10			72.7	
501	2509	3	76.3	67.8		
502	2509	4	64.7	62.7	51	
503	2509	5	71.2	49.2		49.2
504	2911	3	81.9	74.5		
505	2911	4	81.8	81.8	79.8	
506	2911	5	71.7	69.7		76.8
507	3147	10	84.6		80.8	
508	3270	3	80	76		
509	3270	4	74.6	88.9	81	
510	3270	5	73.2	68.3		68.7
511	4207	6	70	54.7		
512	4207	7	70.2	62.7	82.8	
513	4207	8	71.9	50.7		68.7
514	4549	6	67.1	41.5		
515	4549	7	70.4	55.7	75.7	
516	4549	8	60.4	56.7		78.1
517	1646	3				
518	1646	4				
519	1646	5				
520	1646	6				
521	1646	7				
522	1646	8				
523	1646	10				
524	1801	6	56.1	15.8		
525	1801	7	48.2	20	44.6	
526	1801	8	55.1	17.4		44.9
527	1801	10	60.7		58.7	
528	2724	10	79		85.3	
529	2829	3	70	40		
530	2829	4	71	59.4	73.9	
531	2829	5	65.8	78.9		64.5
532	2912	3	69.8	61.2		
533	2912	4	72	53.7	53.7	
534	2912	5	55.3	45.1		51.3
535	3148	3	70.8	60.6		
536	3148	4	58.9	57.5	54.8	
537	3148	5	52.9	42.6		38.2
538	3149	3	76.3	57.9		
539	3149	4	52.7	37	44.6	
540	3149	5	56.7	48.5		45.4
541	3320	6	73.7	51.9		
542	3320	7	66.9	59.2	65.2	
543	3320	8	64.2	51.9		63.2
544	3618	3	52.6	41		
545	3618	4	62.3	39.7	41	
546	3618	5	44.3	37.1		63.9
547	3736	3	52.9	47.1		
548	3736	4	55.4	48.2	41.1	
549	3736	5	56.1	54.5		53.8
550	3785	6	68.1	45.7		
551	3785	7	62.2	55.6	70	
552	3785	8	58.2	41.4		63.4
553	3822	3	56	36		
554	3822	4	63.8	33.3	44.9	
555	3822	5	50	34.1		48.9
556	3823	3	56.8	52.7		
557	3823	4	65.7	47.8	53.7	
558	3823	5	63.2	52.9		73.5
559	3970	3	73	72.7		
560	3970	4	72.9	70.6	74.1	
561	3970	5	63.8	66		75.5
562	3971	3	81.7	63.3		
563	3971	4	71.6	46.6	68.5	
564	3971	5	77.6	67.2		71.6
565	3994	3	70.7	68.5		
566	3994	4	68	62	59	
567	3994	5	80.3	72.6		68.4
568	3995	3	77.9	70.6		
569	3995	4	74.4	57.8	57.8	
570	3995	5	80.7	73.5		80.5
571	4042	10	64.1		46.3	
572	4051	6	68.8	34.3		
573	4051	7	60.2	47.5	63.4	
574	4051	8	72.1	50.3		63.5
575	4162	10	89.6		85.3	
576	4163	3	75.8	72.3		
577	4163	4	77.1	60.5	67.9	
578	4163	5	60.8	35.9		61.5
579	4209	6	82.2	62.6		
580	4209	7	71.9	68.9	71	
581	4209	8	71.4	65.2		73
582	4299	3	58.7	58.7		
583	4299	4	56	31.9	57.1	
584	4299	5	55.7	48.5		58.8
585	4380	3	76.8	66.2		
586	4380	4	82.4	68.4	71.1	
587	4380	5	74.2	78.3		77.5
588	4445	3	66.1	62.5		
589	4445	4	76.3	69.9	47.3	
590	4445	5	68.5	59.8		66.4
591	4498	6	70.7	51		
592	4498	7	63	56.8	59.5	
593	4498	8	58.5	62.1		64.8
594	4499	3	96.2	90.5		
595	4499	4	90.4	82.2	90.4	
596	4499	5	94.2	94.2		95
597	4523	10	80.6		82.9	
598	4560	3	81.3	72.4		
599	4560	4	82.4	70.4	50.7	
600	4560	5	79.3	65.3		84.7
601	4561	6	83	76.5		
602	4561	7	80.1	80.4	78.2	
603	4561	8	81.9	83.6		87.4
604	2725	3	81.1	73		
605	2725	4	86.1	76.9	80.6	
606	2725	5	82.3	66.7		85.4
607	3474	3	78.5	74.7		
608	3474	4	76.6	57.7	68.8	
609	3474	5	88.1	66.7		89.4
610	4182	3	83.1	83.1		
611	4182	4	82.1	75	78.6	
612	4182	5	88.7	71.7		87.7
613	4508	6	88	83.6		
614	4508	7	85.1	78.3	90.2	
615	4508	8	83.9	80.7		86.5
616	4563	3	95.5	86.4		
617	4563	4	94.2	77.9	91.3	
618	4563	5	90.7	64.4		84.7
619	1836	3	88.5	75		
620	1836	4	84.6	78.4	86.3	
621	1836	5	100	93.8		97.9
622	1836	6	100	100		
623	1836	7	98.3	96.6	98.3	
624	1836	8	93.3	91.7		96.7
625	1836	10	100		100	
626	1875	3	76.3	39.5		
627	1875	4	55.8	44.2	53.5	
628	1875	5	51.3	51.3		51.3
629	1875	6	77.2	56.1		
630	1875	7	68.8	66.2	68.8	
631	1875	8	67.8	25.3		52.9
632	1875	10	96		94.1	
633	2415	8				
634	2415	10	89.7		89.7	
635	2671	5	79.6	58		86
636	2671	6	85	77.8		
637	2671	7	75.1	66.5	85.2	
638	2671	8	74.5	47.8		72
639	2910	3	78.9	79.4		
640	2910	4	74.2	71.6	61.9	
641	3018	3	63	55.9		
642	3018	4	63.7	51.2	66.9	
643	3545	5	82.5	67.5		80.8
644	3545	6	73.3	49.3		
645	3545	7	79.6	66.9	81	
646	3545	8	74.7	55.6		77.9
647	3996	3	73	47.8		
648	3996	4	77.9	64.6	70.8	
649	3997	5	73.6	71.8		76.4
650	3997	6	80	66.7		
651	3997	7	76.9	72.4	83.6	
652	3997	8	75	68.3		76.7
653	4104	8				
654	4104	10	90.1		86	
655	4352	3	79.4	78.7		
656	4352	4	79.6	67.9	68.6	
657	4450	7	27.3	20	27.3	
658	4450	8	27.8	5.6		27.8
659	4450	10	56.5		48.2	
660	2390	10	95		96.3	
661	3321	3	86.3	87.7		
662	3321	4	95.9	85.1	80	
663	3321	5	93	84.5		91.5
664	3321	6	86.1	86.1		
665	3786	3	87.7	85.2		
666	3786	4	73.6	61.3	57.5	
667	3786	5	80.2	77.2		68.3
668	3786	6	79.3	72.1		
669	3891	7	76.7	69.2	78	
670	3891	8	79.3	55.6		72
671	2302	7	45.2	45.2	70	
672	2302	8	64.4	40		63.6
673	2302	10	91.3		84.8	
674	2830	3	74.1	63		
675	2830	4	73.5	35.3	47.1	
676	2830	5	62.5	50		66.7
677	2830	6	73.7	55.3		
678	4011	10				
679	2135	3				
680	2135	4				
681	2135	5				
682	2135	6				
683	2135	7				
684	2135	8				
685	2319	3	36.7	14.3		
686	2319	4	63.6	27.3	18.2	
687	2319	5	54.8	14.3		50
688	2369	3	71.4	55.4		
689	2369	4	70.4	54.9	65.7	
690	2369	5	80.4	71.4		87.5
691	2370	3	52.7	52.7		
692	2370	4	37.8	28.9	33.3	
693	2370	5	42.9	41.5		31.7
694	2416	10	75.2		75.1	
695	2726	3	64.8	38.9		
696	2726	4	56.9	17.2	60.3	
697	2726	5	66	42.6		70.2
698	2831	6	58.5	47.9		
699	2831	7	55.3	47.5	66.9	
700	2831	8	44.2	27.6		46.2
701	2914	3	57.1	41.3		
702	2914	4	64.9	49.1	47.4	
703	2914	5	46	38		54
704	3019	3	73.6	58.3		
705	3019	4	78.4	58	64.8	
706	3019	5	63.2	51.6		58.9
707	3151	10	79.3		87.2	
708	3211	3	78.3	65		
709	3211	4	72.2	55.6	53.7	
710	3211	5	73.4	45.3		59.4
711	3475	6	56.6	41.2		
712	3475	7	57.9	48.3	57.9	
713	3475	8	55.5	38.6		47.6
714	3658	3	54.7	49.1		
715	3658	4	67.1	58.6	53.6	
716	3658	5	55.1	46.2		46.2
717	2560	7	80	60	72.5	
718	2560	8	64.8	22.6		60.4
719	2560	10	96.3		98.1	
720	4264	3	91.9	83.8		
721	4264	4	56.3	43.8	50	
722	4264	5	73.5	49		71.4
723	4264	6	63.9	50		
724	2281	10	82.7		80	
725	2762	3	54.8	54.8		
726	2762	4	49.5	38.1	35.1	
727	2762	5	59.1	33		50
728	2762	6	50.5	44		
729	3969	7	51.5	36.5	46.4	
730	3969	8	65	43.3		68
731	2561	6	56.3	48.4		
732	2561	7	66.7	59.3	79	
733	2561	8	71	42		75.4
734	2561	10	86.1		87.5	
735	2915	3	63.6	59.7		
736	2915	4	65.5	38.2	41.8	
737	2915	5	61	29.3		63.4
738	1795	10	64		76	
739	3513	3	70	60		
740	3513	4				
741	3513	5				
742	3514	3	76.2	51.7		
743	3546	10	86.1		90.3	
744	3824	7	74	80.7	72	
745	3824	8	65.9	59.1		69.7
746	4176	4	79.9	68.8	68.2	
747	4176	5	75.6	61.5		72.4
748	4176	6	77.2	71.7		
749	2266	10	85.6		84.5	
750	2596	3	53.8	61.5		
751	2596	4	62.5	58.3	70.8	
752	2596	5	59.1	40.9		45.5
753	2624	3	56.6	62.3		
754	2624	4	57.4	42.6	55.6	
755	2624	5	51.9	35.2		44.4
756	2691	3	77.3	77.3		
757	2691	4	66.7	69	54.8	
758	2691	5	68.3	50		65.9
759	2913	3	87.5	87.5		
760	2913	4	75	66.7	66.7	
761	2913	5	84	88		80
762	2916	6	64.7	38.3		
763	2916	7	68	55.5	65.5	
764	2916	8	64.2	45.8		69.3
765	3082	3	68.8	75		
766	3082	4	71.4	65.7	65.7	
767	3082	5	79.2	73.6		82.9
768	3322	6	64.3	51.5		
769	3322	7	64.7	70	75.5	
770	3322	8	64.8	60.2		74.5
771	3323	3	80	80		
772	3323	4	74.5	52.9	39.2	
773	3323	5	70.9	54.5		65.5
774	3578	3	61.3	61.3		
775	3578	4	62.6	64.5	57.4	
776	3578	5	62.1	53.7		54.7
777	2666	3	73.7	68.4		
778	2666	4	60	40	56	
779	2666	5	46.7	30		40
780	2666	6	41.7	58.3		
781	2666	7	59.3	44.4	77.8	
782	2562	3	52.6	57.9		
783	2562	4	52	42	48	
784	2562	5	42.1	38.6		26.3
785	2788	10	86.3		81.6	
786	4213	6	36.5	17.5		
787	4213	7	27	54.7	36.5	
788	4213	8	49.1	54.7		49.1
789	2502	3				
790	2502	4				
791	2502	5				
792	2563	3	61.1	51.9		
793	2563	4	68.3	70.7	82.9	
794	2563	5	55.6	31.5		31.5
795	2727	8				
796	2727	10	82.4		86.1	
797	2966	3	69.3	56.8		
798	2966	4	70.6	43.5	56.5	
799	2966	5	60.2	45.8		59
800	3083	3	77	68		
801	3083	4	91.5	62.8	72.3	
802	3083	5	72.1	47.1		53.5
803	3212	3	75	75		
804	3212	4	83.5	57	78.5	
805	3212	5	86.5	62.9		67.4
806	3372	8	62.1	48.5		55.9
807	3372	10				
808	3659	3	74.2	65.2		
809	3659	4	84.7	60.4	65.8	
810	3659	5	75.5	61.7		74.5
811	3659	6				
812	4095	7	76.4	65	89	
813	2233	3	58.3	58.3		
814	2233	4				
815	2233	5				
816	2233	6				
817	2233	7				
818	2233	8				
819	2233	10				
820	2161	3	75	41.7		
821	2161	4	66.7	55.6	38.9	
822	2161	5	73.3	60		86.7
823	2161	6	44.4	44.4		
824	2162	7	60	48	72	
825	2162	8	65.2	47.8		69.6
826	2162	10	73.3		73.3	
827	2602	3				
828	2602	4				
829	2602	5				
830	2602	6				
831	2006	3	58.3	25		
832	2006	4	73.7	31.6	68.4	
833	2006	5	78.6	28.6		57.1
834	2006	6	62.5	43.8		
835	2006	7	61.5	58.3	58.3	
836	2006	8	70.6	29.4		70.6
837	2006	10	82.6		77.3	
838	2136	3				
839	2136	5				
840	2136	6				
841	2136	7				
842	2136	8				
843	2603	10				
844	2789	3	73.1	61.5		
845	2789	4	64.3	35.7	42.9	
846	2789	5	63.6	68.2		77.3
847	3579	10	84.6		100	
848	2267	6	65.5	58		
849	2267	7	65.8	55.2	66.9	
850	2267	8	70.4	52		64.5
851	2790	3	45.1	57.1		
852	2790	4	46.1	56.9	31.4	
853	2790	5	40.6	44.9		38.5
854	2917	10	69.3		72.5	
855	2967	3	23.8	20.8		
856	2967	4	28.7	30.6	19.4	
857	2967	5	37.3	54.5		45.5
858	3085	3	57	56.2		
859	3085	4	54.9	57.8	40.2	
860	3085	5	56.4	64.5		51.8
861	3085	6				
862	3324	6	43	33		
863	3324	7	45.8	52.9	44.9	
864	3324	8	46.1	25		29.9
865	3425	3	73.2	73.7		
866	3425	4	82.3	79	61.3	
867	3425	5	64.6	72.9		70.8
868	3515	3	35.5	46.7		
869	3515	4	43.2	51.2	36	
870	3515	5	50.5	48		46.4
871	3912	7				
872	3912	8				
873	3912	10	30.8		26.9	
874	4041	3	76.4	78.6		
875	4041	4	78.5	79.7	67.8	
876	4041	5	77.9	83.1		79.4
877	4155	3	73.2	63.4		
878	4155	4	79.5	71	78.8	
879	4155	5	77.2	69.1		63.2
880	4526	3	33.3	36.7		
881	4526	4	40.9	36.8	36.8	
882	4526	5	45.6	33.3		55.6
883	4555	3	26	24.6		
