PK	BuildingNumber	GradeTested	ReadingPercentMet	MathPercentMet	WritingPercentMet	SciencePercentMet
3398	3498	4	60.4	62.3	60.4	
3399	3498	5	84.1	84.1		76.8
3400	3646	3	72.2	59.3		
3401	3646	4	62.5	48.2	66.7	
3402	3646	5	60.8	36		28
3403	3880	10	69.4		80	
3404	4109	10	71.2		73.5	
3405	4281	3				
3406	4281	4				
3407	4281	5				
3408	4281	6				
3409	4281	7				
3410	4281	8				
3411	4281	10				
3412	4283	7				
3413	4283	8				
3414	4283	10				
3415	4537	3	85.5	80.7		
3416	4537	4	81.3	69.3	73	
3417	4537	5	85.5	76.3		75
3418	2466	3	86.4	77.3		
3419	2466	4	75	75	80	
3420	2466	5	77.8	66.7		77.8
3421	2466	6	71.4	71.4		
3422	2466	7	87	91.3	91.3	
3423	2466	8	84.2	73.7		78.9
3424	2223	3	77.7	70.2		
3425	2223	4	81.4	39.2	57.8	
3426	3179	8	77	64.8		66.1
3427	3296	5	74.6	60.6		70.9
3428	3296	6	79.3	74.5		
3429	3296	7	84.9	79.8	84.9	
3430	3600	10	90.4		94.8	
3431	3601	3	76.7	67.4		
3432	3601	4	88.3	50.6	77.9	
3433	3792	3	87.4	86.3		
3434	3792	4	98.9	85.3	89.4	
3435	4325	3				
3436	4325	5	86.4	72.3		78.5
3437	4325	6	85.8	76.7		
3438	4325	7	85.1	78.7	92.1	
3439	4447	3	83.8	65.7		
3440	4447	4	92.6	74.7	76.8	
3441	2875	3	77	70.3		
3442	2875	4	68.9	60.8	60.8	
3443	2875	5	80.7	78.4		84.1
3444	3247	8				
3445	3247	10	89.9		91.1	
3446	3349	3	77.9	69.1		
3447	3349	4	74.1	61.7	65.4	
3448	3349	5	84.5	80.3		81.7
3449	3399	3	73.2	57.1		
3450	3399	4	80.3	71.2	63.6	
3451	3399	5	91.5	89.8		89.8
3452	3499	5				
3453	3499	6	75.1	62.7		
3454	3499	7	79.6	74.6	74.6	
3455	3499	8	80.9	63.2		69.6
3456	4132	6	78.2	59.4		
3457	4132	7	71	66.2	68.1	
3458	4132	8	69	61.5		75.6
3459	4166	3	84.3	82.2		
3460	4166	4	89.9	89.9	84.3	
3461	4166	5	89.4	70.2		76.9
3462	4250	3	82.4	70.6		
3463	4250	4	77.8	65.3	54.2	
3464	4250	5	78.6	53.6		58.9
3465	4402	3	88.1	79.1		
3466	4402	4	90.4	80.8	71.2	
3467	4402	5	79.4	88.2		80.9
3468	4435	3	76.6	68.8		
3469	4435	4	84.2	80.7	78.9	
3470	4435	5	79.5	78.1		78.1
3471	4502	6	81.6	61.8		
3472	4502	7	77.6	66.7	61.7	
3473	4502	8	73.1	58.2		71.6
3474	4541	3	86.9	73.8		
3475	4541	4	87	79.3	65.2	
3476	4541	5	76.3	60.5		75
3477	3683	3	88.7	87.4		
3478	4416	5				
3479	4416	6	89.4	70.2		
3480	4416	7	82	82	93.4	
3481	4416	8	83	63.5		83.7
3482	4548	4	90.3	85.5	80.7	
3483	4548	5	98.5	75.9		89.5
3484	2942	10	89.1		89.3	
3485	4262	6	67.8	50.5		
3486	4262	7	74.9	53.2	65.5	
3487	4262	8	68.7	38.1		65.9
3488	4547	3	82.7	71.4		
3489	4547	4	67.8	47.2	47.8	
3490	4547	5	69.7	54.3		50.5
3491	2041	6				
3492	2041	7				
3493	2041	8				
3494	2041	10				
3495	2189	3	53.7	58.5		
3496	2189	4	77.8	69.8	50.8	
3497	2189	5	85.2	57.4		54.8
3498	2425	10	65.5		74.5	
3499	2651	3	68.3	73.2		
3500	2651	4	85.2	77.4	51.9	
3501	2651	5	80	68.9		48.9
3502	2652	3	66.1	60		
3503	2652	4	61.1	52.8	43.7	
3504	2652	5	76.2	61.9		54
3505	2937	3	72.7	58.2		
3506	2937	4	74.5	52.2	23.9	
3507	2937	5	61	63.4		51.2
3508	2943	3	73.9	55.6		
3509	2943	4	47.7	45.5	52.3	
3510	2943	5	76.1	39.1		56.5
3511	3117	3	87.3	70.4		
3512	3117	4	63.1	43.8	40.6	
3513	3117	5	78.7	74.2		72.1
3514	3118	3	64.4	71.6		
3515	3118	4	55.7	58.6	62.1	
3516	3118	5	59.4	56.3		62.5
3517	3178	3	89.5	68.4		
3518	3178	4	90.9	70.4	59.3	
3519	3178	5	90.5	92.9		85.7
3520	3248	6	71	67.7		
3521	3248	7	77	75.7	78.3	
3522	3248	8	74.5	75		69.3
3523	3249	3	39.7	25.9		
3524	3249	4	47.9	32.4	28.6	
3525	3249	5	51	40		24.5
3526	3297	6	63.1	44.2		
3527	3297	7	65.2	61.4	59.8	
3528	3297	8	52.3	44.8		52.3
3529	3298	3	66.7	55		
3530	3298	4	69	47.5	38.6	
3531	3298	5	75	61.8		57.4
3532	3351	3	62.5	66.1		
3533	3351	4	51.6	35.5	31.1	
3534	3351	5	67.2	52.5		49.2
3535	3454	3	70.9	81		
3536	3454	4	85.7	64.3	62.9	
3537	3454	5	74.7	54.2		56.1
3538	3455	3	66.7	52.9		
3539	3455	4	65	57.5	77.5	
3540	3455	5	82.6	54.3		50
3541	3456	10	82.4		89.7	
3542	3457	3	67.9	64.8		
3543	3457	4	80.8	46.2	53.8	
3544	3457	5	80.4	54.9		66.7
3545	3500	6	66.3	44.9		
3546	3500	7	64.8	61.6	64.8	
3547	3500	8	65.5	49.3		57.8
3548	3501	3	76.1	58.7		
3549	3501	4	77.8	60.9	50	
3550	3501	5	76.2	81		71.4
3551	3602	6	45.1	33.7		
3552	3602	7	42.4	44.5	56.7	
3553	3602	8	40.2	34.1		39
3554	3763	3	60.5	52.4		
3555	3763	4	76.1	76.1	62.2	
3556	3763	5	80.4	68.6		66.7
3557	3910	3				
3558	3910	4				
3559	3910	5				
3560	3910	6				
3561	4396	3	52	58.7		
3562	4396	4	61.2	44.7	27.1	
3563	4396	5	76.5	47.1		45.6
3564	4862	5				
3565	4862	6				
3566	4862	7				
3567	4862	8				
3568	4862	10	58.3		60	
3569	1516	10	75		92.6	
3570	2294	6	88.5	63		
3571	2294	7	83.9	72	79	
3572	2294	8	84.5	63.3		86
3573	2681	10	88.6		78.4	
3574	2944	3	85.9	81.2		
3575	2944	4	85.7	75	60.7	
3576	2944	5	85.6	72.2		78.9
3577	3055	3	91.1	82.2		
3578	3055	4	65.8	57.9	44.7	
3579	3055	5	83.3	83.3		75
3580	3056	3	63.8	70.7		
3581	3056	4	61.9	60.3	46	
3582	3056	5	89.7	87.9		81
3583	3299	3	88.9	84		
3584	3299	4	95.8	81.9	95.8	
3585	3299	5	80.6	80.6		86.6
3586	3685	3	87.7	87.7		
3587	3685	4	88	76.8	73.6	
3588	3685	5	82.5	79.2		77.5
3589	4080	3	70.8	69.4		
3590	4080	4	82.9	62.9	84.3	
3591	4080	5	78.3	68.7		79.5
3592	4081	10	93.3		95	
3593	4156	6	77.9	57.3		
3594	4156	7	73.2	62.4	68.8	
3595	4156	8	73	67.2		74.5
3596	4189	3	74.6	66.1		
3597	4189	4	74.2	62.1	68.2	
3598	4189	5	69.9	65.8		54.8
3599	4219	6	85.2	65		
3600	4219	7	85	81.5	85.5	
3601	4219	8	85	71.5		82.5
3602	4307	3	84.9	76.7		
3603	4307	4	85.3	72.5	83.3	
3604	4307	5	85.6	71.1		73.5
3605	4307	6				
3606	4387	6	84.8	75.2		
3607	4387	7	79.7	78.6	80.5	
3608	4387	8	75.9	68.4		76.9
3609	2257	3	67.6	62.9		
3610	2257	4	58.6	41.4	37.9	
3611	2257	5	73.2	58.9		46.4
3612	2398	3	66.7	48.6		
3613	2398	4	81.8	74.5	75.9	
3614	2398	5	81.8	67.3		65.5
3615	2876	10	91.7		94.3	
3616	2945	3	67.6	44.6		
3617	2945	4	83.1	73.3	64.4	
3618	2945	5	75	56.7		48.3
3619	3000	3	68.1	43.5		
3620	3000	4	66.7	71.9	57.1	
3621	3000	5	70.5	57.7		30.8
3622	3180	3	69.7	48.5		
3623	3180	4	84.1	72	70.7	
3624	3180	5	75.7	74.3		62.2
3625	3300	6	76.6	61.8		
3626	3300	7	77.2	71.5	85.5	
3627	3300	8	70.5	51		75.6
3628	3301	3	61.6	62.5		
3629	3301	4	68.2	70.8	75.8	
3630	3301	5	73.6	50.9		52.8
3631	3401	6	58.4	48		
3632	3401	7	55.7	38.7	63.5	
3633	3401	8	52.7	33.3		42.2
3634	3532	3	59.6	64.9		
3635	3532	4	47.4	48.7	50	
3636	3532	5	75.4	58		50.7
3637	3648	10	86		82.9	
3638	4063	7				
3639	4063	8				
3640	4063	10	58.1		71.4	
3641	1510	10	84.6		84.6	
3642	2399	3	50.8	25.4		
3643	2399	4	60.9	56.3	56.3	
3644	2399	5	61.5	43.1		50
3645	2399	6	68.8	55.3		
3646	2543	3	72.2	44.4		
3647	2543	4	61.1	55.6	38.9	
3648	2543	5	60	46		52
3649	2543	6	56.3	43.8		
3650	2576	3	73.6	61.3		
3651	2576	4	68.8	62.8	57.1	
3652	2576	5	81.2	70.6		70.6
3653	2576	6	62.6	41.4		
3654	2576	7				
3655	2748	3	82.5	80.7		
3656	2748	4	57.4	63.8	31.9	
3657	2748	5	73.7	54.4		80.7
3658	2748	6	68.2	48.2		
3659	2807	8				
3660	2807	10	79.3		74.5	
3661	2877	3	66.7	79.7		
3662	2877	4	72.6	66.1	72.6	
3663	2877	5	74.2	69.4		80.6
3664	2877	6	78.7	80.3		
3665	3250	5				
3666	3250	7	57.8	68.6	73	
3667	3250	8	55.8	47.7		57.5
3668	3649	3	67.4	44.2		
3669	3649	4	62.6	57.6	57.6	
3670	3649	5	56	47.6		39.3
3671	3649	6	58.6	51		
3672	3751	6				
3673	3751	7	56	55.1	58.8	
3674	3751	8	53.2	31.5		55.2
3675	3751	10				
3676	4099	3	80.3	78.9		
3677	4099	4	72.6	75.3	71.2	
3678	4099	5	77.3	74.7		59.5
3679	4099	6	70.8	70.8		
3680	4102	3	81.8	66.2		
3681	4102	4	64.9	55.4	47.3	
3682	4102	5	73.7	73.7		75.7
3683	4102	6	76.1	61.4		
3684	4103	3	66.7	61.9		
3685	4103	4	65.3	52	64	
3686	4103	5	64.3	65.7		58.6
3687	4103	6	67.5	56.3		
3688	4158	10	76.7		78.8	
3689	4186	6				
3690	4186	7	64	65.4	67.8	
3691	4186	8	57.4	43.1		54.5
3692	4227	3	71.4	58.6		
3693	4227	4	58.6	52.1	49.3	
3694	4227	5	63.2	67.1		56.6
3695	4227	6	63.8	58		
3696	4296	3	73.5	80.5		
3697	4296	4	69.9	64.4	38.9	
3698	4296	5	59.7	66.2		65.4
3699	4296	6	67.7	61.3		
3700	4296	7				
3701	4297	3	76.8	67.7		
3702	4297	4	77.5	70.6	63.7	
3703	4297	5	73.8	59.8		68
3704	4297	6	73.2	66.1		
3705	4331	3	71.3	62.8		
3706	4331	4	58.7	57.1	60.3	
3707	4331	5	83.3	79.8		81
3708	4331	6	65.8	60.5		
3709	4381	3	71.6	56.8		
3710	4381	4	72.6	66.3	65.3	
3711	4381	5	70.8	62.9		73
3712	4381	6	72.5	59.8		
3713	4407	7	66.5	65.7	68.3	
3714	4407	8	61.9	53.2		57.2
3715	4538	3	68.8	61.8		
3716	4538	4	77.6	71.1	72.4	
3717	4538	5	67.9	60.5		56.8
3718	4538	6	71.3	59.1		
3719	2205	3	86.2	58.6		
3720	2205	4	65.8	42.5	47.9	
3721	2205	5	55.1	28.6		44.9
3722	2206	10	84		84	
3723	2361	3	71.9	50.9		
3724	2361	4	77.4	73.6	77.4	
3725	2361	5	72.7	43.6		60
3726	2808	3	76.2	52.4		
3727	2808	4	57.1	33.3	64.3	
3728	2808	5	77.4	45.2		64.5
3729	2808	6	63.2	73.7		
3730	4230	6	68.7	53.4		
3731	4230	7	63.9	54.4	73.8	
3732	4230	8	60.6	41.8		70.9
3733	1544	4				
3734	1544	5				
3735	1544	6	91.7	75		
3736	1544	7				
3737	1544	8	90	50		80
3738	1544	10	90.9		90.9	
3739	2190	3	86.5	78.8		
3740	2190	4	74.4	74.4	62.8	
3741	2190	5	87.3	74.5		78.2
3742	3458	6	77.1	58.8		
3743	3458	7	72.6	65.9	70.7	
3744	3458	8	75.6	48.4		69.7
3745	4170	3	76.2	54.8		
3746	4170	4	73.7	52.6	63.2	
3747	4170	5	78.2	63.6		70.9
3748	4309	3	82.8	79.3		
3749	4309	4	72.5	84.1	65.2	
3750	4309	5	69.6	60.8		64.6
3751	4471	3	86.1	65.3		
3752	4471	4	81	89.3	86.9	
3753	4471	5	92.5	80		81.3
3754	1793	10				
3755	2773	10	82.3		87.3	
3756	2809	3	55.2	50		
3757	2809	4	68	50.3	58.5	
3758	2809	5	66.7	45.8		43.3
3759	3798	6	73	52.4		
3760	3798	7	61.6	61.9	67.4	
3761	4557	3	82.8	55.7		
3762	4557	4	71.6	52.2	66.4	
3763	4557	5	82.4	68.8		79.4
3764	4557	7				
3765	3725	3				
3766	3725	5				
3767	3725	6				
3768	3725	7				
3769	3725	8				
3770	2749	3	70.8	64		
3771	2749	4	75	60.7	77.8	
3772	2749	5	66.7	65		81
3773	2749	6	83.3	73.3		
3774	2750	10	100		96.3	
3775	3808	3				
3776	3808	4				
3777	3808	5				
3778	3808	6				
3779	3808	7				
3780	4558	7	64	62.5	83.3	
3781	4558	8	76.5	61.8		76.5
3782	2632	6	77.8	38.9		
3783	2632	7	72.2	55.6	66.7	
3784	2632	8				
3785	2632	10	82.4		94.1	
3786	4107	3	81.3	81.3		
3787	4107	4				
3788	4107	5	88.2	64.7		76.5
3789	4178	4				
3790	2520	3	88.9	81.5		
3791	2520	4	84.3	74.5	76.5	
3792	2520	5	72.6	64.5		59.7
3793	2520	6	92.7	78.2		
3794	2879	10	88.7		94.4	
3795	3011	7	86.5	65.4	84.6	
3796	3011	8	81	60.3		79.3
3797	4037	5				
3798	4037	8				
3799	1605	10				
3800	1762	7				
3801	1762	10				
3802	2577	3	50	50		
3803	2577	4	54.3	28.3	28.3	
3804	2577	5	45.5	27.3		42.4
3805	2577	6	48.8	51.2		
3806	2577	7	54.2	54.2	47.9	
3807	2577	8	61.7	36.2		38.3
3808	2810	10	83.3		75	
3809	2362	8				
3810	2362	10	80.9		81.6	
3811	2379	3	85	78.3		
3812	2379	4	76.2	69	54.8	
3813	2379	5	71.9	68.4		80.4
3814	2379	6	69.6	64.9		
3815	2379	7	81.8	87.3	80	
3816	2379	8	74.6	71.2		67.8
3817	2946	3	69.4	67.3		
3818	2946	4	52.4	42.9	56.1	
3819	2946	5	66.7	60		40
3820	2946	6	61.5	30.8		
3821	3251	3	48.9	42.6		
3822	3251	4	68.5	30.1	52.1	
3823	3251	5	58.9	46.6		49.3
3824	3251	6	64.2	44.4		
3825	3251	7	55.7	55.7	61.5	
3826	3251	8	48.3	44.5		43.2
3827	3603	3	37.3	32.2		
3828	3603	4	40.5	33.3	40.5	
3829	3603	5	44.7	10.6		29.8
3830	3603	6	42	36		
3831	3603	7	52.3	47.7	61.4	
3832	3603	8	50	23.1		55.8
3833	4412	3	72.7	54.5		
3834	4412	4	85.4	66.7	61.2	
3835	4412	5	79.3	69		74.1
3836	4412	6	78.4	63.5		
3837	4412	7	72.4	67.2	84.5	
3838	4412	8	71.4	72.2		69.6
3839	1537	10	41.7		40.9	
3840	2150	10	81.6		92	
3841	2380	3	63.5	61.5		
3842	2380	4	62.5	42.2	35.9	
3843	2380	5	74.6	59.3		52.5
3844	2380	6	76.8	59.4		
3845	2521	3	82.5	62.5		
3846	2521	4	88.6	47.7	75	
3847	2521	5	97.6	80.5		85.4
3848	2521	6	88.2	90.2		
3849	2620	3	60	66.7		
3850	2620	4	95.2	90.5	76.2	
3851	2620	5	100	88.2		88.2
3852	2620	6	82.4	76.5		
3853	2774	3	70.4	53.7		
3854	2774	4	69.2	48.1	55.8	
3855	2774	5	62.5	41.7		54.2
3856	2774	6	66	50.9		
3857	3181	6				
3858	3181	7	68.8	66.1	64.7	
3859	3181	8	61.6	48.7		71.2
3860	3402	3	81.5	63		
3861	3402	4	50	25	42.9	
3862	3402	5	68.2	86.4		72.7
3863	3402	6	66.7	85.2		
3864	3403	3	84.8	51.5		
3865	3403	4	80.8	42.3	66.7	
3866	3403	5	75	44.4		61.1
3867	3403	6	73.1	53.8		
3868	3942	3	55.9	45.6		
3869	3942	4	69	25.4	46.5	
3870	3942	5	70.8	58.3		69.4
3871	3942	6	70.5	59.1		
3872	2467	10	91.5		92	
3873	2707	5				
3874	2707	6				
3875	2707	7	81.3	72.5	79.4	
3876	2707	8	86.5	70.2		84.6
3877	3057	3	74.3	38.6		
3878	3057	4	67.1	72.6	56.2	
3879	3057	5	89.7	80.7		87.9
3880	3057	6	92.3	75		
3881	3182	3	85.4	83.3		
3882	3182	4	90.6	86.8	88.7	
3883	3182	5	87.8	67.9		81.5
3884	3182	6	86.7	81.3		
3885	3252	3	92.9	73.7		
3886	3252	4	90	66.7	73.8	
3887	3252	5	83.6	70.1		82.1
3888	3252	6	78.5	71.2		
3889	2276	10	72.3		72.7	
3890	2522	3	72.9	64.6		
3891	2522	4	56.5	47.8	32.6	
3892	2522	5	67.6	54.1		62.2
3893	3900	6	61	53.7		
3894	3900	7	56.3	56.3	83.3	
3895	3900	8	64	46		60
3896	2578	3	82.2	60		
3897	2578	4	75	44.2	76.9	
3898	2578	5	63.8	66		66
3899	2578	6	77.1	66.7		
3900	2578	7	76.4	76.4	76.4	
3901	2578	8	90.9	75		88.6
3902	2295	8				
3903	2295	10	75.6		76.8	
3904	2579	3	56.1	38.6		
3905	2579	4	54	50	50	
3906	2579	5	60.3	46.6		54.8
3907	2579	6	73.2	52.1		
3908	2880	3	81.3	75		
3909	2880	4	65.3	61.2	63.3	
3910	2880	5	58	54		44
3911	2880	6	54.1	41		
3912	3001	3	65.8	64.5		
3913	3001	4	60.9	44.8	39.5	
3914	3001	5	68.1	50.7		49.3
3915	3001	6	69	54.9		
3916	3183	3	73.4	65.4		
3917	3183	4	80.9	72.1	60.3	
3918	3183	5	68	63		60.3
3919	3183	6	57.9	45.3		
3920	3821	7	55.6	55	62.3	
3921	3821	8	46.9	32.7		42.6
3922	3829	3				
3923	3829	4				
3924	3829	5				
3925	3829	7				
3926	3829	8				
3927	4013	3	77.8	75.3		
3928	4013	4	69.1	59.6	61.7	
3929	4013	5	51.6	40.7		48.4
3930	4013	6	69.5	59.8		
3931	4329	3	69.7	60.5		
3932	4329	4	61.5	47.4	67.9	
3933	4329	5	50	64.3		54.3
3934	4329	6	59.5	55.4		
3935	4511	7	61.4	45.1	71.7	
3936	4511	8	61.8	40.5		60.9
3937	3405	3				
3938	3405	4	63.6	63.6	36.4	
3939	3405	5				
3940	3405	6				
3941	3405	7	90	70	70	
3942	3405	8				
3943	3459	3				
3944	3459	4				
3945	3459	5				
3946	3459	6				
3947	3406	3				
3948	3406	4				
3949	3406	5				
3950	3406	6				
3951	3406	7				
3952	3406	8				
3953	2882	3	57.4	38.9		
3954	2882	4	61.5	43.8	31.3	
3955	2882	5	73.3	61.7		60.7
3956	2882	6	68.5	58.9		
3957	3119	10	76.1		77.5	
3958	3800	7	65.7	43.3	54.4	
3959	3800	8	41.1	30.1		52.8
3960	1665	6				
3961	2065	3	64.3	60.7		
3962	2065	4	77.5	45	50	
3963	2065	5	66.7	45.1		54.9
3964	2126	8				
3965	2126	10	80.2		82.3	
3966	2364	6	69.8	55.8		
3967	2364	7	66.8	63.9	74.6	
3968	2364	8	66.2	40.4		54.5
3969	2545	3	75.9	81.6		
3970	2545	4	81.2	87.1	88.4	
3971	2545	5	87.7	86.2		92.3
3972	2669	3	64.7	63.2		
3973	2669	4	77.8	63.5	54	
3974	2669	5	64.4	69.5		62.7
3975	2751	3	69.8	66		
3976	2751	4	68.2	57.6	56.3	
3977	2751	5	68.3	65.9		63.4
3978	2752	3	76.4	76.4		
3979	2752	4	82	62.3	62.3	
3980	2752	5	65.6	64.1		65.6
3981	2811	3	57.1	63.7		
3982	2811	4	80.3	67.6	53.5	
3983	2811	5	72.4	53.9		75
3984	2883	3	44.6	48		
3985	2883	4	58.5	50.9	34	
3986	2883	5	51.6	62.3		46.8
3987	3002	3	81.6	73.6		
3988	3002	4	80.2	73.3	69.8	
3989	3002	5	81.3	77.2		80
3990	3184	3	75.2	68.1		
3991	3184	4	81.4	55.8	50	
3992	3184	5	60	62.4		42.4
3993	3253	6	77.7	59.6		
3994	3253	7	75.6	61.4	79.2	
3995	3253	8	76.7	55.2		77
3996	3407	10	88.2		83.6	
3997	3533	3	76.5	81.2		
3998	3533	4	76.5	64.7	72.1	
3999	3533	5	75	73.7		75
4000	3686	3	78.3	88.4		
4001	3686	4	84.3	76.4	68.5	
4002	3686	5	72	68.3		74.4
4003	3752	6	78.5	65.6		
4004	3752	7	79.6	66	83.9	
4005	3752	8	73.2	60.6		72.5
4006	4125	3	91.1	85.3		
4007	4125	4	83.7	80.8	61.5	
4008	4125	5	83	80		91
4009	4137	10	63.4		78.6	
4010	4298	3	88.8	75.5		
4011	4298	4	79.2	69.8	67.7	
4012	4298	5	76.9	79.5		69.2
4013	4316	3	87	84.3		
4014	4316	4	89.8	91.5	95.8	
4015	4316	5	89.3	82.1		91.1
4016	4334	6	88.4	75.6		
4017	4334	7	84.6	76.1	89.8	
4018	4334	8	79.6	66.4		80.3
4019	4382	3	99	99		
4020	4382	4	97.5	97.5	97.5	
4021	4382	5	91.3	94.6		97.8
4022	4437	6	95	81		
4023	4437	7	90.3	82.1	92.2	
4024	4437	8	90.1	82.3		88.5
4025	4438	10	91.1		88.9	
4026	4530	3	86.2	86.2		
4027	4530	4	85.8	74.2	69.2	
4028	4530	5	80.5	86.8		82.8
4029	1753	3	66.7	33.3		
4030	1753	4				
4031	1753	5				
4032	1753	6	66.7	43.8		
4033	1753	7	66.7	33.3	53.3	
4034	1753	8	30	20		30
4035	1753	10	81.3		93.8	
4036	2426	10	92.3		92.6	
4037	2884	3	83.9	80.6		
4038	2884	4	86	69.9	75.3	
4039	2884	5	79	76.2		71.4
4040	2885	3	74.5	75.5		
4041	2885	4	82.9	81.9	71.2	
4042	2885	5	78.1	60.5		69.3
4043	3408	6	77.1	66.2		
4044	3408	7	73.7	73.3	71.1	
4045	3408	8				
4046	3753	3	85.6	82.4		
4047	3753	4	90.9	77.6	78.6	
4048	3753	5	83.3	80.7		91.2
4049	4139	6	78.8	73.5		
4050	4139	7	77.3	80	76.2	
4051	4391	3	78.4	66		
4052	4391	4	84.4	72.6	68.9	
4053	4391	5	87.1	75.2		89.1
4054	4392	3	87.7	84		
4055	4392	4	80.8	75.3	80.6	
4056	4392	5	85.1	75.7		86.5
4057	4534	3	84	89.6		
4058	4534	4	93.6	91.7	79.8	
4059	4534	5	80	76.2		82.4
4060	1848	3				
4061	1848	4				
4062	1848	5				
4063	1848	7				
4064	1848	8				
4065	1848	10				
4066	2886	3	70.9	56.4		
4067	2886	4	64.7	60.8	60.8	
4068	2886	5	78.1	75.2		76.2
4069	3120	6	82	61.3		
4070	3120	7	75	67.7	77.7	
4071	3120	8	68.3	51.9		74.6
4072	3121	3	58.9	40		
4073	3121	4	64.8	61.4	52.9	
4074	3121	5	67.5	55.4		59
4075	3687	3	69.2	66.2		
4076	3687	4	68.5	61.8	61.8	
4077	3687	5	72.9	67.8		59.3
4078	3688	10	79.4		87.6	
4079	4164	3	89.1	81.2		
4080	4164	4	90.5	87.1	82.8	
4081	4164	5	90.6	82.6		87.7
4082	4165	3	82.1	68.4		
4083	4165	4	80.5	67.8	71.2	
4084	4165	5	76.2	66.7		81
4085	4231	6	71.2	62.9		
4086	4231	7	70.8	70.6	72.4	
4087	4231	8	64.5	57		64.6
4088	4247	10	56		64	
4089	4303	3	60.5	66.7		
4090	4303	4	60.5	50	51.2	
4091	4303	5	61.2	36		42.4
4092	4304	3	61.3	53.8		
4093	4304	4	63.6	69.7	69.7	
4094	4304	5	70	67.5		60
4095	4342	3	86.5	72.1		
4096	4342	4	87.9	74.5	70.8	
4097	4342	5	87.3	77.5		82.4
4098	4344	3	52.2	52.2		
4099	4344	4	58.3	67.6	54.3	
4100	4344	5	67.2	66.4		56.9
4101	4425	6	62.9	41.8		
4102	4425	7	70.8	63.5	73.4	
4103	4425	8	69.2	49.8		53
4104	4430	6	88.7	74.1		
4105	4430	7	77.1	73.6	85.4	
4106	4430	8	79.7	80.4		81.1
4107	4430	10				
4108	4433	7				
4109	4433	8				
4110	4433	10	94.9		94.9	
4111	4469	3	91.9	82		
4112	4469	4	84.5	85.9	76.3	
4113	4469	5	91.3	82.5		76.7
4114	1519	10	62.5			
4115	1520	3	100	100		
4116	1520	4	100	100	94.3	
4117	1520	5	100	100		100
4118	1520	6	100	100		
4119	1655	10				
4120	1685	3	94.4	94.4		
4121	1685	4	98.1	94.4	85.2	
4122	1685	5	96.6	94.8		89.7
4123	1685	6	89.7	84.5		
4124	1685	7	93	94.7	93	
4125	1685	8	90.7	90.7		92.6
4126	1830	4				
4127	1830	6				
4128	1830	7				
4129	1830	8				
4130	1830	10				
4131	2887	3	82.7	69.2		
4132	2887	4	80	71.3	66.7	
4133	2887	5	70.3	60.4		50.5
4134	2887	6	63.3	55.7		
4135	2888	3	68.2	53.5		
4136	2888	4	63.8	38.3	38.3	
4137	2888	5	75	36.1		52.8
4138	2888	6	61.1	46.3		
4139	3122	3	72.5	65.7		
4140	3122	4	80.7	59.6	82.5	
4141	3122	5	72.6	58.1		54.8
4142	3122	6	56.5	53.2		
4143	3123	10	90.5		92.5	
4144	3186	3	82.1	68.7		
4145	3186	4	70.7	64.4	67.2	
4146	3186	5	76.2	71.4		68.3
4147	3186	6	70.9	61.8		
4148	3254	3	64.4	60		
4149	3254	4	76.9	64.6	63.1	
4150	3254	5	70	55		66.7
4151	3254	6	58.6	43.1		
4152	3302	3	76.5	52.9		
4153	3302	4	73.2	57.7	73.2	
4154	3302	5	78.6	69.6		58.9
4155	3302	6	61.2	56.7		
4156	3303	10	88.7		88.9	
4157	3304	3	65.6	57.4		
4158	3304	4	78.6	62.5	67.9	
4159	3304	5	71.7	67.9		71.7
4160	3304	6	73.5	68		
4161	3353	7	74.5	65	73.5	
4162	3353	8	66.2	49.1		75.7
4163	3409	3	80.6	71		
4164	3409	4	70.8	68.8	64.6	
4165	3409	5	65.1	60.3		42.9
4166	3409	6	59.6	40.4		
4167	3410	3	61.8	54.4		
4168	3410	4	65.2	48.5	40.9	
4169	3410	5	60.7	62.3		55.7
4170	3410	6	73.3	63.3		
4171	3461	3	80	82		
4172	3461	4	70.5	68.9	75.4	
4173	3461	5	85.2	64.8		77.8
4174	3461	6	73.3	63.3		
4175	3463	3	82.9	81.4		
4176	3463	4	84.2	55.3	82.9	
4177	3463	5	90.3	69.4		83.1
4178	3463	6	85.9	77.5		
4179	3463	7	73.4	74.7	81	
4180	3463	8	79.4	58.8		83.8
4181	3464	10	89.4		88.5	
4182	3503	3	81.1	63.5		
4183	3503	4	77.1	52.4	65.1	
4184	3503	5	73.8	62.9		54.1
4185	3503	6	70.1	53.7		
4186	3504	3	66.7	51.4		
4187	3504	4	80	55.3	71.8	
4188	3504	5	71.6	68.7		64.2
4189	3504	6	72.7	81.5		
4190	3534	3	71.7	39.1		
4191	3534	4	81.1	62.3	80.8	
4192	3534	5	60.8	62.7		62.7
4193	3534	6	73.3	64.4		
4194	3536	3	85.1	76.6		
4195	3536	4	85	82.5	85	
4196	3536	5	75	68.3		51.7
4197	3536	6	79.6	69.4		
4198	3560	7	67.6	67.4	77.5	
4199	3560	8	51	48.8		59.7
4200	3605	3	70.7	60		
4201	3605	4	76.8	66.1	64.3	
4202	3605	5	86.2	70.7		67.2
4203	3605	6	73.6	58.3		
4204	3606	3	69.6	63		
4205	3606	4	76.9	66.7	69.2	
4206	3606	5	72.9	52.1		66.7
4207	3606	6	86	76.7		
