SchoolYear	ESD	CountyNumber	County	CountyDistrictNumber	District	BuildingNumber	School	GradeTested	MathTotalTested	MathMetStandard	MathPercentMetStandard	MathLevel1	MathPercentLevel1	MathLevel2	MathPercentLevel2	MathLevelMO	MathPercentLevelMO	MathLevel3	MathPercentLevel3	MathLevel4	MathPercentLevel4	MathNotTested	MathPercentNotTested	MathNotMet	MathPercentNotMet	MathWAASPORT	MathPercentWAASPORT	MathWAASDAW	MathPercentWAASDAW	ReadingTotalTested	ReadMetStandard	ReadPercentMetStandard	ReadingLevel1	ReadingPercentLevel1	ReadingLevel2	ReadingPercentLevel2	ReadingLevelMO	ReadingPercentLevelMO	ReadingLevel3	ReadingPercentLevel3	ReadingLevel4	ReadingPercentLevel4	ReadingNotTested	ReadingPercentNotTested	ReadingNotMet	ReadingPercentNotMet	ReadingWAASPORT	ReadingPercentWAASPORT	ReadingWAASDAW	ReadingPercentWAASDAW	WritingTotalTested	WriteMetStandard	WritePercentMetStandard	WritingLevel1	WritingPercentLevel1	WritingLevel2	WritingPercentLevel2	WritingLevelMO	WritingPercentLevelMO	WritingLevel3	WritingPercentLevel3	WritingLevel4	WritingPercentLevel4	WritingNotTested	WritingPercentNotTested	WritingNotMet	WritingPercentNotMet	WritingWAASPORT	WritingPercentWAASPORT	WritingWAASDAW	WritingPercentWAASDAW	ScienceTotalTested	ScienceMetStandard	SciencePercentMetStandard	ScienceLevel1	SciencePercentLevel1	ScienceLevel2	SciencePercentLevel2	ScienceLevelMO	SciencePercentLevelMO	ScienceLevel3	SciencePercentLevel3	ScienceLevel4	SciencePercentLevel4	ScienceNotTested	SciencePercentNotTested	ScienceNotMet	SciencePercentNotMet	ScienceWAASPORT	SciencePercentWAASPORT	ScienceWAASDAW	SciencePercentWAASDAW	PercentMet3Standards	PercentMet2Standards	PercentMet1Standards	PercentMet0Standards	ReadingLevelIndex	MathLevelIndex	ScienceLevelIndex
2006-07	Educational Service District 123	02	Asotin	02250	Clarkston School District	1617	Educational Opportunity Center	7	2	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2006-07	Educational Service District 123	02	Asotin	02250	Clarkston School District	1617	Educational Opportunity Center	8	2	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2006-07	Educational Service District 123	02	Asotin	02250	Clarkston School District	1617	Educational Opportunity Center	10	26	4	11.1	16	44.4	6	16.7	0	0.0	4	11.1	0	0.0	10	27.8	32	88.9	0	0.0	0	0.0	24	13	40.6	3	9.4	8	25.0	2	6.3	9	28.1	2	6.3	8	25.0	19	59.4	0	0.0	0	0.0	26	12	36.4	5	15.2	9	27.3	3	9.1	7	21.2	2	6.1	7	21.2	21	63.6	0	0.0	0	0.0	21	1	2.9	14	40.0	6	17.1	0	0.0	1	2.9	0	0.0	14	40.0	34	97.1	0	0.0	0	0.0	22.9	20.0	45.7	11.4	1.69	1.11	0.83
2006-07	Educational Service District 123	02	Asotin	02250	Clarkston School District	2299	Charles Francis Adams High School	4	0	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2006-07	Educational Service District 123	02	Asotin	02250	Clarkston School District	2299	Charles Francis Adams High School	7	0	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2006-07	Educational Service District 123	02	Asotin	02250	Clarkston School District	2299	Charles Francis Adams High School	8	0	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2006-07	Educational Service District 123	02	Asotin	02250	Clarkston School District	2299	Charles Francis Adams High School	10	156	90	54.9	29	17.7	37	22.6	0	0.0	57	34.8	33	20.1	8	4.9	74	45.1	0	0.0	0	0.0	157	150	90.9	0	0.0	7	4.2	2	1.2	41	24.8	107	64.8	8	4.8	15	9.1	0	0.0	0	0.0	159	154	93.3	0	0.0	5	3.0	0	0.0	54	32.7	100	60.6	6	3.6	11	6.7	0	0.0	0	0.0	147	65	39.9	38	23.3	44	27.0	0	0.0	61	37.4	4	2.5	16	9.8	98	60.1	0	0.0	0	0.0	57.6	37.6	4.2	0.6	3.42	2.48	1.99
2006-07	Educational Service District 123	02	Asotin	02250	Clarkston School District	2501	Lincoln Middle School	7	188	98	51.3	45	23.6	45	23.6	2	1.0	57	29.8	39	20.4	3	1.6	93	48.7	0	0.0	0	0.0	188	130	68.1	7	3.7	51	26.7	7	3.7	72	37.7	51	26.7	3	1.6	61	31.9	0	0.0	0	0.0	187	144	75.4	10	5.2	33	17.3	4	2.1	83	43.5	57	29.8	4	2.1	47	24.6	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	44.0	24.6	18.8	12.6	2.77	2.42	NA
2006-07	Educational Service District 123	02	Asotin	02250	Clarkston School District	2501	Lincoln Middle School	8	226	120	52.2	56	24.3	50	21.7	5	2.2	70	30.4	45	19.6	4	1.7	110	47.8	0	0.0	0	0.0	228	182	78.8	15	6.5	31	13.4	13	5.6	75	32.5	94	40.7	3	1.3	49	21.2	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	225	109	47.4	51	22.2	65	28.3	6	2.6	77	33.5	26	11.3	5	2.2	121	52.6	0	0.0	0	0.0	40.0	20.4	23.0	16.5	2.94	2.37	2.24
2006-07	Educational Service District 123	02	Asotin	02250	Clarkston School District	2823	Parkway Elementary	3	49	29	58.0	10	20.0	10	20.0	0	0.0	18	36.0	11	22.0	1	2.0	21	42.0	0	0.0	0	0.0	49	30	60.0	6	12.0	13	26.0	0	0.0	16	32.0	14	28.0	1	2.0	20	40.0	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0.0	50.0	22.0	28.0	2.72	2.56	NA
2006-07	Educational Service District 123	02	Asotin	02250	Clarkston School District	2823	Parkway Elementary	4	47	18	38.3	20	42.6	9	19.1	0	0.0	13	27.7	5	10.6	0	0.0	29	61.7	0	0.0	0	0.0	47	35	74.5	2	4.3	10	21.3	0	0.0	26	55.3	9	19.1	0	0.0	12	25.5	0	0.0	0	0.0	47	23	48.9	7	14.9	17	36.2	0	0.0	19	40.4	4	8.5	0	0.0	24	51.1	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	34.0	19.1	21.3	25.5	2.89	2.06	NA
2006-07	Educational Service District 123	02	Asotin	02250	Clarkston School District	2823	Parkway Elementary	5	44	23	51.1	12	26.7	9	20.0	0	0.0	16	35.6	7	15.6	1	2.2	22	48.9	0	0.0	0	0.0	44	19	42.2	3	6.7	22	48.9	0	0.0	11	24.4	8	17.8	1	2.2	26	57.8	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	44	17	37.8	7	15.6	20	44.4	0	0.0	15	33.3	2	4.4	1	2.2	28	62.2	0	0.0	0	0.0	35.6	8.9	13.3	42.2	2.49	2.36	2.22
2006-07	Educational Service District 123	02	Asotin	02250	Clarkston School District	2823	Parkway Elementary	6	50	17	32.7	23	44.2	10	19.2	0	0.0	15	28.8	2	3.8	2	3.8	35	67.3	0	0.0	0	0.0	51	28	53.8	7	13.5	16	30.8	0	0.0	22	42.3	6	11.5	1	1.9	24	46.2	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0.0	30.8	30.8	38.5	2.48	1.85	NA
2006-07	Educational Service District 123	02	Asotin	02250	Clarkston School District	2962	Grantham Elementary	3	35	28	80.0	0	0.0	7	20.0	0	0.0	21	60.0	7	20.0	0	0.0	7	20.0	0	0.0	0	0.0	34	25	73.5	1	2.9	8	23.5	0	0.0	17	50.0	8	23.5	0	0.0	9	26.5	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0.0	60.0	31.4	8.6	2.94	3.00	NA
2006-07	Educational Service District 123	02	Asotin	02250	Clarkston School District	2962	Grantham Elementary	4	25	18	72.0	5	20.0	2	8.0	0	0.0	11	44.0	7	28.0	0	0.0	7	28.0	0	0.0	0	0.0	25	19	76.0	2	8.0	4	16.0	0	0.0	16	64.0	3	12.0	0	0.0	6	24.0	0	0.0	0	0.0	25	13	52.0	7	28.0	5	20.0	0	0.0	12	48.0	1	4.0	0	0.0	12	48.0	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	44.0	24.0	20.0	12.0	2.80	2.80	NA
2006-07	Educational Service District 123	02	Asotin	02250	Clarkston School District	2962	Grantham Elementary	5	27	20	74.1	2	7.4	5	18.5	0	0.0	14	51.9	6	22.2	0	0.0	7	25.9	0	0.0	0	0.0	27	16	59.3	1	3.7	10	37.0	0	0.0	13	48.1	3	11.1	0	0.0	11	40.7	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	27	16	59.3	2	7.4	9	33.3	0	0.0	16	59.3	0	0.0	0	0.0	11	40.7	0	0.0	0	0.0	40.7	25.9	18.5	14.8	2.67	2.89	2.52
2006-07	Educational Service District 123	02	Asotin	02250	Clarkston School District	2962	Grantham Elementary	6	25	19	76.0	1	4.0	5	20.0	0	0.0	12	48.0	7	28.0	0	0.0	6	24.0	0	0.0	0	0.0	25	20	80.0	1	4.0	4	16.0	0	0.0	14	56.0	6	24.0	0	0.0	5	20.0	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0.0	68.0	20.0	12.0	3.00	3.00	NA
2006-07	Educational Service District 123	02	Asotin	02250	Clarkston School District	3266	Highland Elementary	3	49	27	55.1	4	8.2	18	36.7	0	0.0	22	44.9	5	10.2	0	0.0	22	44.9	0	0.0	0	0.0	49	35	71.4	3	6.1	11	22.4	0	0.0	21	42.9	14	28.6	0	0.0	14	28.6	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0.0	51.0	24.5	24.5	2.94	2.57	NA
2006-07	Educational Service District 123	02	Asotin	02250	Clarkston School District	3266	Highland Elementary	4	44	15	34.1	19	43.2	10	22.7	0	0.0	11	25.0	4	9.1	0	0.0	29	65.9	0	0.0	0	0.0	44	24	54.5	2	4.5	18	40.9	0	0.0	22	50.0	2	4.5	0	0.0	20	45.5	0	0.0	0	0.0	44	24	54.5	4	9.1	16	36.4	0	0.0	21	47.7	3	6.8	0	0.0	20	45.5	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	31.8	13.6	20.5	34.1	2.55	2.00	NA
2006-07	Educational Service District 123	02	Asotin	02250	Clarkston School District	3266	Highland Elementary	5	35	13	37.1	16	45.7	6	17.1	0	0.0	8	22.9	5	14.3	0	0.0	22	62.9	0	0.0	0	0.0	35	22	62.9	7	20.0	6	17.1	0	0.0	17	48.6	5	14.3	0	0.0	13	37.1	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	35	9	25.7	12	34.3	14	40.0	0	0.0	8	22.9	1	2.9	0	0.0	26	74.3	0	0.0	0	0.0	22.9	17.1	22.9	37.1	2.57	2.06	1.94
2006-07	Educational Service District 123	02	Asotin	02250	Clarkston School District	3266	Highland Elementary	6	33	11	31.4	10	28.6	12	34.3	0	0.0	9	25.7	2	5.7	2	5.7	24	68.6	0	0.0	0	0.0	33	15	42.9	7	20.0	11	31.4	0	0.0	11	31.4	4	11.4	2	5.7	20	57.1	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0.0	31.4	22.9	45.7	2.23	1.97	NA
2006-07	Educational Service District 123	02	Asotin	02250	Clarkston School District	3616	Special Services	3	0	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2006-07	Educational Service District 123	02	Asotin	02250	Clarkston School District	3616	Special Services	4	1	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2006-07	Educational Service District 123	02	Asotin	02250	Clarkston School District	3616	Special Services	6	0	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2006-07	Educational Service District 123	02	Asotin	02250	Clarkston School District	3616	Special Services	7	0	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2006-07	Educational Service District 123	02	Asotin	02250	Clarkston School District	3616	Special Services	10	1	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2006-07	Educational Service District 123	02	Asotin	02250	Clarkston School District	4384	Heights Elementary	3	56	42	75.0	2	3.6	12	21.4	0	0.0	29	51.8	13	23.2	0	0.0	14	25.0	0	0.0	0	0.0	56	39	69.6	4	7.1	13	23.2	0	0.0	22	39.3	17	30.4	0	0.0	17	30.4	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0.0	60.7	23.2	16.1	2.93	2.95	NA
2006-07	Educational Service District 123	02	Asotin	02250	Clarkston School District	4384	Heights Elementary	4	51	39	76.5	4	7.8	8	15.7	0	0.0	13	25.5	26	51.0	0	0.0	12	23.5	1	1.9	0	0.0	51	46	90.2	1	2.0	4	7.8	0	0.0	28	54.9	18	35.3	0	0.0	5	9.8	1	1.9	0	0.0	51	42	82.4	0	0.0	9	17.6	0	0.0	30	58.8	12	23.5	0	0.0	9	17.6	1	1.9	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	67.3	17.3	7.7	7.7	3.24	3.20	NA
2006-07	Educational Service District 123	02	Asotin	02250	Clarkston School District	4384	Heights Elementary	5	61	41	67.2	8	13.1	12	19.7	0	0.0	18	29.5	23	37.7	0	0.0	20	32.8	1	1.6	0	0.0	61	48	78.7	1	1.6	12	19.7	0	0.0	19	31.1	29	47.5	0	0.0	13	21.3	1	1.6	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	61	35	57.4	4	6.6	22	36.1	0	0.0	32	52.5	3	4.9	0	0.0	26	42.6	1	1.6	0	0.0	53.2	12.9	14.5	19.4	3.25	2.92	2.56
2006-07	Educational Service District 123	02	Asotin	02250	Clarkston School District	4384	Heights Elementary	6	74	35	46.1	14	18.4	25	32.9	0	0.0	25	32.9	10	13.2	2	2.6	41	53.9	1	1.3	0	0.0	74	49	64.5	3	3.9	22	28.9	0	0.0	31	40.8	18	23.7	2	2.6	27	35.5	1	1.3	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0.0	42.9	28.6	28.6	2.79	2.36	NA
2006-07	Educational Service District 123	02	Asotin	02250	Clarkston School District	4384	Heights Elementary	10	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2006-07	Educational Service District 123	02	Asotin	02420	Asotin-Anatone School District	2434	Asotin Jr Sr High	7	40	22	55.0	8	20.0	10	25.0	0	0.0	12	30.0	10	25.0	0	0.0	18	45.0	0	0.0	0	0.0	40	29	72.5	0	0.0	11	27.5	4	10.0	11	27.5	14	35.0	0	0.0	11	27.5	0	0.0	0	0.0	39	28	70.0	2	5.0	9	22.5	0	0.0	19	47.5	9	22.5	1	2.5	12	30.0	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	40.0	27.5	25.0	7.5	2.77	2.60	NA
2006-07	Educational Service District 123	02	Asotin	02420	Asotin-Anatone School District	2434	Asotin Jr Sr High	8	48	32	66.7	7	14.6	9	18.8	1	2.1	21	43.8	10	20.8	0	0.0	16	33.3	0	0.0	0	0.0	48	33	68.8	5	10.4	10	20.8	0	0.0	19	39.6	14	29.2	0	0.0	15	31.3	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	47	27	56.3	8	16.7	12	25.0	0	0.0	20	41.7	7	14.6	1	2.1	21	43.8	0	0.0	0	0.0	54.2	8.3	14.6	22.9	2.88	2.67	2.50
2006-07	Educational Service District 123	02	Asotin	02420	Asotin-Anatone School District	2434	Asotin Jr Sr High	10	44	32	72.7	2	4.5	10	22.7	1	2.3	20	45.5	11	25.0	0	0.0	12	27.3	0	0.0	0	0.0	43	38	86.4	0	0.0	5	11.4	0	0.0	13	29.5	25	56.8	1	2.3	6	13.6	0	0.0	0	0.0	44	44	100.0	0	0.0	0	0.0	1	2.3	5	11.4	38	86.4	0	0.0	0	0.0	0	0.0	0	0.0	44	31	70.5	3	6.8	10	22.7	2	4.5	29	65.9	0	0.0	0	0.0	13	29.5	0	0.0	0	0.0	70.5	20.5	9.1	0.0	3.39	2.86	2.50
2006-07	Educational Service District 123	02	Asotin	02420	Asotin-Anatone School District	2507	Asotin Elementary	3	50	40	80.0	4	8.0	6	12.0	0	0.0	27	54.0	13	26.0	0	0.0	10	20.0	2	3.8	0	0.0	50	43	86.0	1	2.0	6	12.0	0	0.0	27	54.0	16	32.0	0	0.0	7	14.0	2	3.8	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0.0	71.2	17.3	11.5	3.16	2.98	NA
2006-07	Educational Service District 123	02	Asotin	02420	Asotin-Anatone School District	2507	Asotin Elementary	4	35	21	60.0	5	14.3	9	25.7	0	0.0	9	25.7	12	34.3	0	0.0	14	40.0	0	0.0	0	0.0	35	26	74.3	0	0.0	9	25.7	0	0.0	21	60.0	5	14.3	0	0.0	9	25.7	0	0.0	0	0.0	35	27	77.1	2	5.7	6	17.1	0	0.0	17	48.6	10	28.6	0	0.0	8	22.9	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	51.4	17.1	22.9	8.6	2.89	2.80	NA
2006-07	Educational Service District 123	02	Asotin	02420	Asotin-Anatone School District	2507	Asotin Elementary	5	42	24	57.1	6	14.3	12	28.6	1	2.4	18	42.9	5	11.9	0	0.0	18	42.9	0	0.0	0	0.0	43	30	69.8	3	7.0	10	23.3	3	7.0	12	27.9	15	34.9	0	0.0	13	30.2	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	41	13	31.7	5	12.2	23	56.1	1	2.4	11	26.8	1	2.4	0	0.0	28	68.3	0	0.0	0	0.0	26.8	29.3	24.4	19.5	2.77	2.48	2.15
2006-07	Educational Service District 123	02	Asotin	02420	Asotin-Anatone School District	2507	Asotin Elementary	6	41	16	39.0	12	29.3	13	31.7	1	2.4	12	29.3	3	7.3	0	0.0	25	61.0	0	0.0	0	0.0	41	23	56.1	3	7.3	15	36.6	1	2.4	15	36.6	7	17.1	0	0.0	18	43.9	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0.0	34.1	26.8	39.0	2.59	2.10	NA
2006-07	Educational Service District 123	03	Benton	03017	Kennewick School District	2824	Eastgate Elementary School	3	79	48	60.8	11	13.9	20	25.3	0	0.0	40	50.6	8	10.1	0	0.0	31	39.2	0	0.0	0	0.0	78	46	59.0	11	14.1	21	26.9	0	0.0	34	43.6	12	15.4	0	0.0	32	41.0	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0.0	45.6	27.8	26.6	2.60	2.57	NA
2006-07	Educational Service District 123	03	Benton	03017	Kennewick School District	2824	Eastgate Elementary School	4	83	33	39.8	32	38.6	18	21.7	2	2.4	21	25.3	10	12.0	0	0.0	50	60.2	0	0.0	0	0.0	83	44	53.0	2	2.4	37	44.6	6	7.2	26	31.3	12	14.5	0	0.0	39	47.0	0	0.0	0	0.0	83	42	50.6	11	13.3	30	36.1	5	6.0	35	42.2	2	2.4	0	0.0	41	49.4	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	25.3	26.5	14.5	33.7	2.43	2.06	NA
