SchoolYear	ESD	CountyNumber	County	CountyDistrictNumber	District	BuildingNumber	School	GradeTested	MathTotalTested	MathMetStandard	MathPercentMetStandard	MathLevel1	MathPercentLevel1	MathLevel2	MathPercentLevel2	MathLevelMO	MathPercentLevelMO	MathLevel3	MathPercentLevel3	MathLevel4	MathPercentLevel4	MathNotTested	MathPercentNotTested	MathNotMet	MathPercentNotMet	MathWAASPORT	MathPercentWAASPORT	MathWAASDAW	MathPercentWAASDAW	ReadingTotalTested	ReadMetStandard	ReadPercentMetStandard	ReadingLevel1	ReadingPercentLevel1	ReadingLevel2	ReadingPercentLevel2	ReadingLevelMO	ReadingPercentLevelMO	ReadingLevel3	ReadingPercentLevel3	ReadingLevel4	ReadingPercentLevel4	ReadingNotTested	ReadingPercentNotTested	ReadingNotMet	ReadingPercentNotMet	ReadingWAASPORT	ReadingPercentWAASPORT	ReadingWAASDAW	ReadingPercentWAASDAW	WritingTotalTested	WriteMetStandard	WritePercentMetStandard	WritingLevel1	WritingPercentLevel1	WritingLevel2	WritingPercentLevel2	WritingLevelMO	WritingPercentLevelMO	WritingLevel3	WritingPercentLevel3	WritingLevel4	WritingPercentLevel4	WritingNotTested	WritingPercentNotTested	WritingNotMet	WritingPercentNotMet	WritingWAASPORT	WritingPercentWAASPORT	WritingWAASDAW	WritingPercentWAASDAW	ScienceTotalTested	ScienceMetStandard	SciencePercentMetStandard	ScienceLevel1	SciencePercentLevel1	ScienceLevel2	SciencePercentLevel2	ScienceLevelMO	SciencePercentLevelMO	ScienceLevel3	SciencePercentLevel3	ScienceLevel4	SciencePercentLevel4	ScienceNotTested	SciencePercentNotTested	ScienceNotMet	SciencePercentNotMet	ScienceWAASPORT	SciencePercentWAASPORT	ScienceWAASDAW	SciencePercentWAASDAW	PercentMet3Standards	PercentMet2Standards	PercentMet1Standards	PercentMet0Standards	ReadingLevelIndex	MathLevelIndex	ScienceLevelIndex
2006-07	Puget Sound Educational Service District 121	17	King	17001	Seattle Public Schools	1751	Home School Resource Center	3	4	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	17	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	17	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2006-07	Puget Sound Educational Service District 121	17	King	17001	Seattle Public Schools	1751	Home School Resource Center	4	4	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	15	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	14	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	15	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2006-07	Puget Sound Educational Service District 121	17	King	17001	Seattle Public Schools	1751	Home School Resource Center	5	5	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2006-07	Puget Sound Educational Service District 121	17	King	17001	Seattle Public Schools	1751	Home School Resource Center	6	5	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2006-07	Puget Sound Educational Service District 121	17	King	17001	Seattle Public Schools	1751	Home School Resource Center	7	4	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	9	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2006-07	Puget Sound Educational Service District 121	17	King	17001	Seattle Public Schools	1751	Home School Resource Center	8	7	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	9	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	9	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2006-07	Puget Sound Educational Service District 121	17	King	17001	Seattle Public Schools	1751	Home School Resource Center	10	20	10	35.7	5	18.5	6	22.2	0	0.0	7	25.9	2	7.4	7	25.9	18	66.7	0	0.0	0	0.0	17	20	64.5	0	0.0	2	7.7	0	0.0	5	19.2	10	38.5	9	34.6	11	42.3	0	0.0	0	0.0	21	23	69.7	0	0.0	1	3.3	0	0.0	9	30.0	11	36.7	9	30.0	10	33.3	0	0.0	0	0.0	19	7	25.9	7	25.9	5	18.5	0	0.0	7	25.9	0	0.0	8	29.6	20	74.1	0	0.0	0	0.0	46.7	36.7	16.7	0.0	2.27	1.70	1.41
2006-07	Puget Sound Educational Service District 121	17	King	17001	Seattle Public Schools	1796	Salmon Bay School	3	40	35	87.5	0	0.0	5	12.5	0	0.0	22	55.0	13	32.5	0	0.0	5	12.5	0	0.0	0	0.0	40	35	87.5	0	0.0	5	12.5	0	0.0	20	50.0	15	37.5	0	0.0	5	12.5	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0.0	75.0	25.0	0.0	3.25	3.20	NA
2006-07	Puget Sound Educational Service District 121	17	King	17001	Seattle Public Schools	1796	Salmon Bay School	4	44	39	88.6	3	6.8	2	4.5	2	4.5	21	47.7	16	36.4	0	0.0	5	11.4	0	0.0	0	0.0	44	43	97.7	0	0.0	1	2.3	0	0.0	27	61.4	16	36.4	0	0.0	1	2.3	0	0.0	0	0.0	44	32	72.7	1	2.3	11	25.0	1	2.3	21	47.7	10	22.7	0	0.0	12	27.3	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	63.6	31.8	4.5	0.0	3.34	3.05	NA
2006-07	Puget Sound Educational Service District 121	17	King	17001	Seattle Public Schools	1796	Salmon Bay School	5	46	37	80.4	2	4.3	7	15.2	2	4.3	20	43.5	15	32.6	0	0.0	9	19.6	0	0.0	0	0.0	46	42	91.3	0	0.0	4	8.7	1	2.2	18	39.1	23	50.0	0	0.0	4	8.7	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	46	34	73.9	2	4.3	10	21.7	2	4.3	24	52.2	8	17.4	0	0.0	12	26.1	0	0.0	0	0.0	67.4	13.0	17.4	2.2	3.35	2.96	2.74
2006-07	Puget Sound Educational Service District 121	17	King	17001	Seattle Public Schools	1796	Salmon Bay School	6	119	79	66.4	15	12.6	25	21.0	0	0.0	55	46.2	24	20.2	0	0.0	40	33.6	0	0.0	0	0.0	119	98	82.4	4	3.4	17	14.3	1	0.8	54	45.4	43	36.1	0	0.0	21	17.6	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0.0	64.7	19.3	16.0	3.13	2.74	NA
2006-07	Puget Sound Educational Service District 121	17	King	17001	Seattle Public Schools	1796	Salmon Bay School	7	112	83	70.3	12	10.2	17	14.4	2	1.7	39	33.1	42	35.6	6	5.1	35	29.7	2	1.7	0	0.0	115	99	82.5	3	2.5	13	10.8	8	6.7	34	28.3	57	47.5	5	4.2	21	17.5	0	0.0	0	0.0	114	98	81.7	6	5.0	10	8.3	4	3.3	50	41.7	44	36.7	6	5.0	22	18.3	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	66.7	19.2	9.2	5.0	2.99	2.81	NA
2006-07	Puget Sound Educational Service District 121	17	King	17001	Seattle Public Schools	1796	Salmon Bay School	8	116	88	73.3	12	10.0	16	13.3	2	1.7	54	45.0	32	26.7	4	3.3	32	26.7	0	0.0	0	0.0	116	95	79.2	2	1.7	19	15.8	0	0.0	33	27.5	62	51.7	4	3.3	25	20.8	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	114	83	69.2	5	4.2	26	21.7	0	0.0	71	59.2	12	10.0	6	5.0	37	30.8	0	0.0	0	0.0	66.7	11.7	10.0	11.7	3.23	2.78	2.65
2006-07	Puget Sound Educational Service District 121	17	King	17001	Seattle Public Schools	1856	The Center School	10	44	36	76.6	4	9.1	7	15.9	0	0.0	21	47.7	12	27.3	0	0.0	11	25.0	0	0.0	0	0.0	44	47	90.4	2	4.3	0	0.0	1	2.1	6	12.8	35	74.5	3	6.4	5	10.6	0	0.0	0	0.0	42	46	92.0	1	2.3	1	2.3	1	2.3	6	13.6	33	75.0	2	4.5	4	9.1	0	0.0	0	0.0	45	33	73.3	6	13.3	6	13.3	0	0.0	32	71.1	1	2.2	0	0.0	12	26.7	0	0.0	0	0.0	56.0	30.0	12.0	2.0	3.40	2.93	2.62
2006-07	Puget Sound Educational Service District 121	17	King	17001	Seattle Public Schools	2059	Meany Middle School	6	165	42	25.1	78	46.7	45	26.9	4	2.4	28	16.8	10	6.0	2	1.2	125	74.9	10	5.6	0	0.0	165	89	53.3	23	13.8	53	31.7	7	4.2	64	38.3	18	10.8	2	1.2	78	46.7	10	5.6	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0.0	23.2	29.9	46.9	2.35	1.75	NA
2006-07	Puget Sound Educational Service District 121	17	King	17001	Seattle Public Schools	2059	Meany Middle School	7	126	32	25.0	63	49.2	31	24.2	1	0.8	24	18.8	7	5.5	2	1.6	96	75.0	6	4.5	0	0.0	127	53	41.4	31	24.2	43	33.6	4	3.1	38	29.7	11	8.6	1	0.8	75	58.6	6	4.5	0	0.0	126	54	42.2	25	19.5	47	36.7	4	3.1	44	34.4	6	4.7	2	1.6	74	57.8	6	4.5	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	15.7	16.4	27.6	40.3	2.15	1.76	NA
2006-07	Puget Sound Educational Service District 121	17	King	17001	Seattle Public Schools	2059	Meany Middle School	8	129	39	29.8	67	51.1	23	17.6	1	0.8	26	19.8	12	9.2	2	1.5	92	70.2	10	7.0	0	0.0	130	50	37.9	30	22.7	50	37.9	10	7.6	30	22.7	10	7.6	2	1.5	82	62.1	10	7.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	131	24	18.0	81	60.9	26	19.5	4	3.0	19	14.3	1	0.8	2	1.5	109	82.0	10	7.0	0	0.0	12.9	12.9	20.7	53.6	1.97	1.82	1.46
2006-07	Puget Sound Educational Service District 121	17	King	17001	Seattle Public Schools	2061	Green Lake Elementary School	3	39	35	83.3	2	4.8	2	4.8	0	0.0	17	40.5	18	42.9	3	7.1	7	16.7	0	0.0	0	0.0	39	31	72.1	3	7.0	5	11.6	0	0.0	11	25.6	20	46.5	4	9.3	12	27.9	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0.0	83.3	7.1	9.5	2.93	3.07	NA
2006-07	Puget Sound Educational Service District 121	17	King	17001	Seattle Public Schools	2061	Green Lake Elementary School	4	33	21	55.3	5	13.2	7	18.4	0	0.0	7	18.4	14	36.8	5	13.2	17	44.7	0	0.0	0	0.0	33	27	71.1	0	0.0	6	15.8	0	0.0	15	39.5	12	31.6	5	13.2	11	28.9	0	0.0	0	0.0	32	16	42.1	9	23.7	7	18.4	0	0.0	9	23.7	7	18.4	6	15.8	22	57.9	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	50.0	26.3	7.9	15.8	2.76	2.53	NA
2006-07	Puget Sound Educational Service District 121	17	King	17001	Seattle Public Schools	2061	Green Lake Elementary School	5	40	35	81.4	2	4.7	3	7.0	0	0.0	9	20.9	26	60.5	3	7.0	8	18.6	0	0.0	0	0.0	42	40	90.9	0	0.0	2	4.5	2	4.5	16	36.4	22	50.0	2	4.5	4	9.1	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	40	29	67.4	3	7.0	8	18.6	0	0.0	25	58.1	4	9.3	3	7.0	14	32.6	0	0.0	0	0.0	70.5	15.9	11.4	2.3	3.18	3.23	2.56
2006-07	Puget Sound Educational Service District 121	17	King	17001	Seattle Public Schools	2063	Hay Elementary School	3	81	74	90.2	2	2.4	5	6.1	1	1.2	34	41.5	39	47.6	1	1.2	8	9.8	0	0.0	0	0.0	81	76	92.7	2	2.4	3	3.7	0	0.0	21	25.6	55	67.1	1	1.2	6	7.3	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0.0	90.2	4.9	4.9	3.55	3.29	NA
2006-07	Puget Sound Educational Service District 121	17	King	17001	Seattle Public Schools	2063	Hay Elementary School	4	75	60	80.0	7	9.3	8	10.7	0	0.0	14	18.7	46	61.3	0	0.0	15	20.0	0	0.0	0	0.0	75	73	97.3	0	0.0	2	2.7	2	2.7	35	46.7	36	48.0	0	0.0	2	2.7	0	0.0	0	0.0	75	72	96.0	2	2.7	1	1.3	1	1.3	42	56.0	29	38.7	0	0.0	3	4.0	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	78.7	16.0	5.3	0.0	3.37	3.32	NA
2006-07	Puget Sound Educational Service District 121	17	King	17001	Seattle Public Schools	2063	Hay Elementary School	5	54	50	92.6	3	5.6	1	1.9	2	3.7	12	22.2	36	66.7	0	0.0	4	7.4	0	0.0	0	0.0	55	55	100.0	0	0.0	0	0.0	1	1.8	17	30.9	37	67.3	0	0.0	0	0.0	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	55	40	72.7	3	5.5	12	21.8	3	5.5	20	36.4	17	30.9	0	0.0	15	27.3	0	0.0	0	0.0	69.1	25.5	5.5	0.0	3.62	3.43	2.82
2006-07	Puget Sound Educational Service District 121	17	King	17001	Seattle Public Schools	2069	Madrona K-8	3	50	35	70.0	10	20.0	5	10.0	1	2.0	22	44.0	12	24.0	0	0.0	15	30.0	0	0.0	0	0.0	50	38	76.0	2	4.0	10	20.0	5	10.0	17	34.0	16	32.0	0	0.0	12	24.0	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0.0	62.0	22.0	16.0	2.74	2.68	NA
2006-07	Puget Sound Educational Service District 121	17	King	17001	Seattle Public Schools	2069	Madrona K-8	4	39	18	46.2	6	15.4	15	38.5	1	2.6	5	12.8	12	30.8	0	0.0	21	53.8	0	0.0	0	0.0	39	29	74.4	3	7.7	7	17.9	2	5.1	17	43.6	10	25.6	0	0.0	10	25.6	0	0.0	0	0.0	38	21	53.8	7	17.9	10	25.6	1	2.6	11	28.2	9	23.1	1	2.6	18	46.2	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	38.5	20.5	20.5	20.5	2.77	2.54	NA
2006-07	Puget Sound Educational Service District 121	17	King	17001	Seattle Public Schools	2069	Madrona K-8	5	47	15	31.9	16	34.0	16	34.0	2	4.3	10	21.3	3	6.4	0	0.0	32	68.1	0	0.0	0	0.0	46	30	65.2	3	6.5	13	28.3	3	6.5	21	45.7	6	13.0	0	0.0	16	34.8	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	47	8	17.0	21	44.7	18	38.3	3	6.4	5	10.6	0	0.0	0	0.0	39	83.0	0	0.0	0	0.0	12.8	19.1	36.2	31.9	2.52	1.91	1.53
2006-07	Puget Sound Educational Service District 121	17	King	17001	Seattle Public Schools	2069	Madrona K-8	6	57	13	22.8	19	33.3	25	43.9	1	1.8	11	19.3	1	1.8	0	0.0	44	77.2	0	0.0	0	0.0	57	33	57.9	6	10.5	18	31.6	3	5.3	26	45.6	4	7.0	0	0.0	24	42.1	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0.0	21.1	38.6	40.4	2.39	1.86	NA
2006-07	Puget Sound Educational Service District 121	17	King	17001	Seattle Public Schools	2069	Madrona K-8	7	47	13	27.7	23	48.9	11	23.4	0	0.0	13	27.7	0	0.0	0	0.0	34	72.3	0	0.0	0	0.0	47	25	53.2	4	8.5	18	38.3	2	4.3	17	36.2	6	12.8	0	0.0	22	46.8	0	0.0	0	0.0	47	34	72.3	4	8.5	9	19.1	1	2.1	32	68.1	1	2.1	0	0.0	13	27.7	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	17.0	34.0	34.0	14.9	2.45	1.79	NA
2006-07	Puget Sound Educational Service District 121	17	King	17001	Seattle Public Schools	2069	Madrona K-8	8	43	9	20.9	22	51.2	12	27.9	1	2.3	6	14.0	2	4.7	0	0.0	34	79.1	0	0.0	0	0.0	43	23	53.5	9	20.9	11	25.6	3	7.0	12	27.9	8	18.6	0	0.0	20	46.5	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	43	1	2.3	31	72.1	11	25.6	0	0.0	1	2.3	0	0.0	0	0.0	42	97.7	0	0.0	0	0.0	2.3	14.0	41.9	41.9	2.30	1.67	1.30
2006-07	Puget Sound Educational Service District 121	17	King	17001	Seattle Public Schools	2070	Beacon Hill Elementary School	3	60	37	61.7	14	23.3	9	15.0	0	0.0	28	46.7	9	15.0	0	0.0	23	38.3	0	0.0	0	0.0	60	32	53.3	8	13.3	20	33.3	0	0.0	22	36.7	10	16.7	0	0.0	28	46.7	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0.0	50.0	15.0	35.0	2.57	2.53	NA
2006-07	Puget Sound Educational Service District 121	17	King	17001	Seattle Public Schools	2070	Beacon Hill Elementary School	4	62	29	46.8	17	27.4	16	25.8	0	0.0	15	24.2	14	22.6	0	0.0	33	53.2	0	0.0	0	0.0	62	46	74.2	5	8.1	11	17.7	0	0.0	30	48.4	16	25.8	0	0.0	16	25.8	0	0.0	0	0.0	62	41	66.1	7	11.3	14	22.6	0	0.0	27	43.5	14	22.6	0	0.0	21	33.9	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	40.3	30.6	4.8	24.2	2.92	2.42	NA
2006-07	Puget Sound Educational Service District 121	17	King	17001	Seattle Public Schools	2070	Beacon Hill Elementary School	5	54	30	55.6	17	31.5	7	13.0	0	0.0	18	33.3	12	22.2	0	0.0	24	44.4	0	0.0	0	0.0	54	38	70.4	4	7.4	12	22.2	1	1.9	23	42.6	14	25.9	0	0.0	16	29.6	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	54	17	31.5	15	27.8	22	40.7	0	0.0	13	24.1	4	7.4	0	0.0	37	68.5	0	0.0	0	0.0	31.5	16.7	29.6	22.2	2.83	2.46	2.11
2006-07	Puget Sound Educational Service District 121	17	King	17001	Seattle Public Schools	2080	Stevens Elementary School	3	50	44	88.0	5	10.0	1	2.0	2	4.0	25	50.0	17	34.0	0	0.0	6	12.0	0	0.0	0	0.0	50	45	90.0	2	4.0	3	6.0	4	8.0	19	38.0	22	44.0	0	0.0	5	10.0	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0.0	80.0	18.0	2.0	3.06	3.00	NA
2006-07	Puget Sound Educational Service District 121	17	King	17001	Seattle Public Schools	2080	Stevens Elementary School	4	51	27	52.9	9	17.6	15	29.4	1	2.0	8	15.7	18	35.3	0	0.0	24	47.1	0	0.0	0	0.0	51	42	82.4	3	5.9	6	11.8	4	7.8	24	47.1	14	27.5	0	0.0	9	17.6	0	0.0	0	0.0	49	33	64.7	4	7.8	12	23.5	3	5.9	18	35.3	12	23.5	2	3.9	18	35.3	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	45.1	23.5	21.6	9.8	2.80	2.65	NA
2006-07	Puget Sound Educational Service District 121	17	King	17001	Seattle Public Schools	2080	Stevens Elementary School	5	42	34	79.1	4	9.3	4	9.3	1	2.3	9	20.9	24	55.8	1	2.3	9	20.9	0	0.0	0	0.0	42	33	76.7	3	7.0	6	14.0	1	2.3	12	27.9	20	46.5	1	2.3	10	23.3	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	42	27	62.8	5	11.6	10	23.3	1	2.3	19	44.2	7	16.3	1	2.3	16	37.2	0	0.0	0	0.0	60.5	18.6	7.0	14.0	3.05	3.14	2.56
2006-07	Puget Sound Educational Service District 121	17	King	17001	Seattle Public Schools	2081	John Stanford International Elementary	3	56	45	80.4	3	5.4	8	14.3	0	0.0	22	39.3	23	41.1	0	0.0	11	19.6	0	0.0	0	0.0	56	46	82.1	2	3.6	8	14.3	2	3.6	12	21.4	32	57.1	0	0.0	10	17.9	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0.0	75.0	12.5	12.5	3.25	3.16	NA
2006-07	Puget Sound Educational Service District 121	17	King	17001	Seattle Public Schools	2081	John Stanford International Elementary	4	55	44	80.0	5	9.1	6	10.9	0	0.0	18	32.7	26	47.3	0	0.0	11	20.0	0	0.0	0	0.0	54	50	90.9	0	0.0	4	7.3	1	1.8	31	56.4	18	32.7	1	1.8	5	9.1	0	0.0	0	0.0	55	36	65.5	6	10.9	13	23.6	1	1.8	23	41.8	12	21.8	0	0.0	19	34.5	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	52.7	36.4	7.3	3.6	3.15	3.18	NA
2006-07	Puget Sound Educational Service District 121	17	King	17001	Seattle Public Schools	2081	John Stanford International Elementary	5	59	45	76.3	7	11.9	7	11.9	1	1.7	23	39.0	21	35.6	0	0.0	14	23.7	0	0.0	0	0.0	58	49	83.1	2	3.4	7	11.9	1	1.7	29	49.2	19	32.2	1	1.7	10	16.9	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	57	20	33.9	12	20.3	25	42.4	3	5.1	14	23.7	3	5.1	2	3.4	39	66.1	0	0.0	0	0.0	32.2	42.4	16.9	8.5	3.03	2.95	1.97
2006-07	Puget Sound Educational Service District 121	17	King	17001	Seattle Public Schools	2089	Brighton Elementary School	3	38	13	34.2	13	34.2	12	31.6	1	2.6	10	26.3	2	5.3	0	0.0	25	65.8	1	2.5	0	0.0	38	12	31.6	12	31.6	14	36.8	1	2.6	6	15.8	5	13.2	0	0.0	26	68.4	1	2.5	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0.0	20.5	23.1	56.4	2.05	1.97	NA
2006-07	Puget Sound Educational Service District 121	17	King	17001	Seattle Public Schools	2089	Brighton Elementary School	4	42	15	35.7	18	42.9	9	21.4	0	0.0	12	28.6	3	7.1	0	0.0	27	64.3	1	2.3	0	0.0	42	28	66.7	2	4.8	12	28.6	0	0.0	22	52.4	6	14.3	0	0.0	14	33.3	1	2.3	0	0.0	42	23	54.8	8	19.0	11	26.2	0	0.0	22	52.4	1	2.4	0	0.0	19	45.2	1	2.3	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	27.9	20.9	27.9	23.3	2.76	2.00	NA
