SchoolYear	ESD	CountyNumber	County	CountyDistrictNumber	District	BuildingNumber	School	GradeTested	MathTotalTested	MathMetStandard	MathPercentMetStandard	MathLevel1	MathPercentLevel1	MathLevel2	MathPercentLevel2	MathLevelMO	MathPercentLevelMO	MathLevel3	MathPercentLevel3	MathLevel4	MathPercentLevel4	MathNotTested	MathPercentNotTested	MathNotMet	MathPercentNotMet	MathWAASPORT	MathPercentWAASPORT	MathWAASDAW	MathPercentWAASDAW	ReadingTotalTested	ReadingMetStandard	ReadingPercentMetStandard	ReadingLevel1	ReadingPercentLevel1	ReadingLevel2	ReadingPercentLevel2	ReadingLevelMO	ReadingPercentLevelMO	ReadingLevel3	ReadingPercentLevel3	ReadingLevel4	ReadingPercentLevel4	ReadingNotTested	ReadingPercentNotTested	ReadingNotMet	ReadingPercentNotMet	ReadingWAASPORT	ReadingPercentWAASPORT	ReadingWAASDAW	ReadingPercentWAASDAW	WritingTotalTested	WritingMetStandard	WritingPercentMetStandard	WritingLevel1	WritingPercentLevel1	WritingLevel2	WritingPercentLevel2	WritingLevelMO	WritingPercentLevelMO	WritingLevel3	WritingPercentLevel3	WritingLevel4	WritingPercentLevel4	WritingNotTested	WritingPercentNotTested	WritingNotMet	WritingPercentNotMet	WritingWAASPORT	WritingPercentWAASPORT	WritingWAASDAW	WritingPercentWAASDAW	ScienceTotalTested	ScienceMetStandard	SciencePercentMetStandard	ScienceLevel1	SciencePercentLevel1	ScienceLevel2	SciencePercentLevel2	ScienceLevelMO	SciencePercentLevelMO	ScienceLevel3	SciencePercentLevel3	ScienceLevel4	SciencePercentLevel4	ScienceNotTested	SciencePercentNotTested	ScienceNotMet	SciencePercentNotMet	ScienceWAASPORT	SciencePercentWAASPORT	ScienceWAASDAW	SciencePercentWAASDAW	PercentMet3Standards	PercentMet2Standards	PercentMet1Standards	PercentMet0Standards	ReadingLevelIndex	MathLevelIndex	ScienceLevelIndex
2005-06	Educational Service District 101	32	Spokane	32416	Riverside School District	1919	Independent Scholar	3	11	2	11.8	5	29.4	4	23.5	0	0.0	2	11.8	0	0.0	6	35.3	15	88.2	0	0.0	0	0.0	13	2	11.8	4	23.5	7	41.2	0	0.0	0	0.0	2	11.8	4	23.5	15	88.2	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.8	NA	88.2	1.53	1.12	NA
2005-06	Educational Service District 101	32	Spokane	32416	Riverside School District	1919	Independent Scholar	4	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	37.5	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	42.9	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	33.3	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2005-06	Educational Service District 101	32	Spokane	32416	Riverside School District	1919	Independent Scholar	5	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.0	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2005-06	Educational Service District 101	32	Spokane	32416	Riverside School District	1919	Independent Scholar	6	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	18.2	NA	NA	NA	NA	NA	NA	11	6	54.5	1	9.1	4	36.4	0	0.0	4	36.4	2	18.2	0	0.0	5	45.5	1	8.3	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.64	NA	NA
2005-06	Educational Service District 101	32	Spokane	32416	Riverside School District	1919	Independent Scholar	7	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	33.3	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	22.2	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	25.0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2005-06	Educational Service District 101	32	Spokane	32416	Riverside School District	1919	Independent Scholar	8	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	33.3	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	14.3	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	33.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2005-06	Educational Service District 101	32	Spokane	32416	Riverside School District	1919	Independent Scholar	10	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	16.7	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	14.3	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	28.6	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	16.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2005-06	Northwest Educational Service District 189	31	Snohomish	31201	Snohomish School District	1904	Parent Partnerhip	3	10	5	19.2	0	0.0	5	19.2	0	0.0	4	15.4	1	3.8	16	61.5	21	80.8	0	0.0	0	0.0	11	9	33.3	1	3.7	1	3.7	0	0.0	7	25.9	2	7.4	16	59.3	18	66.7	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.5	14.8	66.7	1.19	1.00	NA
2005-06	Northwest Educational Service District 189	31	Snohomish	31201	Snohomish School District	1904	Parent Partnerhip	4	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	80.0	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	78.6	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	80.0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2005-06	Northwest Educational Service District 189	31	Snohomish	31201	Snohomish School District	1904	Parent Partnerhip	5	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	65.0	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	65.0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	65.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2005-06	Northwest Educational Service District 189	31	Snohomish	31201	Snohomish School District	1904	Parent Partnerhip	6	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.0	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2005-06	Northwest Educational Service District 189	31	Snohomish	31201	Snohomish School District	1904	Parent Partnerhip	7	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	53.3	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	56.3	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	62.5	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2005-06	Northwest Educational Service District 189	31	Snohomish	31201	Snohomish School District	1904	Parent Partnerhip	8	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	14.3	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	14.3	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	14.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2005-06	Northwest Educational Service District 189	31	Snohomish	31201	Snohomish School District	1904	Parent Partnerhip	10	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.0	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	40.0	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	40.0	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2005-06	Educational Service District 105	13	Grant	13073	Wahluke School District	1835	Sentinel Tech Alt School	8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	100.0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	100.0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	100.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2005-06	Educational Service District 105	13	Grant	13073	Wahluke School District	1835	Sentinel Tech Alt School	10	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	83.3	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	75.0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	100.0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	100.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2005-06	Educational Service District 123	36	Walla Walla	36140	Walla Walla School District	2407	Alternative Education Program	10	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.0	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.0	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.0	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2005-06	Educational Service District 101	33	Stevens	33049	Wellpinit School District	1851	Wellpinit Alliance High School	8	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	25.0	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	25.0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	75.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2005-06	Educational Service District 101	33	Stevens	33049	Wellpinit School District	1851	Wellpinit Alliance High School	10	14	2	9.1	9	40.9	3	13.6	0	0.0	2	9.1	0	0.0	8	36.4	20	90.9	0	0.0	0	0.0	14	5	21.7	4	17.4	5	21.7	0	0.0	3	13.0	2	8.7	9	39.1	18	78.3	0	0.0	0	0.0	15	10	45.5	1	4.5	4	18.2	0	0.0	10	45.5	0	0.0	7	31.8	12	54.5	0	0.0	0	0.0	13	0	0.0	11	52.4	2	9.5	0	0.0	0	0.0	0	0.0	8	38.1	21	100.0	0	0.0	0	0.0	8.7	8.7	30.4	52.2	1.35	0.95	0.71
2005-06	North Central Educational Service District 171	24	Okanogan	24350	Methow Valley School District	1845	Home School Experience	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2005-06	North Central Educational Service District 171	24	Okanogan	24350	Methow Valley School District	1845	Home School Experience	6	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.0	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2005-06	North Central Educational Service District 171	24	Okanogan	24350	Methow Valley School District	1845	Home School Experience	7	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.0	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.0	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2005-06	North Central Educational Service District 171	24	Okanogan	24350	Methow Valley School District	1845	Home School Experience	8	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	50.0	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	50.0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	50.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2005-06	North Central Educational Service District 171	24	Okanogan	24350	Methow Valley School District	1845	Home School Experience	10	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	100.0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	100.0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	100.0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	100.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2005-06	Puget Sound Educational Service District 121	27	Pierce	27010	Tacoma School District	4575	Angelo Giaudrone Middle School	6	227	58	25.4	103	45.2	66	28.9	0	0.0	40	17.5	18	7.9	1	0.4	170	74.6	2	0.9	1	0.4	227	132	57.6	23	10.0	72	31.4	0	0.0	105	45.9	27	11.8	2	0.9	97	42.4	2	0.9	1	0.4	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.0	33.6	41.4	2.58	1.87	NA
2005-06	Puget Sound Educational Service District 121	27	Pierce	27010	Tacoma School District	4575	Angelo Giaudrone Middle School	7	200	61	29.9	97	47.5	42	20.6	0	0.0	47	23.0	14	6.9	4	2.0	143	70.1	2	0.9	19	8.4	204	99	47.6	20	9.6	85	40.9	0	0.0	59	28.4	40	19.2	4	1.9	109	52.4	1	0.4	16	7.0	209	114	53.3	30	14.0	65	30.4	0	0.0	99	46.3	15	7.0	5	2.3	100	46.7	1	0.4	9	4.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.6	23.1	24.9	32.4	2.53	1.85	NA
2005-06	Puget Sound Educational Service District 121	27	Pierce	27010	Tacoma School District	4575	Angelo Giaudrone Middle School	8	207	83	39.5	75	35.7	49	23.3	0	0.0	63	30.0	20	9.5	3	1.4	127	60.5	0	0.0	18	7.8	211	134	62.9	14	6.6	63	29.6	0	0.0	86	40.4	48	22.5	2	0.9	79	37.1	0	0.0	16	7.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	211	83	38.6	58	27.0	70	32.6	0	0.0	73	34.0	10	4.7	4	1.9	132	61.4	12	5.2	3	1.3	27.0	16.5	23.0	33.5	2.77	2.10	2.13
2005-06	Educational Service District 113	21	Lewis	21232	Winlock School District	1829	Apolo High School	7	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	100.0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	100.0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2005-06	Educational Service District 113	21	Lewis	21232	Winlock School District	1829	Apolo High School	8	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	50.0	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	50.0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	50.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2005-06	Educational Service District 113	21	Lewis	21232	Winlock School District	1829	Apolo High School	10	10	1	7.7	7	53.8	2	15.4	0	0.0	1	7.7	0	0.0	3	23.1	12	92.3	0	0.0	3	15.8	11	7	50.0	1	7.1	3	21.4	0	0.0	4	28.6	3	21.4	3	21.4	7	50.0	0	0.0	3	15.8	12	2	13.3	8	53.3	2	13.3	0	0.0	2	13.3	0	0.0	3	20.0	13	86.7	0	0.0	3	15.8	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	38.5	NA	NA	NA	NA	NA	NA	NA	27.8	22.2	50.0	2.21	1.08	NA
2005-06	Puget Sound Educational Service District 121	18	Kitsap	18303	Bainbridge Island School District	1939	Bainbridge Special Education Services	7	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	100.0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	100.0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	100.0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2005-06	Northwest Educational Service District 189	37	Whatcom	37503	Blaine School District	1783	Timber Ridge	10	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	53.3	NA	NA	NA	NA	NA	NA	10	4	22.2	1	5.6	5	27.8	0	0.0	3	16.7	1	5.6	8	44.4	14	77.8	0	0.0	0	0.0	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	47.1	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	72.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.33	NA	NA
2005-06	Northwest Educational Service District 189	29	Skagit	29100	Burlington-Edison School District	1928	Burlington-Edison Alternative School	10	14	2	11.8	9	52.9	3	17.6	0	0.0	2	11.8	0	0.0	3	17.6	15	88.2	0	0.0	0	0.0	16	11	64.7	1	5.9	4	23.5	0	0.0	5	29.4	6	35.3	1	5.9	6	35.3	0	0.0	0	0.0	16	13	76.5	0	0.0	3	17.6	0	0.0	13	76.5	0	0.0	1	5.9	4	23.5	0	0.0	0	0.0	12	0	0.0	8	47.1	4	23.5	0	0.0	0	0.0	0	0.0	5	29.4	17	100.0	0	0.0	0	0.0	11.8	35.3	35.3	17.6	2.82	1.24	0.94
2005-06	Educational Service District 112	06	Clark	06117	Camas School District	4567	Camas High School	8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	100.0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	100.0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	100.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2005-06	Educational Service District 112	06	Clark	06117	Camas School District	4567	Camas High School	10	379	270	69.1	43	11.0	66	16.9	0	0.0	174	44.5	96	24.6	12	3.1	121	30.9	3	0.7	0	0.0	376	349	90.4	6	1.6	21	5.4	0	0.0	72	18.7	277	71.8	10	2.6	37	9.6	3	0.7	0	0.0	373	343	89.6	3	0.8	27	7.0	0	0.0	135	35.2	208	54.3	10	2.6	40	10.4	3	0.7	0	0.0	368	182	47.4	107	27.9	79	20.6	0	0.0	166	43.2	16	4.2	16	4.2	202	52.6	3	0.7	0	0.0	64.3	21.8	7.7	6.2	3.55	2.76	2.15
2005-06	Northwest Educational Service District 189	31	Snohomish	31002	Everett School District	2601	Charles Denny Juvenile Detention Center	6	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.0	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2005-06	Northwest Educational Service District 189	31	Snohomish	31002	Everett School District	2601	Charles Denny Juvenile Detention Center	7	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.0	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.0	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2005-06	Northwest Educational Service District 189	31	Snohomish	31002	Everett School District	2601	Charles Denny Juvenile Detention Center	8	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.0	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2005-06	Northwest Educational Service District 189	31	Snohomish	31002	Everett School District	2601	Charles Denny Juvenile Detention Center	10	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.0	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2005-06	Puget Sound Educational Service District 121	27	Pierce	27001	Steilacoom Hist. School District	3446	Cherrydale Elementary	3	81	49	59.8	9	11.0	23	28.0	0	0.0	33	40.2	16	19.5	1	1.2	33	40.2	0	0.0	0	0.0	81	53	64.6	11	13.4	17	20.7	0	0.0	29	35.4	24	29.3	1	1.2	29	35.4	0	0.0	0	0.0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	53.7	17.1	29.3	2.78	2.66	NA
