SchoolYear	ESD	CountyNumber	County	CountyDistrictNumber	District	BuildingNumber	School	SchoolTypeCode	GradeSpan	TotalEnrollment	NumberAmericanIndianorAlaskanNative	PercentAmericanIndianorAlaskanNative	NumberAsian	PercentAsian	NumberPacificIslander	PercentPacificIslander	NumberAsianPacificIslander	PercentAsianPacificIslander	NumberBlack	PercentBlack	NumberHispanic	PercentHispanic	NumberWhite	PercentWhite	NumberTwoOrMoreRaces	PercentTwoOrMoreRaces	NumberMales	PercentMales	NumberFemales	PercentFemales	NumberMigrant	PercentMigrant	NumberTransitionalBilingual	PercentTransitionalBilingual	NumberSpecialEducation	PercentSpecialEducation	NumberFreeorReducedPricedMeals	PercentFreeorReducedPricedMeals	NumberSection504	PercentSection504	NumberFosterCare	PercentFosterCare	StudentsPerClassroomTeacher	AvgYearsEducationalExperience	NumberTeachersWithAtLeastMasterDegree	PercentTeachersWithAtLeastMasterDegree
2012-13	Olympic Educational Service District 114	05	Clallam	05121	Port Angeles School District	2368	Jefferson Elementary	P	PK-6      	337	9	2.67	5	1.48	0	0.00	5	1.48	2	0.59	23	6.82	267	79.23	31	9.20	173	51.34	164	48.66	0	0.00	11	3.13	48	13.68	216	61.54	2	0.57	3	0.85	14	15.8	18	75.00
2012-13	Olympic Educational Service District 114	05	Clallam	05121	Port Angeles School District	4003	Lincoln High School	A	9-12      	86	7	8.14	1	1.16	0	0.00	1	1.16	1	1.16	8	9.30	58	67.44	11	12.79	41	47.67	45	52.33	0	0.00	0	0.00	9	10.59	55	64.71	4	4.71	0	0.00	14	7.9	5	83.33
2012-13	Olympic Educational Service District 114	05	Clallam	05121	Port Angeles School District	2761	Monroe Elementary	P	PK-5      	0	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00		0.0	0	
2012-13	Olympic Educational Service District 114	05	Clallam	05121	Port Angeles School District	1715	Parents As Partners	A	K-8       	20	3	15.00	0	0.00	0	0.00	0	0.00	1	5.00	1	5.00	13	65.00	2	10.00	13	65.00	7	35.00	0	0.00	0	0.00	5	27.78	8	44.44	1	5.56	0	0.00		4.5	1	
2012-13	Olympic Educational Service District 114	05	Clallam	05121	Port Angeles School District	2908	Port Angeles High School	P	9-12      	1184	47	3.97	15	1.27	0	0.00	15	1.27	16	1.35	61	5.15	935	78.97	110	9.29	604	51.01	580	48.99	0	0.00	7	0.62	135	11.93	463	40.90	42	3.71	0	0.00	17	16.3	47	66.20
2012-13	Olympic Educational Service District 114	05	Clallam	05121	Port Angeles School District	5115	Roosevelt Elementary School	P	K-6       	428	4	0.93	4	0.93	0	0.00	4	0.93	2	0.47	20	4.67	344	80.37	54	12.62	239	55.84	189	44.16	0	0.00	4	0.92	71	16.40	246	56.81	8	1.85	2	0.46	16	15.7	18	66.67
2012-13	Olympic Educational Service District 114	05	Clallam	05121	Port Angeles School District	4087	Roosevelt Middle School	P	6-8       	0	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00		0.0	0	
2012-13	Olympic Educational Service District 114	05	Clallam	05121	Port Angeles School District	1897	Special Education	S	PK-12     	35	0	0.00	0	0.00	0	0.00	0	0.00	2	5.71	1	2.86	31	88.57	1	2.86	24	68.57	11	31.43	0	0.00	0	0.00	38	100.00	16	42.11	0	0.00	0	0.00		0.0	0	
2012-13	Olympic Educational Service District 114	05	Clallam	05121	Port Angeles School District	3318	Stevens Middle School	P	7-8       	565	29	5.13	4	0.71	1	0.18	5	0.88	5	0.88	52	9.20	419	74.16	55	9.73	279	49.38	286	50.62	0	0.00	3	0.53	63	11.15	288	50.97	18	3.19	0	0.00	14	14.3	26	66.67
2012-13	Olympic Educational Service District 114	16	Jefferson	16050	Port Townsend School District	4475	Blue Heron Middle School	P	4-8       	413	1	0.24	10	2.42	3	0.73	13	3.15	5	1.21	32	7.75	340	82.32	22	5.33	202	48.91	211	51.09	0	0.00	4	0.99	67	16.54	207	51.11	4	0.99	0	0.00	17	14.5	19	79.17
2012-13	Olympic Educational Service District 114	16	Jefferson	16050	Port Townsend School District	3094	Grant Street Elementary	P	PK-8      	401	5	1.25	7	1.75	3	0.75	10	2.49	6	1.50	26	6.48	337	84.04	17	4.24	198	49.38	203	50.62	0	0.00	3	0.73	65	15.89	190	46.45	4	0.98	1	0.24	15	14.2	16	61.54
2012-13	Olympic Educational Service District 114	16	Jefferson	16050	Port Townsend School District	1641	Marvista	P	-         	0	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00		0.0	0	
2012-13	Olympic Educational Service District 114	16	Jefferson	16050	Port Townsend School District	3428	Mountain View Elementary	P	3-5       	0	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00		0.0	0	
2012-13	Olympic Educational Service District 114	16	Jefferson	16050	Port Townsend School District	1798	OCEAN	A	K-12      	0	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00		0.0	0	
2012-13	Olympic Educational Service District 114	16	Jefferson	16050	Port Townsend School District	2503	Port Townsend High School	P	9-12      	470	6	1.28	19	4.04	1	0.21	20	4.26	13	2.77	22	4.68	391	83.19	18	3.83	242	51.49	228	48.51	0	0.00	3	0.65	63	13.64	170	36.80	14	3.03	5	1.08	15	15.4	24	77.42
2012-13	Olympic Educational Service District 114	16	Jefferson	16050	Port Townsend School District	1977	Port Townsend Special Education	S	K-12      	0	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00		0.0	0	
2012-13	Educational Service District 123	36	Walla Walla	36402	Prescott School District	5256	JUBILEE LEADERSHIP ACADEMY	P	8-12      	57	2	3.51	0	0.00	0	0.00	0	0.00	10	17.54	13	22.81	32	56.14	0	0.00	57	100.00	0	0.00	0	0.00	0	0.00	3	6.00	4	8.00	0	0.00	0	0.00		0.0	0	
2012-13	Educational Service District 123	36	Walla Walla	36402	Prescott School District	3574	Prescott Elementary School	P	K-6       	95	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	76	80.00	19	20.00	0	0.00	54	56.84	41	43.16	0	0.00	30	34.09	7	7.95	80	90.91	0	0.00	0	0.00	9	11.4	7	63.64
2012-13	Educational Service District 123	36	Walla Walla	36402	Prescott School District	3575	Prescott Jr Sr High	P	7-12      	127	0	0.00	0	0.00	0	0.00	0	0.00	2	1.57	100	78.74	25	19.69	0	0.00	67	52.76	60	47.24	0	0.00	12	9.45	10	7.87	105	82.68	0	0.00	0	0.00	10	9.9	5	38.46
2012-13	Educational Service District 123	36	Walla Walla	36402	Prescott School District	5157	Prescott Special Ed Pre-school	S	PK-PK     	4	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	3	75.00	1	25.00	0	0.00	2	50.00	2	50.00	0	0.00	0	0.00	4	100.00	3	75.00	0	0.00	0	0.00		0.0	0	
2012-13	Educational Service District 123	36	Walla Walla	36402	Prescott School District	5257	VISTA HERMOSA ELEMENTARY 	P	K-6       	84	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	79	94.05	5	5.95	0	0.00	38	45.24	46	54.76	0	0.00	58	77.33	4	5.33	58	77.33	0	0.00	0	0.00		0.0	0	
2012-13	Educational Service District 123	03	Benton	03116	Prosser School District	2906	Housel Middle School	P	6-8       	651	0	0.00	8	1.23	0	0.00	8	1.23	1	0.15	412	63.29	223	34.25	7	1.08	330	50.69	321	49.31	151	23.23	88	13.54	90	13.85	445	68.46	4	0.62	0	0.00	17	13.9	31	81.58
2012-13	Educational Service District 123	03	Benton	03116	Prosser School District	2195	Keene-Riverview Elementary	P	PK-2      	510	0	0.00	5	0.98	0	0.00	5	0.98	2	0.39	305	59.80	188	36.86	10	1.96	239	46.86	271	53.14	92	18.04	151	29.61	88	17.25	365	71.57	3	0.59	0	0.00	16	14.9	23	74.19
2012-13	Educational Service District 123	03	Benton	03116	Prosser School District	1728	Prosser Falls Education Center	A	9-12      	32	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	17	53.13	14	43.75	1	3.13	19	59.38	13	40.63	11	27.50	0	0.00	7	17.50	29	72.50	1	2.50	0	0.00	16	21.7	0	
2012-13	Educational Service District 123	03	Benton	03116	Prosser School District	3316	Prosser Heights Elementary	P	3-5       	505	2	0.40	7	1.39	2	0.40	9	1.78	6	1.19	270	53.47	207	40.99	11	2.18	274	54.26	231	45.74	100	19.49	144	28.07	88	17.15	357	69.59	6	1.17	0	0.00	17	16.4	18	60.00
2012-13	Educational Service District 123	03	Benton	03116	Prosser School District	2508	Prosser High School	P	9-12      	879	4	0.46	10	1.14	0	0.00	10	1.14	3	0.34	479	54.49	368	41.87	15	1.71	465	52.90	414	47.10	217	25.65	59	6.97	95	11.23	401	47.40	21	2.48	0	0.00	18	15.3	33	68.75
2012-13	Educational Service District 123	03	Benton	03116	Prosser School District	2905	Whitstran Elementary	P	K-5       	284	0	0.00	0	0.00	0	0.00	0	0.00	3	1.06	190	66.90	87	30.63	4	1.41	139	48.94	145	51.06	70	25.27	143	51.62	30	10.83	208	75.09	0	0.00	0	0.00	16	14.9	11	61.11
2012-13	Educational Service District 101	38	Whitman	38267	Pullman School District	2587	Franklin Elementary	P	K-5       	354	5	1.41	49	13.84	0	0.00	49	13.84	10	2.82	27	7.63	242	68.36	21	5.93	197	55.65	157	44.35	0	0.00	40	11.24	49	13.76	148	41.57	7	1.97	0	0.00	19	10.4	10	52.63
2012-13	Educational Service District 101	38	Whitman	38267	Pullman School District	3203	Jefferson Elementary	P	K-5       	472	0	0.00	45	9.53	0	0.00	45	9.53	13	2.75	46	9.75	333	70.55	35	7.42	234	49.58	238	50.42	0	0.00	33	6.86	80	16.63	147	30.56	2	0.42	2	0.42	20	14.4	16	66.67
2012-13	Educational Service District 101	38	Whitman	38267	Pullman School District	3419	Lincoln Middle School	P	6-8       	576	4	0.69	51	8.85	0	0.00	51	8.85	13	2.26	63	10.94	408	70.83	37	6.42	311	53.99	265	46.01	0	0.00	12	2.12	47	8.29	160	28.22	23	4.06	4	0.71	17	12.1	19	57.58
2012-13	Educational Service District 101	38	Whitman	38267	Pullman School District	2499	Pullman High School	P	9-12      	671	6	0.89	53	7.90	0	0.00	53	7.90	15	2.24	75	11.18	483	71.98	39	5.81	348	51.86	323	48.14	0	0.00	11	1.65	61	9.13	154	23.05	43	6.44	2	0.30	15	11.4	34	73.91
2012-13	Educational Service District 101	38	Whitman	38267	Pullman School District	5162	Pullman Parent Partnership (P3)	A	K-12      	0	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00		0.0	0	
2012-13	Educational Service District 101	38	Whitman	38267	Pullman School District	3614	Sunnyside Elementary	P	PK-5      	485	1	0.21	45	9.28	4	0.82	49	10.10	10	2.06	45	9.28	354	72.99	26	5.36	253	52.16	232	47.84	0	0.00	24	5.03	65	13.63	140	29.35	12	2.52	1	0.21	17	8.1	16	57.14
2012-13	Puget Sound Educational Service District 121	27	Pierce	27003	Puyallup School District	3447	Aylen Jr High	P	7-9       	709	14	1.97	21	2.96	6	0.85	27	3.81	13	1.83	99	13.96	499	70.38	57	8.04	404	56.98	305	43.02	0	0.00	14	1.98	97	13.70	278	39.27	44	6.21	4	0.56	17	14.7	27	64.29
2012-13	Puget Sound Educational Service District 121	27	Pierce	27003	Puyallup School District	3750	Ballou Jr High	P	7-9       	752	7	0.93	29	3.86	15	1.99	44	5.85	37	4.92	86	11.44	501	66.62	77	10.24	397	52.79	355	47.21	0	0.00	9	1.19	100	13.25	326	43.18	38	5.03	4	0.53	17	12.8	34	77.27
2012-13	Puget Sound Educational Service District 121	27	Pierce	27003	Puyallup School District	4361	Brouillet Elementary	P	K-6       	630	5	0.79	20	3.17	14	2.22	34	5.40	34	5.40	72	11.43	372	59.05	113	17.94	328	52.06	302	47.94	0	0.00	18	2.80	75	11.68	230	35.83	38	5.92	3	0.47	18	10.1	22	61.11
2012-13	Puget Sound Educational Service District 121	27	Pierce	27003	Puyallup School District	5088	Carson Elementary	P	PK-6      	916	7	0.76	74	8.08	21	2.29	95	10.37	83	9.06	142	15.50	471	51.42	118	12.88	442	48.25	474	51.75	0	0.00	44	4.77	94	10.18	334	36.19	42	4.55	3	0.33	21	9.9	32	74.42
2012-13	Puget Sound Educational Service District 121	27	Pierce	27003	Puyallup School District	4110	Chief Leschi Schools	T	K-12      	224	199	88.84	1	0.45	0	0.00	1	0.45	1	0.45	14	6.25	2	0.89	7	3.13	124	55.36	100	44.64	0	0.00	0	0.00	36	16.74	116	53.95	0	0.00	4	1.86	4	0.0	0	
2012-13	Puget Sound Educational Service District 121	27	Pierce	27003	Puyallup School District	1652	Duplicate Building Deleted	P	-         	0	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00		0.0	0	
2012-13	Puget Sound Educational Service District 121	27	Pierce	27003	Puyallup School District	2575	Edgemont Jr High	P	7-9       	390	4	1.03	27	6.92	5	1.28	32	8.21	13	3.33	33	8.46	274	70.26	34	8.72	186	47.69	204	52.31	0	0.00	4	1.00	52	13.03	147	36.84	23	5.76	0	0.00	13	16.0	18	60.00
2012-13	Puget Sound Educational Service District 121	27	Pierce	27003	Puyallup School District	5093	Edgerton Elementary	P	PK-6      	702	2	0.28	35	4.99	7	1.00	42	5.98	28	3.99	69	9.83	468	66.67	93	13.25	359	51.14	343	48.86	0	0.00	13	1.78	119	16.30	182	24.93	42	5.75	2	0.27	21	10.6	30	90.91
2012-13	Puget Sound Educational Service District 121	27	Pierce	27003	Puyallup School District	4540	Emerald Ridge High School	P	10-12     	1615	14	0.87	80	4.95	24	1.49	104	6.44	64	3.96	178	11.02	1100	68.11	155	9.60	815	50.46	800	49.54	0	0.00	7	0.45	149	9.63	429	27.71	74	4.78	5	0.32	20	10.9	58	71.60
2012-13	Puget Sound Educational Service District 121	27	Pierce	27003	Puyallup School District	4183	Ferrucci Jr High	P	7-9       	736	6	0.82	32	4.35	6	0.82	38	5.16	24	3.26	94	12.77	499	67.80	75	10.19	385	52.31	351	47.69	0	0.00	13	1.77	82	11.14	314	42.66	33	4.48	5	0.68	16	14.0	26	57.78
2012-13	Puget Sound Educational Service District 121	27	Pierce	27003	Puyallup School District	2496	Firgrove Elementary	P	K-6       	530	6	1.13	27	5.09	12	2.26	39	7.36	33	6.23	159	30.00	250	47.17	43	8.11	271	51.13	259	48.87	0	0.00	112	20.07	80	14.34	350	62.72	29	5.20	2	0.36	17	9.8	20	62.50
2012-13	Puget Sound Educational Service District 121	27	Pierce	27003	Puyallup School District	3557	Fruitland Elementary	P	K-6       	522	2	0.38	22	4.21	7	1.34	29	5.56	16	3.07	40	7.66	386	73.95	49	9.39	296	56.70	226	43.30	0	0.00	12	2.33	47	9.11	144	27.91	23	4.46	2	0.39	20	19.3	15	57.69
2012-13	Puget Sound Educational Service District 121	27	Pierce	27003	Puyallup School District	5142	Glacier View Junior High	P	7-9       	856	9	1.05	38	4.44	10	1.17	48	5.61	28	3.27	103	12.03	558	65.19	110	12.85	425	49.65	431	50.35	0	0.00	21	2.46	65	7.63	255	29.93	44	5.16	2	0.23	19	9.9	28	63.64
2012-13	Puget Sound Educational Service District 121	27	Pierce	27003	Puyallup School District	3115	Hilltop Elementary	P	PK-6      	0	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00		0.0	0	
2012-13	Puget Sound Educational Service District 121	27	Pierce	27003	Puyallup School District	3052	Kalles Junior High	P	7-9       	807	8	0.99	38	4.71	7	0.87	45	5.58	16	1.98	83	10.29	576	71.38	79	9.79	400	49.57	407	50.43	0	0.00	7	0.88	62	7.78	254	31.87	50	6.27	1	0.13	20	12.5	37	90.24
2012-13	Puget Sound Educational Service District 121	27	Pierce	27003	Puyallup School District	2870	Karshner Elementary	P	PK-6      	323	1	0.31	7	2.17	6	1.86	13	4.02	7	2.17	104	32.20	164	50.77	34	10.53	169	52.32	154	47.68	0	0.00	61	17.99	74	21.83	199	58.70	7	2.06	0	0.00	17	10.6	8	42.11
2012-13	Puget Sound Educational Service District 121	27	Pierce	27003	Puyallup School District	2498	Maplewood Elementary	P	PK-6      	374	3	0.80	11	2.94	0	0.00	11	2.94	3	0.80	31	8.29	286	76.47	40	10.70	188	50.27	186	49.73	0	0.00	3	0.78	84	21.76	132	34.20	6	1.55	0	0.00	20	12.5	11	57.89
2012-13	Puget Sound Educational Service District 121	27	Pierce	27003	Puyallup School District	2334	Meeker Elementary	P	K-6       	418	6	1.44	7	1.67	0	0.00	7	1.67	14	3.35	48	11.48	298	71.29	45	10.77	236	56.46	182	43.54	0	0.00	4	0.94	62	14.62	175	41.27	19	4.48	2	0.47	21	17.1	11	55.00
2012-13	Puget Sound Educational Service District 121	27	Pierce	27003	Puyallup School District	3572	Mt View Elementary	P	K-6       	298	2	0.67	8	2.68	3	1.01	11	3.69	4	1.34	23	7.72	232	77.85	26	8.72	126	42.28	172	57.72	0	0.00	9	2.87	33	10.51	139	44.27	11	3.50	2	0.64	17	16.8	10	55.56
2012-13	Puget Sound Educational Service District 121	27	Pierce	27003	Puyallup School District	3927	Northwood Elementary	P	K-6       	359	1	0.28	32	8.91	10	2.79	42	11.70	12	3.34	37	10.31	237	66.02	30	8.36	193	53.76	166	46.24	0	0.00	27	7.22	37	9.89	147	39.30	18	4.81	6	1.60	17	14.1	13	61.90
2012-13	Puget Sound Educational Service District 121	27	Pierce	27003	Puyallup School District	1640	Phoenix Program	A	K-12      	77	1	1.30	1	1.30	0	0.00	1	1.30	3	3.90	14	18.18	53	68.83	5	6.49	28	36.36	49	63.64	0	0.00	1	0.82	0	0.00	57	46.72	8	6.56	1	0.82	39	4.1	1	50.00
2012-13	Puget Sound Educational Service District 121	27	Pierce	27003	Puyallup School District	4146	Pope Elementary	P	K-6       	586	2	0.34	10	1.71	0	0.00	10	1.71	9	1.54	100	17.06	414	70.65	51	8.70	296	50.51	290	49.49	0	0.00	31	5.18	56	9.36	223	37.29	25	4.18	1	0.17	19	10.6	27	87.10
2012-13	Puget Sound Educational Service District 121	27	Pierce	27003	Puyallup School District	3951	PSD Special Services	S	PK-12     	0	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00		11.4	13	86.67
2012-13	Puget Sound Educational Service District 121	27	Pierce	27003	Puyallup School District	2125	Puyallup High School	P	10-12     	1538	21	1.37	76	4.94	14	0.91	90	5.85	25	1.63	153	9.95	1111	72.24	138	8.97	785	51.04	753	48.96	0	0.00	13	0.89	166	11.41	467	32.10	86	5.91	5	0.34	18	13.0	57	67.86
2012-13	Puget Sound Educational Service District 121	27	Pierce	27003	Puyallup School District	5073	Quest	A	K-6       	0	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00		0.0	0	
2012-13	Puget Sound Educational Service District 121	27	Pierce	27003	Puyallup School District	4121	Ridgecrest Elementary	P	K-6       	451	8	1.77	8	1.77	6	1.33	14	3.10	15	3.33	55	12.20	323	71.62	36	7.98	256	56.76	195	43.24	0	0.00	19	4.24	75	16.74	175	39.06	23	5.13	0	0.00	17	11.0	14	51.85
2012-13	Puget Sound Educational Service District 121	27	Pierce	27003	Puyallup School District	3114	Riverside Elementary	P	K-6       	0	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00		0.0	0	
2012-13	Puget Sound Educational Service District 121	27	Pierce	27003	Puyallup School District	3645	Rogers High School	P	10-12     	1699	13	0.77	97	5.71	24	1.41	121	7.12	105	6.18	207	12.18	1066	62.74	187	11.01	848	49.91	851	50.09	0	0.00	21	1.25	191	11.40	556	33.17	106	6.32	11	0.66	18	12.8	63	68.48
2012-13	Puget Sound Educational Service District 121	27	Pierce	27003	Puyallup School District	4414	Shaw Road Elementary	P	K-6       	499	6	1.20	29	5.81	1	0.20	30	6.01	4	0.80	52	10.42	354	70.94	53	10.62	255	51.10	244	48.90	0	0.00	10	2.00	72	14.37	135	26.95	19	3.79	5	1.00	18	12.5	21	77.78
2012-13	Puget Sound Educational Service District 121	27	Pierce	27003	Puyallup School District	2497	Spinning Elementary	P	K-6       	306	2	0.65	11	3.59	1	0.33	12	3.92	17	5.56	62	20.26	182	59.48	31	10.13	175	57.19	131	42.81	0	0.00	29	9.45	53	17.26	209	68.08	5	1.63	1	0.33	18	11.6	12	70.59
2012-13	Puget Sound Educational Service District 121	27	Pierce	27003	Puyallup School District	4443	Stahl Junior High	P	7-9       	816	9	1.10	56	6.86	15	1.84	71	8.70	67	8.21	154	18.87	412	50.49	103	12.62	395	48.41	421	51.59	0	0.00	31	3.81	82	10.07	324	39.80	46	5.65	3	0.37	19	14.0	30	68.18
2012-13	Puget Sound Educational Service District 121	27	Pierce	27003	Puyallup School District	2311	Stewart Elementary	P	PK-6      	366	6	1.64	8	2.19	3	0.82	11	3.01	12	3.28	62	16.94	240	65.57	35	9.56	195	53.28	171	46.72	0	0.00	13	3.54	87	23.71	237	64.58	4	1.09	4	1.09	16	13.4	19	82.61
2012-13	Puget Sound Educational Service District 121	27	Pierce	27003	Puyallup School District	3896	Sunrise Elementary	P	PK-6      	533	8	1.50	17	3.19	5	0.94	22	4.13	20	3.75	72	13.51	334	62.66	77	14.45	284	53.28	249	46.72	0	0.00	28	5.00	108	19.29	299	53.39	22	3.93	3	0.54	18	11.3	17	58.62
2012-13	Puget Sound Educational Service District 121	27	Pierce	27003	Puyallup School District	3972	Walker High School	A	8-12      	126	3	2.38	0	0.00	2	1.59	2	1.59	3	2.38	18	14.29	92	73.02	8	6.35	57	45.24	69	54.76	0	0.00	2	1.57	14	11.02	74	58.27	8	6.30	0	0.00	11	13.4	7	58.33
2012-13	Puget Sound Educational Service District 121	27	Pierce	27003	Puyallup School District	2495	Waller Road Elementary	P	K-6       	294	3	1.02	7	2.38	2	0.68	9	3.06	9	3.06	57	19.39	195	66.33	21	7.14	151	51.36	143	48.64	0	0.00	19	6.67	26	9.12	154	54.04	6	2.11	2	0.70	20	11.3	7	46.67
2012-13	Puget Sound Educational Service District 121	27	Pierce	27003	Puyallup School District	4360	Warren Hunt Elem	P	K-6       	615	7	1.14	25	4.07	9	1.46	34	5.53	24	3.90	92	14.96	386	62.76	72	11.71	324	52.68	291	47.32	0	0.00	32	5.15	70	11.27	292	47.02	26	4.19	6	0.97	19	13.1	20	62.50
2012-13	Puget Sound Educational Service District 121	27	Pierce	27003	Puyallup School District	3558	Wildwood Elementary	P	PK-6      	495	3	0.61	15	3.03	4	0.81	19	3.84	14	2.83	94	18.99	310	62.63	55	11.11	273	55.15	222	44.85	0	0.00	33	6.55	120	23.81	270	53.57	18	3.57	3	0.60	18	14.1	19	67.86
2012-13	Puget Sound Educational Service District 121	27	Pierce	27003	Puyallup School District	2519	Woodland Elementary	P	K-6       	574	7	1.22	22	3.83	13	2.26	35	6.10	23	4.01	69	12.02	380	66.20	60	10.45	296	51.57	278	48.43	0	0.00	16	2.83	74	13.10	264	46.73	5	0.88	4	0.71	19	15.7	21	70.00
2012-13	Puget Sound Educational Service District 121	27	Pierce	27003	Puyallup School District	4496	Zeiger Elementary	P	PK-6      	717	8	1.12	67	9.34	3	0.42	70	9.76	23	3.21	85	11.85	440	61.37	91	12.69	375	52.30	342	47.70	0	0.00	36	4.91	92	12.55	253	34.52	32	4.37	3	0.41	20	9.5	30	85.71
2012-13	Olympic Educational Service District 114	16	Jefferson	16020	Queets-Clearwater School District	2491	Queets-Clearwater Elementary	P	K-8       	23	20	86.96	0	0.00	0	0.00	0	0.00	0	0.00	1	4.35	2	8.70	0	0.00	10	43.48	13	56.52	0	0.00	0	0.00	4	21.05	15	78.95	0	0.00	3	15.79	5	12.9	1	20.00
2012-13	Olympic Educational Service District 114	16	Jefferson	16048	Quilcene School District	5081	Crossroads Community School	A	10-12     	7	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	7	100.00	0	0.00	2	28.57	5	71.43	0	0.00	0	0.00	0	0.00	4	57.14	0	0.00	0	0.00	7	27.6	1	100.00
2012-13	Olympic Educational Service District 114	16	Jefferson	16048	Quilcene School District	5236	PEARL	A	K-8       	246	0	0.00	8	3.25	0	0.00	8	3.25	0	0.00	12	4.88	211	85.77	15	6.10	132	53.66	114	46.34	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	22	9.1	8	72.73
2012-13	Olympic Educational Service District 114	16	Jefferson	16048	Quilcene School District	2474	Quilcene High And Elementary	P	PK-12     	211	2	0.95	3	1.42	1	0.47	4	1.90	1	0.47	8	3.79	189	89.57	7	3.32	108	51.18	103	48.82	0	0.00	0	0.00	31	14.62	98	46.23	3	1.42	0	0.00	8	11.7	13	52.00
2012-13	Olympic Educational Service District 114	05	Clallam	05402	Quillayute Valley School District	1671	District Run Home School	A	K-12      	20	1	5.00	0	0.00	0	0.00	0	0.00	0	0.00	5	25.00	13	65.00	1	5.00	13	65.00	7	35.00	1	5.00	1	5.00	9	45.00	11	55.00	0	0.00	0	0.00	20	8.2	1	100.00
2012-13	Olympic Educational Service District 114	05	Clallam	05402	Quillayute Valley School District	1500	Forks Alternative School	A	9-12      	37	4	10.81	0	0.00	0	0.00	0	0.00	0	0.00	9	24.32	19	51.35	5	13.51	25	67.57	12	32.43	0	0.00	1	2.70	11	29.73	22	59.46	1	2.70	0	0.00	19	19.2	1	50.00
2012-13	Olympic Educational Service District 114	05	Clallam	05402	Quillayute Valley School District	3737	Forks Elementary School	P	PK-5      	475	33	6.95	5	1.05	1	0.21	6	1.26	3	0.63	148	31.16	242	50.95	43	9.05	246	51.79	229	48.21	32	6.39	63	12.57	109	21.76	323	64.47	3	0.60	0	0.00	15	13.8	18	58.06
2012-13	Olympic Educational Service District 114	05	Clallam	05402	Quillayute Valley School District	2349	Forks High School	P	9-12      	302	24	7.95	4	1.32	0	0.00	4	1.32	1	0.33	84	27.81	168	55.63	20	6.62	168	55.63	134	44.37	11	3.69	11	3.69	55	18.46	153	51.34	3	1.01	0	0.00	13	9.8	14	58.33
