SchoolYear	ESD	CountyNumber	County	CountyDistrictNumber	District	BuildingNumber	School	SchoolTypeCode	GradeSpan	TotalEnrollment	NumberAmericanIndianorAlaskanNative	PercentAmericanIndianorAlaskanNative	NumberAsian	PercentAsian	NumberPacificIslander	PercentPacificIslander	NumberAsianPacificIslander	PercentAsianPacificIslander	NumberBlack	PercentBlack	NumberHispanic	PercentHispanic	NumberWhite	PercentWhite	NumberTwoOrMoreRaces	PercentTwoOrMoreRaces	NumberMales	PercentMales	NumberFemales	PercentFemales	NumberMigrant	PercentMigrant	NumberTransitionalBilingual	PercentTransitionalBilingual	NumberSpecialEducation	PercentSpecialEducation	NumberFreeorReducedPricedMeals	PercentFreeorReducedPricedMeals	NumberSection504	PercentSection504	NumberFosterCare	PercentFosterCare	StudentsPerClassroomTeacher	AvgYearsEducationalExperience	NumberTeachersWithAtLeastMasterDegree	PercentTeachersWithAtLeastMasterDegree
2012-13	Educational Service District 113	21	Lewis	21300	Onalaska School District	5146	CVA - Onalaska	A	K-12      	70	2	2.86	4	5.71	3	4.29	7	10.00	0	0.00	5	7.14	55	78.57	1	1.43	28	40.00	42	60.00	0	0.00	0	0.00	0	0.00	12	19.05	0	0.00	0	0.00	35	20.6	1	50.00
2012-13	Educational Service District 113	21	Lewis	21300	Onalaska School District	3239	Onalaska Elementary School	P	PK-5      	319	2	0.63	1	0.31	0	0.00	1	0.31	0	0.00	38	11.91	265	83.07	13	4.08	156	48.90	163	51.10	0	0.00	16	5.21	50	16.29	210	68.40	0	0.00	0	0.00	18	12.1	14	77.78
2012-13	Educational Service District 113	21	Lewis	21300	Onalaska School District	2331	Onalaska High School	P	9-12      	225	4	1.78	2	0.89	1	0.44	3	1.33	0	0.00	23	10.22	193	85.78	2	0.89	130	57.78	95	42.22	0	0.00	3	1.42	26	12.26	102	48.11	0	0.00	0	0.00	13	12.8	12	70.59
2012-13	Educational Service District 113	21	Lewis	21300	Onalaska School District	4335	Onalaska Middle School 	P	6-8       	168	1	0.60	0	0.00	0	0.00	0	0.00	0	0.00	14	8.33	152	90.48	1	0.60	82	48.81	86	51.19	0	0.00	4	2.47	19	11.73	96	59.26	0	0.00	0	0.00	10	9.9	8	47.06
2012-13	Educational Service District 101	33	Stevens	33030	Onion Creek School District	2049	Onion Creek Elementary	P	PK-8      	34	0	0.00	1	2.94	0	0.00	1	2.94	0	0.00	1	2.94	30	88.24	2	5.88	16	47.06	18	52.94	0	0.00	0	0.00	9	22.50	30	75.00	0	0.00	0	0.00	7	12.4	3	60.00
2012-13	Northwest Educational Service District 189	28	San Juan	28137	Orcas Island School District	1892	OASIS K-12	A	K-12      	418	1	0.24	12	2.87	1	0.24	13	3.11	9	2.15	8	1.91	387	92.58	0	0.00	183	43.78	235	56.22	0	0.00	0	0.00	2	0.48	20	4.84	1	0.24	0	0.00	30	10.7	11	78.57
2012-13	Northwest Educational Service District 189	28	San Juan	28137	Orcas Island School District	2749	Orcas Island Elementary School	P	K-6       	206	2	0.97	11	5.34	3	1.46	14	6.80	2	0.97	23	11.17	150	72.82	15	7.28	118	57.28	88	42.72	0	0.00	17	8.37	45	22.17	96	47.29	0	0.00	0	0.00	10	12.9	11	55.00
2012-13	Northwest Educational Service District 189	28	San Juan	28137	Orcas Island School District	2750	Orcas Island High School	P	9-12      	148	2	1.35	4	2.70	1	0.68	5	3.38	1	0.68	6	4.05	133	89.86	1	0.68	72	48.65	76	51.35	0	0.00	1	0.72	12	8.70	43	31.16	8	5.80	0	0.00	6	9.5	8	34.78
2012-13	Northwest Educational Service District 189	28	San Juan	28137	Orcas Island School District	4558	Orcas Island Middle School	P	7-8       	66	0	0.00	3	4.55	0	0.00	3	4.55	3	4.55	6	9.09	53	80.30	1	1.52	37	56.06	29	43.94	0	0.00	4	6.78	10	16.95	31	52.54	0	0.00	0	0.00	6	15.2	3	25.00
2012-13	Northwest Educational Service District 189	28	San Juan	28137	Orcas Island School District	3808	Waldron Island School	P	1-8       	12	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	12	100.00	0	0.00	6	50.00	6	50.00	0	0.00	0	0.00	2	16.67	1	8.33	1	8.33	0	0.00	2	4.0	3	50.00
2012-13	Educational Service District 101	32	Spokane	32123	Orchard Prairie School District	3723	Orchard Prairie Elementary	P	K-7       	84	0	0.00	0	0.00	0	0.00	0	0.00	1	1.19	4	4.76	79	94.05	0	0.00	42	50.00	42	50.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	1.22	14	13.0	4	66.67
2012-13	Educational Service District 101	10	Ferry	10065	Orient School District	5155	Columbia Virtual Academy-Orient	5	K-8       	166	5	3.01	2	1.20	1	0.60	3	1.81	10	6.02	13	7.83	131	78.92	4	2.41	71	42.77	95	57.23	0	0.00	0	0.00	5	3.38	1	0.68	0	0.00	0	0.00	33	9.6	2	40.00
2012-13	Educational Service District 101	10	Ferry	10065	Orient School District	2136	Orient Elem	P	K-8       	37	0	0.00	0	0.00	0	0.00	0	0.00	2	5.41	0	0.00	35	94.59	0	0.00	23	62.16	14	37.84	0	0.00	0	0.00	13	37.14	23	65.71	1	2.86	0	0.00	7	13.3	4	80.00
2012-13	North Central Educational Service District 171	09	Douglas	09013	Orondo School District	2666	Orondo Elementary and Middle School	P	PK-7      	193	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	166	86.01	27	13.99	0	0.00	93	48.19	100	51.81	49	27.07	105	58.01	26	14.36	159	87.85	0	0.00	0	0.00	14	10.9	12	85.71
2012-13	North Central Educational Service District 171	24	Okanogan	24410	Oroville School District	2422	Oroville Elementary	P	PK-6      	346	7	2.02	5	1.45	2	0.58	7	2.02	0	0.00	146	42.20	181	52.31	5	1.45	179	51.73	167	48.27	0	0.00	76	22.16	74	21.57	260	75.80	2	0.58	0	0.00	15	13.2	12	52.17
2012-13	North Central Educational Service District 171	24	Okanogan	24410	Oroville School District	2706	Oroville Middle-High School	P	7-12      	281	8	2.85	1	0.36	1	0.36	2	0.71	1	0.36	86	30.60	180	64.06	4	1.42	143	50.89	138	49.11	0	0.00	21	7.84	26	9.70	170	63.43	5	1.87	0	0.00	13	15.9	11	52.38
2012-13	Puget Sound Educational Service District 121	27	Pierce	27344	Orting School District	2942	Orting High School	P	9-12      	756	3	0.40	7	0.93	3	0.40	10	1.32	10	1.32	76	10.05	609	80.56	48	6.35	398	52.65	358	47.35	0	0.00	6	0.81	76	10.28	251	33.96	23	3.11	0	0.00	19	10.1	19	48.72
2012-13	Puget Sound Educational Service District 121	27	Pierce	27344	Orting School District	4262	Orting Middle School	P	6-8       	557	1	0.18	8	1.44	2	0.36	10	1.80	4	0.72	64	11.49	435	78.10	43	7.72	280	50.27	277	49.73	0	0.00	1	0.18	76	13.67	213	38.31	24	4.32	0	0.00	21	11.0	18	66.67
2012-13	Puget Sound Educational Service District 121	27	Pierce	27344	Orting School District	2360	Orting Primary School	P	PK-2      	521	2	0.38	5	0.96	3	0.58	8	1.54	3	0.58	69	13.24	399	76.58	40	7.68	273	52.40	248	47.60	0	0.00	22	4.20	72	13.74	223	42.56	7	1.34	2	0.38	18	11.5	13	44.83
2012-13	Puget Sound Educational Service District 121	27	Pierce	27344	Orting School District	5011	Orting Special Education	S	PK-PK     	22	1	4.55	0	0.00	0	0.00	0	0.00	1	4.55	4	18.18	14	63.64	2	9.09	12	54.55	10	45.45	0	0.00	0	0.00	29	100.00	5	17.24	0	0.00	0	0.00		0.0	0	
2012-13	Puget Sound Educational Service District 121	27	Pierce	27344	Orting School District	4547	Ptarmigan Ridge Intermediate Sch	P	3-5       	538	3	0.56	4	0.74	3	0.56	7	1.30	1	0.19	77	14.31	407	75.65	43	7.99	264	49.07	274	50.93	0	0.00	8	1.43	79	14.11	225	40.18	9	1.61	1	0.18	19	10.9	18	64.29
2012-13	Educational Service District 123	01	Adams	01147	Othello School District	2961	Hiawatha Elementary School	P	K-5       	498	0	0.00	1	0.20	0	0.00	1	0.20	0	0.00	438	87.95	59	11.85	0	0.00	254	51.00	244	49.00	80	16.26	277	56.30	33	6.71	430	87.40	3	0.61	0	0.00	16	8.6	12	37.50
2012-13	Educational Service District 123	01	Adams	01147	Othello School District	2902	Lutacaga Elementary	P	K-5       	522	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	491	94.06	30	5.75	1	0.19	273	52.30	249	47.70	62	12.16	295	57.84	64	12.55	427	83.73	5	0.98	0	0.00	15	8.6	16	47.06
2012-13	Educational Service District 123	01	Adams	01147	Othello School District	3471	McFarland Middle School	P	6-8       	835	0	0.00	3	0.36	0	0.00	3	0.36	1	0.12	729	87.31	99	11.86	3	0.36	421	50.42	414	49.58	86	10.23	233	27.71	95	11.30	701	83.35	22	2.62	0	0.00	17	5.8	21	42.86
2012-13	Educational Service District 123	01	Adams	01147	Othello School District	3015	Othello High School	P	9-12      	1052	3	0.29	3	0.29	0	0.00	3	0.29	0	0.00	859	81.65	173	16.44	14	1.33	540	51.33	512	48.67	92	9.03	159	15.60	139	13.64	713	69.97	23	2.26	0	0.00	20	11.7	33	62.26
2012-13	Educational Service District 123	01	Adams	01147	Othello School District	3730	Scootney Springs Elementary	P	K-5       	520	0	0.00	2	0.38	0	0.00	2	0.38	2	0.38	440	84.62	74	14.23	2	0.38	281	54.04	239	45.96	68	12.95	246	46.86	69	13.14	427	81.33	3	0.57	0	0.00	15	8.0	18	52.94
2012-13	Educational Service District 123	01	Adams	01147	Othello School District	5285	Wahitis Elementary School	P	K-5       	452	0	0.00	1	0.22	0	0.00	1	0.22	0	0.00	409	90.49	42	9.29	0	0.00	240	53.10	212	46.90	45	9.98	210	46.56	50	11.09	373	82.71	2	0.44	0	0.00		11.6	16	
2012-13	North Central Educational Service District 171	09	Douglas	09102	Palisades School District	2502	Palisades Elementary School	P	K-5       	18	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	15	83.33	3	16.67	0	0.00	9	50.00	9	50.00	0	0.00	9	45.00	3	15.00	17	85.00	0	0.00	0	0.00	6	3.4	1	33.33
2012-13	Educational Service District 101	38	Whitman	38301	Palouse School District	1961	Palouse at Garfield Middle School	P	6-8       	34	1	2.94	0	0.00	0	0.00	0	0.00	0	0.00	5	14.71	26	76.47	2	5.88	20	58.82	14	41.18	0	0.00	0	0.00	7	19.44	13	36.11	0	0.00	0	0.00		0.0	0	
2012-13	Educational Service District 101	38	Whitman	38301	Palouse School District	2622	Palouse Elementary	P	PK-5      	80	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	8	10.00	69	86.25	3	3.75	43	53.75	37	46.25	0	0.00	0	0.00	21	24.42	38	44.19	0	0.00	1	1.16	8	16.9	3	30.00
2012-13	Educational Service District 101	38	Whitman	38301	Palouse School District	2634	Palouse High School	P	9-12      	73	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	7	9.59	61	83.56	5	6.85	40	54.79	33	45.21	0	0.00	0	0.00	9	13.04	15	21.74	4	5.80	0	0.00	5	19.8	9	60.00
2012-13	Educational Service District 123	11	Franklin	11001	Pasco School District	5177	Captain Gray Early Learning Center	P	K-K       	556	0	0.00	3	0.54	0	0.00	3	0.54	5	0.90	491	88.31	52	9.35	5	0.90	283	50.90	273	49.10	40	7.16	384	68.69	65	11.63	504	90.16	0	0.00	0	0.00	25	8.1	18	81.82
2012-13	Educational Service District 123	11	Franklin	11001	Pasco School District	2692	Captain Gray Elementary	P	K-5       	0	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00		0.0	0	
2012-13	Educational Service District 123	11	Franklin	11001	Pasco School District	5164	Chiawana High School	P	9-12      	2240	7	0.31	37	1.65	6	0.27	43	1.92	74	3.30	1419	63.35	673	30.04	24	1.07	1105	49.33	1135	50.67	174	8.00	286	13.15	263	12.09	1464	67.31	40	1.84	0	0.00	20	10.5	102	91.89
2012-13	Educational Service District 123	11	Franklin	11001	Pasco School District	3425	Edwin Markham Elementary	P	K-5       	345	0	0.00	2	0.58	0	0.00	2	0.58	2	0.58	148	42.90	180	52.17	13	3.77	170	49.28	175	50.72	31	8.99	101	29.28	34	9.86	178	51.59	2	0.58	0	0.00	16	10.9	18	85.71
2012-13	Educational Service District 123	11	Franklin	11001	Pasco School District	4564	Ellen Ochoa Middle School	P	6-8       	971	1	0.10	1	0.10	0	0.00	1	0.10	16	1.65	873	89.91	75	7.72	5	0.51	523	53.86	448	46.14	159	16.13	469	47.57	156	15.82	946	95.94	8	0.81	0	0.00	16	7.9	41	66.13
2012-13	Educational Service District 123	11	Franklin	11001	Pasco School District	2967	Emerson Elementary	P	1-5       	533	0	0.00	0	0.00	1	0.19	1	0.19	8	1.50	473	88.74	40	7.50	11	2.06	278	52.16	255	47.84	68	12.30	353	63.83	68	12.30	510	92.22	6	1.08	4	0.72	18	9.7	17	56.67
2012-13	Educational Service District 123	11	Franklin	11001	Pasco School District	4155	James McGee Elementary	P	K-5       	906	3	0.33	26	2.87	7	0.77	33	3.64	7	0.77	357	39.40	474	52.32	32	3.53	460	50.77	446	49.23	3	0.33	68	7.41	98	10.68	405	44.12	3	0.33	0	0.00	22	10.1	31	75.61
2012-13	Educational Service District 123	11	Franklin	11001	Pasco School District	2790	Longfellow Elementary	P	1-5       	559	0	0.00	1	0.18	0	0.00	1	0.18	3	0.54	516	92.31	28	5.01	11	1.97	271	48.48	288	51.52	59	11.11	378	71.19	63	11.86	513	96.61	8	1.51	0	0.00	18	15.7	15	48.39
2012-13	Educational Service District 123	11	Franklin	11001	Pasco School District	3085	Mark Twain Elementary	P	K-5       	763	0	0.00	15	1.97	0	0.00	15	1.97	15	1.97	390	51.11	326	42.73	17	2.23	392	51.38	371	48.62	22	2.87	264	34.46	95	12.40	525	68.54	6	0.78	2	0.26	20	11.5	30	76.92
2012-13	Educational Service District 123	11	Franklin	11001	Pasco School District	4595	Maya Angelou Elementary	P	K-5       	899	2	0.22	20	2.22	2	0.22	22	2.45	15	1.67	398	44.27	433	48.16	29	3.23	466	51.84	433	48.16	17	1.89	178	19.80	125	13.90	446	49.61	6	0.67	0	0.00	21	6.4	27	62.79
2012-13	Educational Service District 123	11	Franklin	11001	Pasco School District	2267	Mcloughlin Middle School	P	6-8       	1623	6	0.37	38	2.34	5	0.31	43	2.65	45	2.77	712	43.87	766	47.20	51	3.14	871	53.67	752	46.33	38	2.36	198	12.28	182	11.29	833	51.67	26	1.61	0	0.00	19	11.0	67	77.01
2012-13	Educational Service District 123	11	Franklin	11001	Pasco School District	3912	New Horizons High School	A	6-12      	197	1	0.51	1	0.51	0	0.00	1	0.51	6	3.05	133	67.51	56	28.43	0	0.00	107	54.31	90	45.69	11	5.26	43	20.57	10	4.78	159	76.08	5	2.39	0	0.00	11	8.8	8	44.44
2012-13	Educational Service District 123	11	Franklin	11001	Pasco School District	1970	Pasco Early Childhood	P	PK-PK     	36	0	0.00	1	2.78	0	0.00	1	2.78	1	2.78	26	72.22	8	22.22	0	0.00	26	72.22	10	27.78	0	0.00	2	4.44	34	75.56	17	37.78	0	0.00	0	0.00		0.0	0	
2012-13	Educational Service District 123	11	Franklin	11001	Pasco School District	2917	Pasco Senior High School	P	9-12      	1916	3	0.16	25	1.30	6	0.31	31	1.62	39	2.04	1478	77.14	343	17.90	22	1.15	981	51.20	935	48.80	130	7.01	367	19.78	216	11.64	1392	75.04	35	1.89	0	0.00	18	10.4	78	74.29
2012-13	Educational Service District 123	11	Franklin	11001	Pasco School District	3515	Robert Frost Elementary	P	1-5       	554	0	0.00	2	0.36	1	0.18	3	0.54	4	0.72	444	80.14	101	18.23	2	0.36	268	48.38	286	51.62	49	8.58	404	70.75	77	13.49	536	93.87	3	0.53	1	0.18	17	10.3	24	75.00
2012-13	Educational Service District 123	11	Franklin	11001	Pasco School District	4555	Rowena Chess Elementary	P	1-5       	587	0	0.00	0	0.00	0	0.00	0	0.00	4	0.68	562	95.74	20	3.41	1	0.17	281	47.87	306	52.13	75	12.18	440	71.43	82	13.31	604	98.05	0	0.00	0	0.00	17	9.9	26	76.47
2012-13	Educational Service District 123	11	Franklin	11001	Pasco School District	4041	Ruth Livingston Elementary	P	K-5       	882	1	0.11	18	2.04	2	0.23	20	2.27	43	4.88	291	32.99	467	52.95	60	6.80	472	53.51	410	46.49	10	1.12	111	12.43	108	12.09	395	44.23	2	0.22	0	0.00	21	11.8	28	66.67
2012-13	Educational Service District 123	11	Franklin	11001	Pasco School District	3324	Stevens Middle School	P	6-8       	959	0	0.00	2	0.21	1	0.10	3	0.31	13	1.36	872	90.93	59	6.15	12	1.25	488	50.89	471	49.11	105	10.90	378	39.25	147	15.26	892	92.63	8	0.83	0	0.00	16	10.2	43	70.49
2012-13	Educational Service District 123	11	Franklin	11001	Pasco School District	5020	Virgie Robinson Elementary	P	K-5       	844	0	0.00	0	0.00	0	0.00	0	0.00	5	0.59	773	91.59	63	7.46	3	0.36	433	51.30	411	48.70	125	14.14	649	73.42	135	15.27	839	94.91	15	1.70	2	0.23	19	11.6	23	51.11
2012-13	Educational Service District 123	11	Franklin	11001	Pasco School District	4526	Whittier Elementary	P	K-5       	696	0	0.00	1	0.14	0	0.00	1	0.14	4	0.57	661	94.97	22	3.16	8	1.15	342	49.14	354	50.86	115	15.99	506	70.38	90	12.52	694	96.52	0	0.00	0	0.00	18	10.5	29	74.36
2012-13	North Central Educational Service District 171	24	Okanogan	24122	Pateros School District	2396	Pateros Elementary	P	K-6       	145	1	0.69	0	0.00	0	0.00	0	0.00	0	0.00	93	64.14	47	32.41	4	2.76	71	48.97	74	51.03	13	9.09	27	18.88	15	10.49	109	76.22	0	0.00	0	0.00	10	15.8	10	71.43
2012-13	North Central Educational Service District 171	24	Okanogan	24122	Pateros School District	2397	Pateros High School	P	7-12      	137	0	0.00	1	0.73	0	0.00	1	0.73	0	0.00	63	45.99	61	44.53	12	8.76	69	50.36	68	49.64	11	8.03	13	9.49	21	15.33	95	69.34	0	0.00	0	0.00	9	14.5	11	73.33
2012-13	Educational Service District 123	03	Benton	03050	Paterson School District	2133	Paterson Elementary School	P	K-8       	111	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	56	50.45	55	49.55	0	0.00	57	51.35	54	48.65	34	30.91	36	32.73	14	12.73	107	97.27	0	0.00	0	0.00	11	16.5	7	70.00
2012-13	Educational Service District 113	21	Lewis	21301	Pe Ell School District	2858	Pe Ell School	P	PK-12     	282	3	1.06	0	0.00	0	0.00	0	0.00	2	0.71	11	3.90	254	90.07	12	4.26	146	51.77	136	48.23	0	0.00	0	0.00	44	15.77	184	65.95	0	0.00	0	0.00	14	12.3	17	85.00
2012-13	Educational Service District 113	21	Lewis	21301	Pe Ell School District	1925	Trojan Alternative School	A	9-12      	0	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00		0.0	0	
2012-13	Puget Sound Educational Service District 121	27	Pierce	27401	Peninsula School District	1669	Alternative Middle School	P	6-12      	0	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00		0.0	0	
2012-13	Puget Sound Educational Service District 121	27	Pierce	27401	Peninsula School District	3299	Artondale Elementary School	P	PK-5      	456	3	0.66	3	0.66	0	0.00	3	0.66	5	1.10	39	8.55	369	80.92	37	8.11	241	52.85	215	47.15	0	0.00	4	0.86	85	18.28	98	21.08	6	1.29	2	0.43	16	16.6	19	65.52
2012-13	Puget Sound Educational Service District 121	27	Pierce	27401	Peninsula School District	4080	Discovery Elementary School	P	K-5       	437	3	0.69	10	2.29	1	0.23	11	2.52	5	1.14	36	8.24	353	80.78	29	6.64	217	49.66	220	50.34	0	0.00	13	3.00	46	10.62	102	23.56	2	0.46	4	0.92	17	12.8	24	96.00
2012-13	Puget Sound Educational Service District 121	27	Pierce	27401	Peninsula School District	3055	Evergreen Elementary	P	PK-5      	222	5	2.25	0	0.00	0	0.00	0	0.00	2	0.90	14	6.31	179	80.63	22	9.91	126	56.76	96	43.24	0	0.00	0	0.00	54	22.78	153	64.56	1	0.42	3	1.27	16	13.7	6	42.86
2012-13	Puget Sound Educational Service District 121	27	Pierce	27401	Peninsula School District	4081	Gig Harbor High	P	9-12      	1690	6	0.36	30	1.78	6	0.36	36	2.13	17	1.01	77	4.56	1434	84.85	120	7.10	851	50.36	839	49.64	0	0.00	0	0.00	110	6.66	205	12.42	18	1.09	1	0.06	19	14.7	63	69.23
2012-13	Puget Sound Educational Service District 121	27	Pierce	27401	Peninsula School District	2294	Goodman Middle School	P	6-8       	597	5	0.84	12	2.01	3	0.50	15	2.51	5	0.84	38	6.37	472	79.06	62	10.39	312	52.26	285	47.74	0	0.00	6	1.01	58	9.80	129	21.79	10	1.69	1	0.17	20	13.6	20	66.67
2012-13	Puget Sound Educational Service District 121	27	Pierce	27401	Peninsula School District	2944	Harbor Heights Elementary School	P	PK-5      	552	5	0.91	15	2.72	3	0.54	18	3.26	4	0.72	55	9.96	415	75.18	55	9.96	295	53.44	257	46.56	0	0.00	15	2.57	86	14.73	154	26.37	8	1.37	9	1.54	17	15.4	21	65.63
2012-13	Puget Sound Educational Service District 121	27	Pierce	27401	Peninsula School District	4387	Harbor Ridge Middle School	P	6-8       	574	0	0.00	16	2.79	6	1.05	22	3.83	2	0.35	30	5.23	473	82.40	47	8.19	287	50.00	287	50.00	0	0.00	4	0.68	48	8.15	131	22.24	14	2.38	2	0.34	21	15.0	22	78.57
2012-13	Puget Sound Educational Service District 121	27	Pierce	27401	Peninsula School District	1516	Henderson Bay Alt High School	A	9-12      	151	2	1.32	0	0.00	1	0.66	1	0.66	3	1.99	11	7.28	112	74.17	22	14.57	79	52.32	72	47.68	0	0.00	1	0.57	45	25.71	75	42.86	1	0.57	0	0.00	5	23.1	8	25.81
2012-13	Puget Sound Educational Service District 121	27	Pierce	27401	Peninsula School District	3928	Henderson Bay Hall Program	A	K-8       	0	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00		0.0	0	
2012-13	Puget Sound Educational Service District 121	27	Pierce	27401	Peninsula School District	4156	Key Peninsula Middle School	P	6-8       	404	4	0.99	4	0.99	1	0.25	5	1.24	2	0.50	26	6.44	324	80.20	43	10.64	201	49.75	203	50.25	0	0.00	2	0.48	65	15.59	220	52.76	2	0.48	4	0.96	16	14.7	13	52.00
2012-13	Puget Sound Educational Service District 121	27	Pierce	27401	Peninsula School District	4219	Kopachuck Middle School	P	6-8       	604	2	0.33	22	3.64	0	0.00	22	3.64	6	0.99	40	6.62	510	84.44	24	3.97	309	51.16	295	48.84	0	0.00	0	0.00	43	7.11	92	15.21	18	2.98	0	0.00	19	13.1	22	70.97
2012-13	Puget Sound Educational Service District 121	27	Pierce	27401	Peninsula School District	4189	Minter Creek Elementary	P	K-5       	383	4	1.04	1	0.26	0	0.00	1	0.26	2	0.52	17	4.44	319	83.29	40	10.44	186	48.56	197	51.44	0	0.00	0	0.00	53	13.66	160	41.24	6	1.55	4	1.03	20	12.6	17	89.47
2012-13	Puget Sound Educational Service District 121	27	Pierce	27401	Peninsula School District	2681	Peninsula High School	P	9-12      	1442	3	0.21	21	1.46	5	0.35	26	1.80	6	0.42	52	3.61	1233	85.51	122	8.46	761	52.77	681	47.23	0	0.00	5	0.36	116	8.39	378	27.33	15	1.08	0	0.00	17	13.1	54	62.79
2012-13	Puget Sound Educational Service District 121	27	Pierce	27401	Peninsula School District	3685	Purdy Elementary School	P	PK-5      	768	1	0.13	18	2.34	5	0.65	23	2.99	6	0.78	62	8.07	612	79.69	64	8.33	361	47.01	407	52.99	0	0.00	10	1.28	112	14.34	147	18.82	15	1.92	3	0.38	20	10.8	28	73.68
2012-13	Puget Sound Educational Service District 121	27	Pierce	27401	Peninsula School District	5121	Tacoma Community College Fresh Start Program	Z	9-12      	0	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00		0.0	0	
2012-13	Puget Sound Educational Service District 121	27	Pierce	27401	Peninsula School District	3056	Vaughn Elementary School	P	PK-5      	395	2	0.51	1	0.25	0	0.00	1	0.25	1	0.25	29	7.34	328	83.04	34	8.61	223	56.46	172	43.54	0	0.00	5	1.21	101	24.46	190	46.00	0	0.00	5	1.21	16	13.6	15	62.50
2012-13	Puget Sound Educational Service District 121	27	Pierce	27401	Peninsula School District	4307	Voyager Elementary	P	K-5       	474	2	0.42	10	2.11	0	0.00	10	2.11	2	0.42	32	6.75	402	84.81	26	5.49	233	49.16	241	50.84	0	0.00	10	2.11	49	10.36	90	19.03	7	1.48	0	0.00	18	14.4	17	62.96
2012-13	Educational Service District 113	23	Mason	23402	Pioneer School District	2865	Pioneer Intermediate/Middle School	P	4-8       	376	5	1.33	0	0.00	0	0.00	0	0.00	2	0.53	33	8.78	307	81.65	29	7.71	194	51.60	182	48.40	0	0.00	0	0.00	59	15.65	226	59.95	6	1.59	0	0.00	14	16.4	17	62.96
2012-13	Educational Service District 113	23	Mason	23402	Pioneer School District	4463	Pioneer Primary School	P	PK-3      	340	10	2.94	0	0.00	0	0.00	0	0.00	4	1.18	36	10.59	269	79.12	21	6.18	187	55.00	153	45.00	0	0.00	0	0.00	127	35.57	239	66.95	2	0.56	2	0.56	15	13.2	11	47.83
2012-13	Educational Service District 123	12	Garfield	12110	Pomeroy School District	3087	Pomeroy Elementary School	P	K-6       	172	2	1.16	3	1.74	0	0.00	3	1.74	0	0.00	11	6.40	151	87.79	5	2.91	76	44.19	96	55.81	0	0.00	3	1.60	39	20.74	103	54.79	1	0.53	0	0.00	16	17.2	8	72.73
2012-13	Educational Service District 123	12	Garfield	12110	Pomeroy School District	2241	Pomeroy Jr Sr High School	P	7-12      	152	0	0.00	1	0.66	0	0.00	1	0.66	0	0.00	12	7.89	136	89.47	3	1.97	86	56.58	66	43.42	0	0.00	0	0.00	21	13.82	72	47.37	3	1.97	2	1.32	7	17.1	9	39.13
2012-13	Olympic Educational Service District 114	05	Clallam	05121	Port Angeles School District	4494	Dry Creek Elementary	P	K-6       	395	55	13.92	0	0.00	0	0.00	0	0.00	3	0.76	22	5.57	251	63.54	64	16.20	198	50.13	197	49.87	0	0.00	1	0.25	38	9.67	265	67.43	9	2.29	5	1.27	16	14.1	17	70.83
2012-13	Olympic Educational Service District 114	05	Clallam	05121	Port Angeles School District	2054	Fairview Elementary	P	K-6       	0	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00		0.0	0	
2012-13	Olympic Educational Service District 114	05	Clallam	05121	Port Angeles School District	2909	Franklin Elementary	P	K-6       	394	11	2.79	17	4.31	5	1.27	22	5.58	6	1.52	31	7.87	281	71.32	43	10.91	198	50.25	196	49.75	0	0.00	5	1.26	52	13.13	221	55.81	13	3.28	0	0.00	16	15.1	16	64.00
2012-13	Olympic Educational Service District 114	05	Clallam	05121	Port Angeles School District	3079	Hamilton Elementary	P	PK-6      	320	7	2.19	3	0.94	0	0.00	3	0.94	0	0.00	35	10.94	241	75.31	34	10.63	167	52.19	153	47.81	0	0.00	2	0.62	53	16.51	193	60.12	3	0.93	6	1.87	15	16.2	15	68.18
