,School_ID,School District,School,Enrollment,LowSES
,3449,Tacoma School District,Birney,369,77.63
,4379,Northshore School District,East Ridge Elementary,369,4.01
,2127,Spokane School District,Franklin Elementary,370,49.59
,2273,Napavine School District,Napavine Jr Sr High School,370,42.51
,2816,Tumwater School District,Littlerock Elementary School,370,39.78
,2296,Spokane School District,Wilson Elementary,372,21.53
,3534,Edmonds School District,Chase Lake Elementary,372,54.88
,3565,Vancouver School District,Washington Elementary,372,91.71
,3509,Tenino School District,Tenino High School,373,46.76
,5063,Highline School District,Academy of Citizenship and Empowerment,373,81.89
,5101,Highline School District,Health Sciences & Human Services,373,83.06
,2498,Puyallup School District,Maplewood Elementary,374,34.2
,3323,Kelso School District,Barnes Elementary,374,80
,4033,Riverside School District,Riverside Elementary,374,56.65
,4180,Colville School District,Fort Colville Elementary,374,59.19
,4458,Olympia School District,McKenny Elementary,374,29.4
,2865,Pioneer School District,Pioneer Intermediate/Middle School,376,59.95
,3620,Royal School District,Royal Middle School,376,100
,4518,Wapato School District,Adams Elementary,376,91.37
,4533,Mount Baker School District,Kendall Elementary,376,98.92
,2080,Seattle Public Schools,Stevens Elementary School,377,39.89
,2577,Concrete School District,Concrete Elementary,378,70.24
,2957,Colville School District,Hofstetter Elementary,378,67.2
,5214,Marysville School District,School for the Entrepreneur,378,42.82
,2509,Washougal School District,Hathaway Elementary,379,65.23
,4576,Lakewood School District,Cougar Creek Elementary School,379,33.69
,2318,Vancouver School District,Lincoln Elementary School,380,69.25
,2247,Tacoma School District,Northeast Tacoma,381,60
,2505,West Valley School District (Yakima),Wide Hollow Elementary,381,59.47
,1986,Enumclaw School District,Muckleshoot Tribal School,382,32.25
,3025,Ocosta School District,Ocosta Elementary School,382,71.2
,3053,Tacoma School District,Grant,382,38.6
,3082,Kelso School District,Butler Acres Elementary,382,46.05
,3761,Cheney School District,Salnave Elementary,382,61.11
,4478,Newport School District,Stratton Elementary,382,69.43
,2783,Zillah School District,Hilton Elementary School,383,60.42
,3591,Lake Washington School District,Franklin Elementary,383,8.79
,4189,Peninsula School District,Minter Creek Elementary,383,41.24
,4521,Nine Mile Falls School District,Lakeside Middle School,383,32.2
,2123,Seattle Public Schools,Greenwood Elementary School,384,27.44
,3357,Spokane School District,Balboa Elementary,384,45.65
,3461,Edmonds School District,Seaview Elementary,384,28.07
,3661,Montesano School District,Beacon Avenue Elementary School,384,43.22
,4450,Battle Ground School District,Summit View High School,384,46.95
,3552,Bainbridge Island School District,Capt Johnston Blakely Elem Sch,385,8.1
,4343,Federal Way School District,Silver Lake Elementary School,385,66.05
,2642,Richland School District,Jefferson Elementary,386,70.35
,3304,Edmonds School District,Cedar Way Elementary,386,36.22
,5289,Mabton School District,Mabton Jr. Sr. High,386,100
,2289,Lake Washington School District,Redmond Elementary,387,34.35
,2328,Cle Elum-Roslyn School District,Cle Elum Roslyn Elementary,387,47.75
,2656,Richland School District,Marcus Whitman Elementary,387,61.52
,2707,Anacortes School District,Anacortes Middle School,387,35.09
,4554,Ferndale School District,Horizon Middle School,387,50
,4588,Toppenish School District,Valley View Elementary,387,100
,2056,Spokane School District,Holmes Elementary,388,89.59
,2752,Everett School District,Whittier Elementary,388,47.52
,2369,Longview School District,Columbia Valley Garden Elem Schl,389,45.48
,4289,Enumclaw School District,Sunrise Elementary,389,36.27
,2307,Seattle Public Schools,Bailey Gatzert Elementary School,390,92.21
,2562,Bridgeport School District,Bridgeport Elementary,390,91.4
,2575,Puyallup School District,Edgemont Jr High,390,36.84
,3168,Bellevue School District,Phantom Lake Elementary,390,30.89
,3738,Federal Way School District,Lake Dolloff Elementary School,390,63.06
,5211,Marysville School District,Intl Sch of Communications,390,31.45
,1510,Bethel School District,Challenger Secondary School,391,49.1
,2970,Moses Lake School District,Midway Elementary,391,72.73
,3194,West Valley School District (Spokane),Pasadena Park Elementary,391,34.68
,3641,Bremerton School District,Armin Jahr Elementary,391,78.06
,3667,Vashon Island School District,McMurray Middle School,391,19.9
,2510,Quincy School District,Quincy Junior High,392,83.72
,3965,Medical Lake School District,Medical Lake Middle School,392,41.19
,4473,Olympia School District,Thurgood Marshall Middle School,392,38.8
,3171,Bremerton School District,Naval Avenue Elementary School,393,61.48
,2909,Port Angeles School District,Franklin Elementary,394,55.81
,3364,Ferndale School District,Mountain View Elem,394,61.07
,3675,Lake Washington School District,Frost Elementary,394,36.1
,2036,Tacoma School District,Larchmont,395,81.09
,2114,College Place School District,Davis Elementary,395,67.44
,3056,Peninsula School District,Vaughn Elementary School,395,46
,4118,Skills Centers,Tri-Tech Skills Center,395,18.25
,4494,Port Angeles School District,Dry Creek Elementary,395,67.43
,5165,Richland School District,Three Rivers Home Link,395,17.63
,3432,Federal Way School District,Olympic View Elementary School,396,88.31
,4034,Vancouver School District,Sacajawea Elementary School,396,53.56
,4384,Clarkston School District,Heights Elementary,396,31.88
,2659,Auburn School District,Terminal Park Elementary School,397,72.44
,2031,Omak School District,Omak High School,398,55.12
,3020,Quincy School District,Mountain View Elementary,398,85.89
,3635,Tukwila School District,Thorndyke Elementary,398,83.73
,4559,Highland School District,Highland High School,398,68.45
,3525,Auburn School District,Lea Hill Elementary School,399,60.6
,3628,Federal Way School District,Twin Lakes Elementary School,399,53.88
,1635,Seattle Public Schools,Interagency Programs,400,77.4
,2748,Bethel School District,Kapowsin Elementary,400,46.31
,2772,Tacoma School District,Fawcett,400,77.94
,2945,Franklin Pierce School District,James Sales Elementary,400,92.11
,2969,Moses Lake School District,Lakeview Terrace Elementary,400,66.15
,3000,Franklin Pierce School District,Harvard Elementary,400,85.07
,3072,Highland School District,Marcus Whitman-Cowiche Elementary,400,79.95
,3394,White Salmon Valley School District,Wayne M Henkle Middle School,400,51.24
,4320,North Mason School District,Sand Hill Elementary,400,61.87
,2450,Seattle Public Schools,Daniel Bagley Elementary School,401,16.59
,3094,Port Townsend School District,Grant Street Elementary,401,46.45
,3153,Moses Lake School District,Longview Elementary,401,72.57
,3378,Seattle Public Schools,Graham Hill Elementary School,401,66.92
,5210,Marysville School District,Bio Med Academy,401,36.44
,2399,Bethel School District,Spanaway Elementary,402,69.8
,3270,Washougal School District,Cape Horn Skye Elementary,402,30.32
,3617,Hockinson School District,Hockinson Heights Intermediate,402,24.07
,2240,Zillah School District,Zillah High School,403,47.8
,4062,Bainbridge Island School District,Ordway Elementary,403,9.88
,3327,Seattle Public Schools,Rainier Beach High School,404,83.79
,3498,Tacoma School District,Skyline,404,60.3
,3792,University Place School District,Chambers Elementary,404,40.86
,4156,Peninsula School District,Key Peninsula Middle School,404,52.76
,5169,Tacoma School District,Science and Math Institute,404,42.21
,2442,Chehalis School District,R E Bennett Elementary,406,62.01
,4079,South Kitsap School District,Manchester Elementary School,406,41.25
,4324,Lynden School District,Isom Elementary School,406,29.14
,3187,Marysville School District,Shoultes Elementary,407,58.51
,4373,Tumwater School District,Tumwater Hill Elementary,407,37.53
,2380,Sedro-Woolley School District,Central Elementary School,408,64.99
,2874,Tacoma School District,Whitman,409,82.93
,3108,Bremerton School District,Crownhill Elementary School,409,57.84
,3250,Bethel School District,Bethel Middle School,409,52.59
,3371,La Center School District,La Center Middle School,409,26.85
,3566,Oak Harbor School District,Olympic View Elem,409,58.35
,2262,Bellingham School District,Geneva Elementary School,410,24.76
,2321,Seattle Public Schools,Dunlap Elementary School,410,87.56
,2437,Seattle Public Schools,Laurelhurst Elementary School,410,10.31
,2608,Toppenish School District,Garfield Elementary School,410,100
,2778,Olympia School District,Roosevelt Elementary School,410,43.24
,2980,Enumclaw School District,Byron Kibler Elementary School,410,38.55
,3519,Federal Way School District,Adelaide Elementary School,410,65.54
,2257,Franklin Pierce School District,Collins Elementary,411,61.83
,3339,Bellevue School District,Sherwood Forest Elementary,411,47.04
,3529,Lake Washington School District,Mann Elementary,411,6.55
,3474,Camas School District,Lacamas Heights Elementary,412,25.74
,3831,Colville School District,Colville Junior High School,412,54.57
,3078,Finley School District,Finley Elementary,413,71.05
,4426,Federal Way School District,Green Gables Elementary School,413,32.24
,4475,Port Townsend School District,Blue Heron Middle School,413,51.11
,2485,Riverview School District,Carnation Elementary School,414,23.5
,2579,Mount Vernon School District,Lincoln Elementary School,414,73.24
,2645,Seattle Public Schools,West Seattle Elementary School,414,90.37
,2929,Renton School District,Lakeridge Elementary School,414,88.45
,3034,Renton School District,Campbell Hill Elementary School,414,81.71
,4192,Spokane School District,Woodridge Elementary,414,27.45
,3288,Napavine School District,Napavine Elementary,415,54.55
,3568,Federal Way School District,Lake Grove Elementary School,415,80.8
,2994,Central Kitsap School District,Brownsville Elementary,416,31.5
,3605,Edmonds School District,Sherwood Elementary,416,28.81
,3762,Ferndale School District,Vista Middle School,416,48.69
,4260,Lake Chelan School District,Chelan High School,416,55.72
,4578,Bethel School District,Cougar Mountain Middle School,416,47.92
,3043,Bainbridge Island School District,Capt. Charles Wilkes Elem School,417,6.18
,3297,Clover Park School District,Mann Middle School,417,58.92
,3305,Snohomish School District,Cathcart Elementary,417,23.8
,3346,Chehalis School District,Olympic Elementary,417,52.13
,3658,Longview School District,Mint Valley Elementary,417,69.31
,3696,Olympia School District,Reeves Middle School,417,35.48
,1892,Orcas Island School District,OASIS K-12,418,4.84
,2291,Centralia School District,Oakview Elementary School,418,74.11
,2334,Puyallup School District,Meeker Elementary,418,41.27
,2635,Toppenish School District,Lincoln Elementary School,418,100
,2199,Seattle Public Schools,Concord International School,419,79.9
,3159,Federal Way School District,Mirror Lake Elementary School,419,75.96
,3391,North Kitsap School District,Suquamish Elementary School,419,51.21
,5251,Moses Lake School District,Park Orchard Elementary School ,419,67.14
,2175,Bellingham School District,Silver Beach Elementary School,420,25.76
,3017,Vancouver School District,Lake Shore Elementary,420,31.12
,3637,Issaquah School District,Maple Hills Elementary,420,10.9
,4130,Ferndale School District,Skyline Elementary School,420,43.24
,4435,Sumner School District,Crestwood Elementary,420,27.29
,2067,Bellingham School District,Roosevelt Elementary School,421,60.66
,2398,Franklin Pierce School District,Central Avenue Elementary,421,61.11
,3633,Bellevue School District,Ardmore Elementary School,421,42.55
,2083,Tacoma School District,Washington-Hoyt,422,20.24
,3564,Cascade School District,Cascade High School,422,40.29
,3697,Olympia School District,Pioneer Elementary School,422,14.42
,4220,Ocean Beach School District,Ilwaco Middle/High School,422,60.67
,4421,Bremerton School District,Kitsap Lake Elementary,422,51.65
,4448,West Valley School District (Yakima),Cottonwood Elementary School,422,36.97
,4544,Monroe School District,Hidden River Middle School,422,23.93
,4015,Central Kitsap School District,Esquire Hills Elementary,423,50.24
,3307,Central Valley School District,South Pines Elementary,424,50.12
,3708,Kent School District,Grass Lake Elementary School,424,29.3
,4353,Kent School District,Carriage Crest Elementary School,424,29.26
,2759,Kiona-Benton City School District,Kiona-Benton City Primary School,425,74.44
,2269,Seattle Public Schools,Highland Park Elementary School,426,81.37
,2418,Highline School District,Des Moines Elementary,426,43.61
,2462,Seattle Public Schools,Loyal Heights Elementary School,426,6.71
,3553,Highline School District,Aviation High School,426,17.58
,3607,Edmonds School District,Hazelwood Elementary,426,36.64
,3705,Bellevue School District,Bennett Elementary School,426,4.94
,4402,Sumner School District,Liberty Ridge Elementary,427,58
,4467,North Kitsap School District,Richard Gordon Elementary,427,33.1
,2501,Clarkston School District,Lincoln Middle School,428,60.47
,2520,San Juan Island School District,Friday Harbor Elementary School,428,46.82
,3664,Coupeville School District,Coupeville Elementary School,428,38.08
,4101,Central Kitsap School District,Silverdale Elementary,428,32.71
,5115,Port Angeles School District,Roosevelt Elementary School,428,56.81
,2704,Centralia School District,Fords Prairie Elementary,429,74.88
,3152,Wahluke School District,Mattawa Elementary,429,99.76
,3231,Shoreline School District,Highland Terrace Elementary,429,17.55
,3314,Granger School District,Granger High School,429,89.02
,2834,Aberdeen School District,A J West Elementary,430,85.11
,3148,Evergreen School District (Clark),Ellsworth Elementary School,430,66.97
,3596,Ellensburg School District,Mt. Stuart Elementary,430,53.4
,2086,Spokane School District,Roosevelt Elementary,431,64.88
,2326,Auburn School District,Washington Elementary School,431,75.47
,3516,Royal School District,Royal High School,431,100
,3971,Evergreen School District (Clark),Fircrest Elementary School,431,56.24
,2430,Deer Park School District,Deer Park Elementary,432,60.28
,2183,Seattle Public Schools,Lawton Elementary School,433,14.72
,2447,Cheney School District,Cheney Middle School,433,52.22
,3301,Franklin Pierce School District,Christensen Elementary,433,82.6
,3252,Anacortes School District,Island View Elementary,434,44.91
,4205,Tumwater School District,Black Lake Elementary,434,31.16
,4393,Central Kitsap School District,Green Mountain Elementary,434,34.1
,2669,Everett School District,Madison Elementary,435,77.88
,3190,Spokane School District,Linwood Elementary,435,74.3
,5064,Highline School District,Global Connections High School,435,82.42
,5139,Lake Washington School District,Carson Elementary,435,2.67
,3110,South Kitsap School District,South Colby Elementary,436,21.38
,3182,Anacortes School District,Fidalgo Elementary,436,34.09
,4186,Bethel School District,Cedarcrest Middle School,436,54
,3397,Tacoma School District,Bryant,437,53.18
,4080,Peninsula School District,Discovery Elementary School,437,23.56
,4411,Ellensburg School District,Valley View Elementary School,437,41.65
,3329,Federal Way School District,Panther Lake Elementary School,438,66.36
,2819,Yakima School District,Nob Hill Elementary School,439,63.78
,3745,Auburn School District,Evergreen Heights Elementary,439,59.08
,3747,Lake Washington School District,Sandburg Elementary,439,10.41
,4207,Washougal School District,Jemtegaard Middle School,439,44.9
,2793,Ephrata School District,Columbia Ridge Elementary,440,68.82
,2880,Mount Vernon School District,Washington Elementary School,440,81.05
,3254,Edmonds School District,Mountlake Terrace Elementary,440,51.25
,3703,Lake Washington School District,Rush Elementary,440,10.71
,2999,Omak School District,N Omak Elementary,441,71.62
,3092,Ephrata School District,Grant Elementary,441,55.53
,3117,Clover Park School District,Idlewild Elementary School,441,46.31
,3174,North Mason School District,Hawkins Middle School,441,51.02
,3249,Clover Park School District,Tyee Park Elementary School,441,91.24
,4230,Eatonville School District,Eatonville Middle School,441,9.69
,2074,Walla Walla Public Schools,Berney Elementary School,442,44.78
,2169,Tacoma School District,Point Defiance,442,52.03
,2218,Spokane School District,Browne Elementary,442,61.52
,4029,South Kitsap School District,Burley Glenwood Elementary,442,46.03
,2279,Wenatchee School District,Lewis And Clark Elementary Sch,443,79.68
,3298,Clover Park School District,Hillside Elementary School,443,73.24
,4397,Snoqualmie Valley School District,Chief Kanim Middle School,443,10.51
,4517,Lynden School District,Vossbeck Elementary School,443,41.69
,3036,Bellevue School District,Eastgate Elementary School,444,21.51
,3489,Shoreline School District,Parkwood Elementary,444,38.74
,3603,Burlington-Edison School District,Allen Elementary,444,79.91
,3687,Mukilteo School District,Serene Lake Elementary,444,39.82
,2990,Shoreline School District,Briarcrest Elementary,445,47.03
,3122,Edmonds School District,Lynndale Elementary,445,49.44
,3550,Kent School District,Lake Youngs Elementary School,445,31.33
,4571,Bellingham School District,Northern Heights Elementary Schl,445,37.39
,5082,Auburn School District,Arthur Jacobsen Elementary,445,52.54
,2105,Sultan School District,Sultan Middle School,446,52.37
,3186,Edmonds School District,Westgate Elementary,446,32.46
,4036,Nine Mile Falls School District,Lake Spokane Elementary,446,39.74
,2128,Spokane School District,Audubon Elementary,447,83.56
,2301,Wenatchee School District,Columbia Elementary School,447,85.55
,2340,Franklin Pierce School District,Midland Elementary,447,76.24
,3532,Franklin Pierce School District,Elmhurst Elementary School,447,71.19
,3601,University Place School District,Sunset Primary,447,38.5
,2578,Conway School District,Conway School,448,26.12
,3041,Lake Washington School District,Lakeview Elementary,448,15.98
,3091,Moses Lake School District,Garden Heights Elementary,448,43.33
,3517,Seattle Public Schools,McClure Middle School,448,23.89
,3728,Walla Walla Public Schools,Sharpstein Elementary School,448,65.4
,4577,Medical Lake School District,Michael Anderson Elementary,449,26.59
,2081,Seattle Public Schools,John Stanford International Elementary,450,6.68
,2792,Warden School District,Warden Elementary,450,87.47
,3262,North Thurston Public Schools,Lydia Hawk Elementary,450,72.44
,4185,Central Valley School District,Horizon Middle School,450,29.5
,2805,Tacoma School District,Lowell,451,17.04
,3683,Dieringer School District,Lake Tapps Elementary,451,13.88
,4121,Puyallup School District,Ridgecrest Elementary,451,39.06
,4490,Wahluke School District,Saddle Mountain Elementary,451,99.77
,5173,Moses Lake School District,Sage Point Elementary School,451,40.63
,2090,Seattle Public Schools,Frantz Coe Elementary School,452,16.02
,2281,Castle Rock School District,Castle Rock High School,452,43.76
,2690,Vancouver School District,Hazel Dell Elementary School,452,65.71
,5285,Othello School District,Wahitis Elementary School,452,82.71
,2539,Okanogan School District,Grainger Elementary,453,62.37
,4018,Lake Washington School District,Dickinson Elementary,453,14.29
,4424,Lake Washington School District,Einstein Elementary,453,47.17
,2173,Deer Park School District,Arcadia Elementary,454,57.6
,2741,Ellensburg School District,Lincoln Elementary,454,41.46
,3057,Anacortes School District,Mount Erie Elementary,454,30.36
,3287,Northshore School District,Westhill Elementary,454,18.63
,3349,Sumner School District,Bonney Lake Elementary,454,40.61
,3100,Bellevue School District,Stevenson Elementary,455,47.46
,3268,Cashmere School District,Cashmere High School,455,43.5
,3964,Marysville School District,Liberty Elementary,455,81.33
,2141,Seattle Public Schools,Thurgood Marshall Elementary,456,32.37
,2159,Walla Walla Public Schools,Prospect Point Elementary,456,36.13
,2315,Cashmere School District,Cashmere Middle School,456,51.96
,2877,Bethel School District,Elk Plain School of Choice,456,24.34
,3059,Marysville School District,Cascade Elementary,456,53.93
,3299,Peninsula School District,Artondale Elementary School,456,21.08
,4461,North Kitsap School District,Vinland Elementary,456,31.11
,5066,Tacoma School District,Helen B. Stafford Elementary,456,77.41
,2971,Aberdeen School District,Stevens Elementary School,457,83.9
,3319,Hockinson School District,Hockinson Middle School,457,23.97
,3453,Tacoma School District,McCarver,457,96.2
,3691,Edmonds School District,College Place Elementary,457,74.66
,5144,Wahluke School District,Wahluke Junior High,457,99.07
,2113,Central Valley School District,Opportunity Elementary,458,73.1
,2713,Blaine School District,Blaine Elementary School,458,52.69
,3227,Auburn School District,Pioneer Elementary School,458,86.3
,3561,Snohomish School District,Riverview Elementary,458,33.75
,3736,Evergreen School District (Clark),Burton Elementary School,458,66.89
,2898,Naches Valley School District,Naches Valley Middle School,459,45.86
,3521,Renton School District,Renton Park Elementary School,459,67.02
,3612,Tumwater School District,Tumwater Middle School,459,29.17
,4466,Kent School District,Sawyer Woods Elementary School,459,28.63
,2124,Snoqualmie Valley School District,Snoqualmie Middle School,460,11.56
,2143,Seattle Public Schools,John Muir Elementary School,460,67.97
,2875,Sumner School District,Maple Lawn Elementary,460,39.41
,3823,Evergreen School District (Clark),Silver Star Elementary School,460,59.17
,2070,Seattle Public Schools,Beacon Hill International School,461,63.91
,2892,Central Valley School District,Broadway Elementary,461,74.62
,4366,Snohomish School District,Cascade View Elementary,461,28.72
,2139,Seattle Public Schools,Gatewood Elementary School,462,38.94
,2531,Granger School District,Granger Middle School,462,92.84
,3261,Deer Park School District,Deer Park Middle School,463,56.39
,3328,Federal Way School District,Woodmont K-8 School,463,50.88
,4159,Monroe School District,Salem Woods Elementary School,463,29.41
,4176,Woodland School District,Woodland Intermediate School,463,53.29
,2591,Naches Valley School District,Naches Valley High School,464,40.39
,2734,Highline School District,McMicken Heights Elementary,464,82.22
,2932,Auburn School District,Dick Scobee Elementary School,464,82.25
,2954,Cheney School District,Betz Elementary,464,53.16
,4113,Granite Falls School District,Granite Falls Middle School,464,45.97
,2096,Spokane School District,Regal Elementary,465,88.55
,4470,Federal Way School District,Enterprise Elementary School,465,46.36
,2092,Seattle Public Schools,Whittier Elementary School,466,14.38
,2177,Yakima School District,Mckinley Elementary School,466,92.44
,2439,Renton School District,Bryn Mawr Elementary School,466,70.58
,3259,Central Valley School District,Adams Elementary,466,56.4
,4135,Central Kitsap School District,Woodlands Elementary,466,60.52
,4332,Riverview School District,Stillwater Elementary,466,15.73
,5125,Bellingham School District,Wade King Elementary School,466,18.82
,2821,East Valley School District (Yakima),Terrace Heights Elementary,467,56.13
,3160,Federal Way School District,Star Lake Elementary School,467,60.38
,3409,Edmonds School District,Cedar Valley Community School,467,79.44
,3825,Auburn School District,Alpac Elementary School,467,68.69
,2814,Cheney School District,Sunset Elementary,468,75
,3325,North Franklin School District,Basin City Elem,468,91.79
,3440,Issaquah School District,Briarwood Elementary,468,19.06
,3740,Renton School District,Talbot Hill Elementary School,468,48.45
,5269,Cheney School District,Westwood Middle School,468,53.81
,2941,Tacoma School District,Mann,469,75.76
,3008,Spokane School District,Bryant Center,469,42.06
,3678,Kent School District,Fairwood Elementary School,469,43.01
,5239,Bellingham School District,Cordata Elementary School,469,69.45
,2503,Port Townsend School District,Port Townsend High School,470,36.8
,2829,Evergreen School District (Clark),Mill Plain Elementary School,470,58.57
,3172,Centralia School District,Jefferson Lincoln Elementary,470,79.52
,3377,Oak Harbor School District,Crescent Harbor Elem,470,58.06
,4309,White River School District,Foothills Elementary,470,37.28
,4372,Central Kitsap School District,Silver Ridge Elementary,470,31.85
,2904,Kiona-Benton City School District,Kiona-Benton City High School,471,61.24
,3026,Seattle Public Schools,Wedgwood Elementary School,471,9.15
,3104,Shoreline School District,Echo Lake Elementary School,471,45.32
,3995,Evergreen School District (Clark),Riverview Elementary School,471,43.74
,4136,Kennewick School District,Sunset View Elementary School,471,43.11
,1801,Evergreen School District (Clark),iQ Academy Washington,472,27.78
,2078,Walla Walla Public Schools,Green Park Elementary School,472,70.47
,3203,Pullman School District,Jefferson Elementary,472,30.56
,3822,Evergreen School District (Clark),Crestline Elementary School,472,72.46
,4537,Tacoma School District,Crescent Heights,472,34.18
,2353,Seattle Public Schools,Maple Elementary School,473,63.68
,3180,Franklin Pierce School District,Brookdale Elementary,473,69.46
,3679,Northshore School District,Shelton View Elementary,473,12.82
,3719,Spokane School District,Logan Elementary,473,93.13
,4511,Mount Vernon School District,Mount Baker Middle School,473,72.82
,3312,Yakima School District,Whitney Elementary,474,79.14
,3478,Seattle Public Schools,Kimball Elementary School,474,60.48
,3702,Renton School District,Tiffany Park Elementary School,474,60.39
,4307,Peninsula School District,Voyager Elementary,474,19.03
,4548,Dieringer School District,Dieringer Heights Elementary,474,12.9
,2955,East Valley School District (Spokane),Otis Orchards School,475,55.7
,3737,Quillayute Valley School District,Forks Elementary School,475,64.47
,4451,Yelm School District,Mill Pond Elementary School,475,50.2
,4483,Medical Lake School District,Hallett Elementary,475,47.78
,4550,Enumclaw School District,Thunder Mountain Middle School,475,24.26
,2842,Highline School District,Shorewood Elementary,476,64.66
,5131,Battle Ground School District,Tukes Valley Middle School,476,35.71
,2305,Aberdeen School District,Miller Junior High,477,69.46
,2872,Tacoma School District,Browns Point,477,22.29
,2110,Spokane School District,Sheridan Elementary,478,88.15
,2554,Meridian School District,Meridian High School,478,36.38
,2918,North Franklin School District,Connell Elem,478,77.69
,2073,Snohomish School District,Machias Elementary,479,31.38
,3002,Everett School District,View Ridge Elementary,479,34.3
,3209,Wenatchee School District,Abraham Lincoln Elementary,479,81.17
,3548,Lake Washington School District,Audubon Elementary,479,6.5
,4163,Evergreen School District (Clark),Hearthwood Elementary School,479,57.84
,4354,Lake Washington School District,Mcauliffe Elementary,479,4.4
,4489,Kent School District,Glenridge Elementary,479,57.53
,2765,Highline School District,Beverly Park Elem at Glendale,480,86.53
,4482,Ferndale School District,Eagleridge Elementary,480,56.46
,1685,Edmonds School District,Maplewood Parent Coop,481,7.48
,2256,Seattle Public Schools,Olympic View Elementary School,481,33.26
,2883,Everett School District,Hawthorne Elementary School,481,88.45
,3077,Kennewick School District,Hawthorne Elementary School,481,72.59
,3321,Ridgefield School District,South Ridge Elementary,481,29.36
,3477,Oak Harbor School District,Broadview Elementary,481,41.56
,3491,Kent School District,Park Orchard Elementary School,481,75.96
,4097,East Valley School District (Spokane),East Farms School,482,61.83
,4126,Kent School District,Crestwood Elementary School,482,29.45
,4228,Riverside School District,Riverside High School,482,47.32
,2229,Sultan School District,Sultan Elementary School,483,53.83
,2379,Burlington-Edison School District,Edison Elementary,483,29.26
,2964,Vancouver School District,Salmon Creek Elementary,483,34.3
,3388,Kent School District,Covington Elementary School,483,53.03
,1620,Seattle Public Schools,Pathfinder K-8 School,484,33.19
,2640,Renton School District,Highlands Elementary School,484,72.03
,3226,Tukwila School District,Cascade View Elementary,484,87.32
,2026,North Kitsap School District,Poulsbo Elementary School,485,36.29
,2258,Spokane School District,Hutton Elementary,485,24.9
,2871,Tacoma School District,Edison,485,85.66
,3452,Tacoma School District,Whittier,485,44.56
,3614,Pullman School District,Sunnyside Elementary,485,29.35
,3732,Richland School District,Sacajawea Elementary,485,45.51
,4389,Spokane School District,Moran Prairie Elementary,485,18.37
,5197,Omak School District,Washington Virtual Academy Omak High School,485,24.15
,2094,Tacoma School District,Blix Elementary,486,86.61
,2138,Seattle Public Schools,Adams Elementary School,486,24.32
,2142,Seattle Public Schools,West Woodland Elementary School,486,7.98
,3410,Edmonds School District,Spruce Elementary,486,55.12
,4545,Kent School District,Emerald Park Elementary School,486,56.73
,2613,Bremerton School District,West Hills S.T.E.M. Academy,487,74.17
,3302,Edmonds School District,Beverly Elementary,487,45.53
,3997,Battle Ground School District,Pleasant Valley Middle,487,41.72
,4374,Federal Way School District,Sherwood Forest Elementary School,487,47.68
,4447,University Place School District,Evergreen Primary,487,40.28
,3958,Shoreline School District,Meridian Park Elementary School,488,35.11
,2260,Yelm School District,McKenna Elementary,489,48.74
,2652,Clover Park School District,Lakeview Hope Academy,489,91.33
,4367,Olympia School District,Centennial Elementary,489,16.46
,4378,Sequim School District,Greywolf Elementary School,489,50.31
,2825,Kennewick School District,Westgate Elementary School,490,90.3
,4210,Enumclaw School District,Enumclaw Middle School,490,35.14
,4487,East Valley School District (Yakima),East Valley Elementary,490,56.84
,4527,Central Kitsap School District,Pinecrest Elementary,490,49.9
,2853,Bremerton School District,View Ridge Elementary School,491,64.09
,4305,Northshore School District,Bear Creek Elementary,491,4.65
,3370,Wenatchee School District,Orchard Middle School,492,74.39
,3500,Clover Park School District,Woodbrook Middle School,492,76.73
,4065,Seattle Public Schools,Orca K-8 School,492,31.1
,2831,Longview School District,Monticello Middle School,493,70.89
,3593,Kent School District,Pine Tree Elementary School,493,70.92
,3475,Longview School District,Cascade Middle School,494,54.55
,3734,Vancouver School District,Martin Luther King Elementary,494,90.56
,3751,Bethel School District,Spanaway Middle School,494,60.95
,4392,Lake Stevens School District,Skyline Elementary,494,42.69
,4476,Blaine School District,Blaine Primary School,494,44.09
,1712,East Valley School District (Spokane),Continuous Curriculum School,495,37.01
,2641,South Kitsap School District,East Port Orchard Elementary,495,57.38
,3558,Puyallup School District,Wildwood Elementary,495,53.57
,1852,Deer Park School District,Deer Park Home Link Program,496,22.11
,1966,Edmonds School District,Edmonds Heights K-12,496,23.14
,4446,Kennewick School District,Ridge View Elementary School,496,19.37
,4471,White River School District,Mountain Meadow Elementary,496,27.84
,3019,Longview School District,Robert Gray Elementary,497,39.6
,2961,Othello School District,Hiawatha Elementary School,498,87.4
,2993,Northshore School District,Kenmore Elementary,498,42.54
,3457,Clover Park School District,Carter Lake Elementary School,498,48.07
,3827,Steilacoom Hist. School District,Saltars Point Elementary,498,22.9
,4452,Tumwater School District,George Washington Bush Middle Sch,498,31.11
,2528,Walla Walla Public Schools,Edison Elementary School,499,73.31
,2662,North Mason School District,Belfair Elementary,499,46.95
,3128,East Valley School District (Spokane),Trentwood School,499,62.72
,4414,Puyallup School District,Shaw Road Elementary,499,26.95
,2657,Richland School District,Lewis & Clark Elementary School,500,49.4
,3149,Evergreen School District (Clark),Sifton Elementary School,500,65.29
,4574,Longview School District,Mt. Solo Middle School,500,45.22
,2723,Vancouver School District,Minnehaha Elementary School,501,63.27
,4241,Snohomish School District,Dutch Hill Elementary,501,19.16
